Date,Ticker,RELIANCE.NS,RELIANCE.NS.1,RELIANCE.NS.2,RELIANCE.NS.3,RELIANCE.NS.4,SentimentScore
1970-01-01 00:00:00.000000021,,1087.37502974843,1087.37502974843,1087.37502974843,1087.37502974843,1087.37502974843,0
1970-01-01 00:00:00.000000022,,1086.439272024598,1086.439272024598,1086.439272024598,1086.439272024598,1086.439272024598,0
1970-01-01 00:00:00.000000023,,1058.1591593362568,1058.1591593362568,1058.1591593362568,1058.1591593362568,1058.1591593362568,0
1970-01-01 00:00:00.000000024,,1072.3104574781505,1072.3104574781505,1072.3104574781505,1072.3104574781505,1072.3104574781505,0
1970-01-01 00:00:00.000000025,,1056.7896118119152,1056.7896118119152,1056.7896118119152,1056.7896118119152,1056.7896118119152,0
1970-01-01 00:00:00.000000026,,1055.4202857843334,1055.4202857843334,1055.4202857843334,1055.4202857843334,1055.4202857843334,0
1970-01-01 00:00:00.000000027,,1055.8766387784026,1055.8766387784026,1055.8766387784026,1055.8766387784026,1055.8766387784026,0
1970-01-01 00:00:00.000000028,,1074.3421090421186,1074.3421090421186,1074.3421090421186,1074.3421090421186,1074.3421090421186,0
1970-01-01 00:00:00.000000029,,1075.0039060071294,1075.0039060071294,1075.0039060071294,1075.0039060071294,1075.0039060071294,0
1970-01-01 00:00:00.000000030,,1068.293381324993,1068.293381324993,1068.293381324993,1068.293381324993,1068.293381324993,0
1970-01-01 00:00:00.000000031,,1063.6143185684562,1063.6143185684562,1063.6143185684562,1063.6143185684562,1063.6143185684562,0
1970-01-01 00:00:00.000000032,,1084.6358877756606,1084.6358877756606,1084.6358877756606,1084.6358877756606,1084.6358877756606,0
1970-01-01 00:00:00.000000033,,1118.1656324865594,1118.1656324865594,1118.1656324865594,1118.1656324865594,1118.1656324865594,0
1970-01-01 00:00:00.000000034,,1104.7217922905263,1104.7217922905263,1104.7217922905263,1104.7217922905263,1104.7217922905263,0
1970-01-01 00:00:00.000000035,,1116.13425652598,1116.13425652598,1116.13425652598,1116.13425652598,1116.13425652598,0
1970-01-01 00:00:00.000000036,,1106.5479683974272,1106.5479683974272,1106.5479683974272,1106.5479683974272,1106.5479683974272,0
1970-01-01 00:00:00.000000037,,1107.4380609994969,1107.4380609994969,1107.4380609994969,1107.4380609994969,1107.4380609994969,0
1970-01-01 00:00:00.000000038,,1085.5489053785018,1085.5489053785018,1085.5489053785018,1085.5489053785018,1085.5489053785018,0
1970-01-01 00:00:00.000000039,,1082.810002251087,1082.810002251087,1082.810002251087,1082.810002251087,1082.810002251087,0
1970-01-01 00:00:00.000000040,,1087.3750050988056,1087.3750050988056,1087.3750050988056,1087.3750050988056,1087.3750050988056,0
1970-01-01 00:00:00.000000041,,1075.5516247048563,1075.5516247048563,1075.5516247048563,1075.5516247048563,1075.5516247048563,0
1970-01-01 00:00:00.000000042,,1070.0280642112666,1070.0280642112666,1070.0280642112666,1070.0280642112666,1070.0280642112666,0
1970-01-01 00:00:00.000000043,,1066.8326656493814,1066.8326656493814,1066.8326656493814,1066.8326656493814,1066.8326656493814,0
1970-01-01 00:00:00.000000044,,1072.3789987479977,1072.3789987479977,1072.3789987479977,1072.3789987479977,1072.3789987479977,0
1970-01-01 00:00:00.000000045,,1095.5918675399987,1095.5918675399987,1095.5918675399987,1095.5918675399987,1095.5918675399987,0
1970-01-01 00:00:00.000000046,,1099.563420263857,1099.563420263857,1099.563420263857,1099.563420263857,1099.563420263857,0
1970-01-01 00:00:00.000000047,,1102.8958764013148,1102.8958764013148,1102.8958764013148,1102.8958764013148,1102.8958764013148,0
1970-01-01 00:00:00.000000048,,1068.8868957671646,1068.8868957671646,1068.8868957671646,1068.8868957671646,1068.8868957671646,0
1970-01-01 00:00:00.000000049,,1063.1806779260546,1063.1806779260546,1063.1806779260546,1063.1806779260546,1063.1806779260546,0
1970-01-01 00:00:00.000000050,,1040.812257084253,1040.812257084253,1040.812257084253,1040.812257084253,1040.812257084253,0
1970-01-01 00:00:00.000000051,,1042.6839706485125,1042.6839706485125,1042.6839706485125,1042.6839706485125,1042.6839706485125,0
1970-01-01 00:00:00.000000052,,1023.921951504309,1023.921951504309,1023.921951504309,1023.921951504309,1023.921951504309,0
1970-01-01 00:00:00.000000053,,1024.7208434439497,1024.7208434439497,1024.7208434439497,1024.7208434439497,1024.7208434439497,0
1970-01-01 00:00:00.000000054,,1011.1400066065016,1011.1400066065016,1011.1400066065016,1011.1400066065016,1011.1400066065016,0
1970-01-01 00:00:00.000000055,,1012.9431232711898,1012.9431232711898,1012.9431232711898,1012.9431232711898,1012.9431232711898,0
1970-01-01 00:00:00.000000056,,1043.0948141638405,1043.0948141638405,1043.0948141638405,1043.0948141638405,1043.0948141638405,0
1970-01-01 00:00:00.000000057,,1035.3344834675563,1035.3344834675563,1035.3344834675563,1035.3344834675563,1035.3344834675563,0
1970-01-01 00:00:00.000000058,,1024.949051064462,1024.949051064462,1024.949051064462,1024.949051064462,1024.949051064462,0
1970-01-01 00:00:00.000000059,,1012.2812828490338,1012.2812828490338,1012.2812828490338,1012.2812828490338,1012.2812828490338,0
1970-01-01 00:00:00.000000060,,1024.8349561252708,1024.8349561252708,1024.8349561252708,1024.8349561252708,1024.8349561252708,0
1970-01-01 00:00:00.000000061,,1022.0959186617868,1022.0959186617868,1022.0959186617868,1022.0959186617868,1022.0959186617868,0
1970-01-01 00:00:00.000000062,,1029.3999027039445,1029.3999027039445,1029.3999027039445,1029.3999027039445,1029.3999027039445,0
1970-01-01 00:00:00.000000063,,1070.4846960590223,1070.4846960590223,1070.4846960590223,1070.4846960590223,1070.4846960590223,0
1970-01-01 00:00:00.000000064,,1071.8541464339423,1071.8541464339423,1071.8541464339423,1071.8541464339423,1071.8541464339423,0
1970-01-01 00:00:00.000000065,,1058.2275373074351,1058.2275373074351,1058.2275373074351,1058.2275373074351,1058.2275373074351,0
1970-01-01 00:00:00.000000066,,1072.7671126043012,1072.7671126043012,1072.7671126043012,1072.7671126043012,1072.7671126043012,0
1970-01-01 00:00:00.000000067,,1065.4631729553812,1065.4631729553812,1065.4631729553812,1065.4631729553812,1065.4631729553812,0
1970-01-01 00:00:00.000000068,,1066.5359087914262,1066.5359087914262,1066.5359087914262,1066.5359087914262,1066.5359087914262,0
1970-01-01 00:00:00.000000069,,1074.1365320735108,1074.1365320735108,1074.1365320735108,1074.1365320735108,1074.1365320735108,0
1970-01-01 00:00:00.000000070,,1106.9814803229494,1106.9814803229494,1106.9814803229494,1106.9814803229494,1106.9814803229494,0
1970-01-01 00:00:00.000000071,,1085.0925121063174,1085.0925121063174,1085.0925121063174,1085.0925121063174,1085.0925121063174,0
1970-01-01 00:00:00.000000072,,1067.768405195298,1067.768405195298,1067.768405195298,1067.768405195298,1067.768405195298,0
1970-01-01 00:00:00.000000073,,1074.638679040759,1074.638679040759,1074.638679040759,1074.638679040759,1074.638679040759,0
1970-01-01 00:00:00.000000074,,1073.0638883289137,1073.0638883289137,1073.0638883289137,1073.0638883289137,1073.0638883289137,0
1970-01-01 00:00:00.000000075,,1084.1794719407253,1084.1794719407253,1084.1794719407253,1084.1794719407253,1084.1794719407253,0
1970-01-01 00:00:00.000000076,,1080.0709122812248,1080.0709122812248,1080.0709122812248,1080.0709122812248,1080.0709122812248,0
1970-01-01 00:00:00.000000077,,1086.005534613959,1086.005534613959,1086.005534613959,1086.005534613959,1086.005534613959,0
1970-01-01 00:00:00.000000078,,1084.1794457664448,1084.1794457664448,1084.1794457664448,1084.1794457664448,1084.1794457664448,0
1970-01-01 00:00:00.000000079,,1087.3748753991613,1087.3748753991613,1087.3748753991613,1087.3748753991613,1087.3748753991613,0
1970-01-01 00:00:00.000000080,,1112.1170391794085,1112.1170391794085,1112.1170391794085,1112.1170391794085,1112.1170391794085,0
1970-01-01 00:00:00.000000081,,1116.1340858641377,1116.1340858641377,1116.1340858641377,1116.1340858641377,1116.1340858641377,0
1970-01-01 00:00:00.000000082,,1105.246884028871,1105.246884028871,1105.246884028871,1105.246884028871,1105.246884028871,0
1970-01-01 00:00:00.000000083,,1114.30819519152,1114.30819519152,1114.30819519152,1114.30819519152,1114.30819519152,0
1970-01-01 00:00:00.000000084,,1118.4165791288924,1118.4165791288924,1118.4165791288924,1118.4165791288924,1118.4165791288924,0
1970-01-01 00:00:00.000000085,,1129.8290394334551,1129.8290394334551,1129.8290394334551,1129.8290394334551,1129.8290394334551,0
1970-01-01 00:00:00.000000086,,1136.6766978121202,1136.6766978121202,1136.6766978121202,1136.6766978121202,1136.6766978121202,0
1970-01-01 00:00:00.000000087,,1140.762158669685,1140.762158669685,1140.762158669685,1140.762158669685,1140.762158669685,0
1970-01-01 00:00:00.000000088,,1127.4553650769165,1127.4553650769165,1127.4553650769165,1127.4553650769165,1127.4553650769165,0
1970-01-01 00:00:00.000000089,,1136.6309023578756,1136.6309023578756,1136.6309023578756,1136.6309023578756,1136.6309023578756,0
1970-01-01 00:00:00.000000090,,1138.5026071786638,1138.5026071786638,1138.5026071786638,1138.5026071786638,1138.5026071786638,0
1970-01-01 00:00:00.000000091,,1124.35127409302,1124.35127409302,1124.35127409302,1124.35127409302,1124.35127409302,0
1970-01-01 00:00:00.000000092,,1118.2112689036005,1118.2112689036005,1118.2112689036005,1118.2112689036005,1118.2112689036005,0
1970-01-01 00:00:00.000000093,,1111.1357155261294,1111.1357155261294,1111.1357155261294,1111.1357155261294,1111.1357155261294,0
1970-01-01 00:00:00.000000094,,1111.5693019532655,1111.5693019532655,1111.5693019532655,1111.5693019532655,1111.5693019532655,0
1970-01-01 00:00:00.000000095,,1123.2783175836105,1123.2783175836105,1123.2783175836105,1123.2783175836105,1123.2783175836105,0
1970-01-01 00:00:00.000000096,,1116.544972955841,1116.544972955841,1116.544972955841,1116.544972955841,1116.544972955841,0
1970-01-01 00:00:00.000000097,,1111.0671339157268,1111.0671339157268,1111.0671339157268,1111.0671339157268,1111.0671339157268,0
1970-01-01 00:00:00.000000098,,1122.0687058844728,1122.0687058844728,1122.0687058844728,1122.0687058844728,1122.0687058844728,0
1970-01-01 00:00:00.000000099,,1150.8279550929285,1150.8279550929285,1150.8279550929285,1150.8279550929285,1150.8279550929285,0
1970-01-01 00:00:00.000000100,,1150.645307987406,1150.645307987406,1150.645307987406,1150.645307987406,1150.645307987406,0
1970-01-01 00:00:00.000000101,,1141.241614387353,1141.241614387353,1141.241614387353,1141.241614387353,1141.241614387353,0
1970-01-01 00:00:00.000000102,,1132.1799698648445,1132.1799698648445,1132.1799698648445,1132.1799698648445,1132.1799698648445,0
1970-01-01 00:00:00.000000103,,1128.003101699598,1128.003101699598,1128.003101699598,1128.003101699598,1128.003101699598,0
1970-01-01 00:00:00.000000104,,1126.268543700321,1126.268543700321,1126.268543700321,1126.268543700321,1126.268543700321,0
1970-01-01 00:00:00.000000105,,1133.6865172838243,1133.6865172838243,1133.6865172838243,1133.6865172838243,1133.6865172838243,0
1970-01-01 00:00:00.000000106,,1135.3071289198083,1135.3071289198083,1135.3071289198083,1135.3071289198083,1135.3071289198083,0
1970-01-01 00:00:00.000000107,,1143.9805586437908,1143.9805586437908,1143.9805586437908,1143.9805586437908,1143.9805586437908,0
1970-01-01 00:00:00.000000108,,1144.4369244051345,1144.4369244051345,1144.4369244051345,1144.4369244051345,1144.4369244051345,0
1970-01-01 00:00:00.000000109,,1130.057315904061,1130.057315904061,1130.057315904061,1130.057315904061,1130.057315904061,0
1970-01-01 00:00:00.000000110,,1138.959165682283,1138.959165682283,1138.959165682283,1138.959165682283,1138.959165682283,0
1970-01-01 00:00:00.000000111,,1150.827933567815,1150.827933567815,1150.827933567815,1150.827933567815,1150.827933567815,0
1970-01-01 00:00:00.000000112,,1164.888030487722,1164.888030487722,1164.888030487722,1164.888030487722,1164.888030487722,0
1970-01-01 00:00:00.000000113,,1168.7227738269123,1168.7227738269123,1168.7227738269123,1168.7227738269123,1168.7227738269123,0
1970-01-01 00:00:00.000000114,,1179.5874324568545,1179.5874324568545,1179.5874324568545,1179.5874324568545,1179.5874324568545,0
1970-01-01 00:00:00.000000115,,1162.9480481347905,1162.9480481347905,1162.9480481347905,1162.9480481347905,1162.9480481347905,0
1970-01-01 00:00:00.000000116,,1167.2618659292657,1167.2618659292657,1167.2618659292657,1167.2618659292657,1167.2618659292657,0
1970-01-01 00:00:00.000000117,,1166.8053921892115,1166.8053921892115,1166.8053921892115,1166.8053921892115,1166.8053921892115,0
1970-01-01 00:00:00.000000118,,1154.4343325060674,1154.4343325060674,1154.4343325060674,1154.4343325060674,1154.4343325060674,0
1970-01-01 00:00:00.000000119,,1144.437098137329,1144.437098137329,1144.437098137329,1144.437098137329,1144.437098137329,0
1970-01-01 00:00:00.000000120,,1139.666736088607,1139.666736088607,1139.666736088607,1139.666736088607,1139.666736088607,0
1970-01-01 00:00:00.000000121,,1147.1760589375283,1147.1760589375283,1147.1760589375283,1147.1760589375283,1147.1760589375283,0
1970-01-01 00:00:00.000000122,,1162.4229485666156,1162.4229485666156,1162.4229485666156,1162.4229485666156,1162.4229485666156,0
1970-01-01 00:00:00.000000123,,1167.7413136446191,1167.7413136446191,1167.7413136446191,1167.7413136446191,1167.7413136446191,0
1970-01-01 00:00:00.000000124,,1198.3037415268395,1198.3037415268395,1198.3037415268395,1198.3037415268395,1198.3037415268395,0
1970-01-01 00:00:00.000000125,,1190.9997357239995,1190.9997357239995,1190.9997357239995,1190.9997357239995,1190.9997357239995,0
1970-01-01 00:00:00.000000126,,1175.958111582341,1175.958111582341,1175.958111582341,1175.958111582341,1175.958111582341,0
1970-01-01 00:00:00.000000127,,1202.8686056265724,1202.8686056265724,1202.8686056265724,1202.8686056265724,1202.8686056265724,0
1970-01-01 00:00:00.000000128,,1227.4738168988026,1227.4738168988026,1227.4738168988026,1227.4738168988026,1227.4738168988026,0
1970-01-01 00:00:00.000000129,,1256.6895309307056,1256.6895309307056,1256.6895309307056,1256.6895309307056,1256.6895309307056,0
1970-01-01 00:00:00.000000130,,1262.806571231475,1262.806571231475,1262.806571231475,1262.806571231475,1262.806571231475,0
1970-01-01 00:00:00.000000131,,1270.8408996155135,1270.8408996155135,1270.8408996155135,1270.8408996155135,1270.8408996155135,0
1970-01-01 00:00:00.000000132,,1255.3657025022662,1255.3657025022662,1255.3657025022662,1255.3657025022662,1255.3657025022662,0
1970-01-01 00:00:00.000000133,,1253.9963391795925,1253.9963391795925,1253.9963391795925,1253.9963391795925,1253.9963391795925,0
1970-01-01 00:00:00.000000134,,1285.9509768018002,1285.9509768018002,1285.9509768018002,1285.9509768018002,1285.9509768018002,0
1970-01-01 00:00:00.000000135,,1291.8854597114334,1291.8854597114334,1291.8854597114334,1291.8854597114334,1291.8854597114334,0
1970-01-01 00:00:00.000000136,,1276.014839753512,1276.014839753512,1276.014839753512,1276.014839753512,1276.014839753512,0
1970-01-01 00:00:00.000000137,,1290.3576048302098,1290.3576048302098,1290.3576048302098,1290.3576048302098,1290.3576048302098,0
1970-01-01 00:00:00.000000138,,1227.0514151401742,1227.0514151401742,1227.0514151401742,1227.0514151401742,1227.0514151401742,0
1970-01-01 00:00:00.000000139,,1233.4810641733905,1233.4810641733905,1233.4810641733905,1233.4810641733905,1233.4810641733905,0
1970-01-01 00:00:00.000000140,,1229.029726310642,1229.029726310642,1229.029726310642,1229.029726310642,1229.029726310642,0
1970-01-01 00:00:00.000000141,,1253.2889256301971,1253.2889256301971,1253.2889256301971,1253.2889256301971,1253.2889256301971,0
1970-01-01 00:00:00.000000142,,1242.4081558253793,1242.4081558253793,1242.4081558253793,1242.4081558253793,1242.4081558253793,0
1970-01-01 00:00:00.000000143,,1250.222567835286,1250.222567835286,1250.222567835286,1250.222567835286,1250.222567835286,0
1970-01-01 00:00:00.000000144,,1263.6503718598296,1263.6503718598296,1263.6503718598296,1263.6503718598296,1263.6503718598296,0
1970-01-01 00:00:00.000000145,,1240.998576334311,1240.998576334311,1240.998576334311,1240.998576334311,1240.998576334311,0
1970-01-01 00:00:00.000000146,,1224.23249959185,1224.23249959185,1224.23249959185,1224.23249959185,1224.23249959185,0
1970-01-01 00:00:00.000000147,,1235.8550243989196,1235.8550243989196,1235.8550243989196,1235.8550243989196,1235.8550243989196,0
1970-01-01 00:00:00.000000148,,1246.834785043854,1246.834785043854,1246.834785043854,1246.834785043854,1246.834785043854,0
1970-01-01 00:00:00.000000149,,1250.2967221809697,1250.2967221809697,1250.2967221809697,1250.2967221809697,1250.2967221809697,0
1970-01-01 00:00:00.000000150,,1238.8472469851745,1238.8472469851745,1238.8472469851745,1238.8472469851745,1238.8472469851745,0
1970-01-01 00:00:00.000000151,,1248.788167272386,1248.788167272386,1248.788167272386,1248.788167272386,1248.788167272386,0
1970-01-01 00:00:00.000000152,,1252.4975295128647,1252.4975295128647,1252.4975295128647,1252.4975295128647,1252.4975295128647,0
1970-01-01 00:00:00.000000153,,1255.737002454242,1255.737002454242,1255.737002454242,1255.737002454242,1255.737002454242,0
1970-01-01 00:00:00.000000154,,1261.672044700447,1261.672044700447,1261.672044700447,1261.672044700447,1261.672044700447,0
1970-01-01 00:00:00.000000155,,1269.6348629683328,1269.6348629683328,1269.6348629683328,1269.6348629683328,1269.6348629683328,0
1970-01-01 00:00:00.000000156,,1251.9041214413387,1251.9041214413387,1251.9041214413387,1251.9041214413387,1251.9041214413387,0
1970-01-01 00:00:00.000000157,,1260.6443643964944,1260.6443643964944,1260.6443643964944,1260.6443643964944,1260.6443643964944,0
1970-01-01 00:00:00.000000158,,1249.204008079304,1249.204008079304,1249.204008079304,1249.204008079304,1249.204008079304,0
1970-01-01 00:00:00.000000159,,1252.8272476636505,1252.8272476636505,1252.8272476636505,1252.8272476636505,1252.8272476636505,0
1970-01-01 00:00:00.000000160,,1260.6195534341234,1260.6195534341234,1260.6195534341234,1260.6195534341234,1260.6195534341234,0
1970-01-01 00:00:00.000000161,,1218.9778633049934,1218.9778633049934,1218.9778633049934,1218.9778633049934,1218.9778633049934,0
1970-01-01 00:00:00.000000162,,1226.9190501118926,1226.9190501118926,1226.9190501118926,1226.9190501118926,1226.9190501118926,0
1970-01-01 00:00:00.000000163,,1217.0173382536789,1217.0173382536789,1217.0173382536789,1217.0173382536789,1217.0173382536789,0
1970-01-01 00:00:00.000000164,,1207.0659417448908,1207.0659417448908,1207.0659417448908,1207.0659417448908,1207.0659417448908,0
1970-01-01 00:00:00.000000165,,1202.5989377093504,1202.5989377093504,1202.5989377093504,1202.5989377093504,1202.5989377093504,0
1970-01-01 00:00:00.000000166,,1194.4343955405525,1194.4343955405525,1194.4343955405525,1194.4343955405525,1194.4343955405525,0
1970-01-01 00:00:00.000000167,,1197.4619529612137,1197.4619529612137,1197.4619529612137,1197.4619529612137,1197.4619529612137,0
1970-01-01 00:00:00.000000168,,1201.1100268699734,1201.1100268699734,1201.1100268699734,1201.1100268699734,1201.1100268699734,0
1970-01-01 00:00:00.000000169,,1201.6560920331103,1201.6560920331103,1201.6560920331103,1201.6560920331103,1201.6560920331103,0
1970-01-01 00:00:00.000000170,,1201.9537313347682,1201.9537313347682,1201.9537313347682,1201.9537313347682,1201.9537313347682,0
1970-01-01 00:00:00.000000171,,1211.0365924741222,1211.0365924741222,1211.0365924741222,1211.0365924741222,1211.0365924741222,0
1970-01-01 00:00:00.000000172,,1216.9924464989117,1216.9924464989117,1216.9924464989117,1216.9924464989117,1216.9924464989117,0
1970-01-01 00:00:00.000000173,,1232.3787090583842,1232.3787090583842,1232.3787090583842,1232.3787090583842,1232.3787090583842,0
1970-01-01 00:00:00.000000174,,1211.0365644667,1211.0365644667,1211.0365644667,1211.0365644667,1211.0365644667,0
1970-01-01 00:00:00.000000175,,1220.9630582690309,1220.9630582690309,1220.9630582690309,1220.9630582690309,1220.9630582690309,0
1970-01-01 00:00:00.000000176,,1224.9337835939812,1224.9337835939812,1224.9337835939812,1224.9337835939812,1224.9337835939812,0
1970-01-01 00:00:00.000000177,,1211.061482045193,1211.061482045193,1211.061482045193,1211.061482045193,1211.061482045193,0
1970-01-01 00:00:00.000000178,,1202.623798606989,1202.623798606989,1202.623798606989,1202.623798606989,1202.623798606989,0
1970-01-01 00:00:00.000000179,,1178.750555955457,1178.750555955457,1178.750555955457,1178.750555955457,1178.750555955457,0
1970-01-01 00:00:00.000000180,,1179.2717940052096,1179.2717940052096,1179.2717940052096,1179.2717940052096,1179.2717940052096,0
1970-01-01 00:00:00.000000181,,1166.5657437194718,1166.5657437194718,1166.5657437194718,1166.5657437194718,1166.5657437194718,0
1970-01-01 00:00:00.000000182,,1160.684188171601,1160.684188171601,1160.684188171601,1160.684188171601,1160.684188171601,0
1970-01-01 00:00:00.000000183,,1163.1410372849095,1163.1410372849095,1163.1410372849095,1163.1410372849095,1163.1410372849095,0
1970-01-01 00:00:00.000000184,,1182.7459002555731,1182.7459002555731,1182.7459002555731,1182.7459002555731,1182.7459002555731,0
1970-01-01 00:00:00.000000185,,1162.2973995824232,1162.2973995824232,1162.2973995824232,1162.2973995824232,1162.2973995824232,0
1970-01-01 00:00:00.000000186,,1156.415758225436,1156.415758225436,1156.415758225436,1156.415758225436,1156.415758225436,0
1970-01-01 00:00:00.000000187,,1146.0178196869251,1146.0178196869251,1146.0178196869251,1146.0178196869251,1146.0178196869251,0
1970-01-01 00:00:00.000000188,,1151.105104982258,1151.105104982258,1151.105104982258,1151.105104982258,1151.105104982258,0
1970-01-01 00:00:00.000000189,,1150.0132553057874,1150.0132553057874,1150.0132553057874,1150.0132553057874,1150.0132553057874,0
1970-01-01 00:00:00.000000190,,1145.5711149238573,1145.5711149238573,1145.5711149238573,1145.5711149238573,1145.5711149238573,0
1970-01-01 00:00:00.000000191,,1144.8018394410435,1144.8018394410435,1144.8018394410435,1144.8018394410435,1144.8018394410435,0
1970-01-01 00:00:00.000000192,,1148.722762099973,1148.722762099973,1148.722762099973,1148.722762099973,1148.722762099973,0
1970-01-01 00:00:00.000000193,,1163.3148210249558,1163.3148210249558,1163.3148210249558,1163.3148210249558,1163.3148210249558,0
1970-01-01 00:00:00.000000194,,1161.4040366702477,1161.4040366702477,1161.4040366702477,1161.4040366702477,1161.4040366702477,0
1970-01-01 00:00:00.000000195,,1163.885548402189,1163.885548402189,1163.885548402189,1163.885548402189,1163.885548402189,0
1970-01-01 00:00:00.000000196,,1169.3451452373686,1169.3451452373686,1169.3451452373686,1169.3451452373686,1169.3451452373686,0
1970-01-01 00:00:00.000000197,,1168.9729714451066,1168.9729714451066,1168.9729714451066,1168.9729714451066,1168.9729714451066,0
1970-01-01 00:00:00.000000198,,1147.5068298823098,1147.5068298823098,1147.5068298823098,1147.5068298823098,1147.5068298823098,0
1970-01-01 00:00:00.000000199,,1141.5508934053469,1141.5508934053469,1141.5508934053469,1141.5508934053469,1141.5508934053469,0
1970-01-01 00:00:00.000000200,,1136.5877075106362,1136.5877075106362,1136.5877075106362,1136.5877075106362,1136.5877075106362,0
1970-01-01 00:00:00.000000201,,1116.7593673158804,1116.7593673158804,1116.7593673158804,1116.7593673158804,1116.7593673158804,0
1970-01-01 00:00:00.000000202,,1117.230921778067,1117.230921778067,1117.230921778067,1117.230921778067,1117.230921778067,0
1970-01-01 00:00:00.000000203,,1111.7712909465938,1111.7712909465938,1111.7712909465938,1111.7712909465938,1111.7712909465938,0
1970-01-01 00:00:00.000000204,,1128.6463150337838,1128.6463150337838,1128.6463150337838,1128.6463150337838,1128.6463150337838,0
1970-01-01 00:00:00.000000205,,1155.448028104718,1155.448028104718,1155.448028104718,1155.448028104718,1155.448028104718,0
1970-01-01 00:00:00.000000206,,1136.1656826268284,1136.1656826268284,1136.1656826268284,1136.1656826268284,1136.1656826268284,0
1970-01-01 00:00:00.000000207,,1148.4746196953226,1148.4746196953226,1148.4746196953226,1148.4746196953226,1148.4746196953226,0
1970-01-01 00:00:00.000000208,,1155.0509397455935,1155.0509397455935,1155.0509397455935,1155.0509397455935,1155.0509397455935,0
1970-01-01 00:00:00.000000209,,1157.5822297180116,1157.5822297180116,1157.5822297180116,1157.5822297180116,1157.5822297180116,0
1970-01-01 00:00:00.000000210,,1158.4507493206686,1158.4507493206686,1158.4507493206686,1158.4507493206686,1158.4507493206686,0
1970-01-01 00:00:00.000000211,,1157.4332718147846,1157.4332718147846,1157.4332718147846,1157.4332718147846,1157.4332718147846,0
1970-01-01 00:00:00.000000212,,1159.344192861405,1159.344192861405,1159.344192861405,1159.344192861405,1159.344192861405,0
1970-01-01 00:00:00.000000213,,1144.3054653415224,1144.3054653415224,1144.3054653415224,1144.3054653415224,1144.3054653415224,0
1970-01-01 00:00:00.000000214,,1152.9166537769547,1152.9166537769547,1152.9166537769547,1152.9166537769547,1152.9166537769547,0
1970-01-01 00:00:00.000000215,,1161.4039352802763,1161.4039352802763,1161.4039352802763,1161.4039352802763,1161.4039352802763,0
1970-01-01 00:00:00.000000216,,1166.9131951067154,1166.9131951067154,1166.9131951067154,1166.9131951067154,1166.9131951067154,0
