Date,Ticker,ICICIBANK.NS,ICICIBANK.NS.1,ICICIBANK.NS.2,ICICIBANK.NS.3,ICICIBANK.NS.4,SentimentScore
1970-01-01 00:00:00.000000016,,860.6914050079915,860.6914050079915,860.6914050079915,860.6914050079915,860.6914050079915,0
1970-01-01 00:00:00.000000017,,857.7638806877826,857.7638806877826,857.7638806877826,857.7638806877826,857.7638806877826,0
1970-01-01 00:00:00.000000018,,852.2015435388557,852.2015435388557,852.2015435388557,852.2015435388557,852.2015435388557,0
1970-01-01 00:00:00.000000019,,818.876621159135,818.876621159135,818.876621159135,818.876621159135,818.876621159135,0
1970-01-01 00:00:00.000000020,,780.6724228711294,780.6724228711294,780.6724228711294,780.6724228711294,780.6724228711294,0
1970-01-01 00:00:00.000000021,,806.0443354842496,806.0443354842496,806.0443354842496,806.0443354842496,806.0443354842496,0
1970-01-01 00:00:00.000000022,,823.0727675844201,823.0727675844201,823.0727675844201,823.0727675844201,823.0727675844201,0
1970-01-01 00:00:00.000000023,,808.3863483354639,808.3863483354639,808.3863483354639,808.3863483354639,808.3863483354639,0
1970-01-01 00:00:00.000000024,,843.760652643216,843.760652643216,843.760652643216,843.760652643216,843.760652643216,0
1970-01-01 00:00:00.000000025,,840.6866790648273,840.6866790648273,840.6866790648273,840.6866790648273,840.6866790648273,0
1970-01-01 00:00:00.000000026,,834.3437126381102,834.3437126381102,834.3437126381102,834.3437126381102,834.3437126381102,0
1970-01-01 00:00:00.000000027,,831.9040805956793,831.9040805956793,831.9040805956793,831.9040805956793,831.9040805956793,0
1970-01-01 00:00:00.000000028,,837.7591795408565,837.7591795408565,837.7591795408565,837.7591795408565,837.7591795408565,0
1970-01-01 00:00:00.000000029,,834.8803764054466,834.8803764054466,834.8803764054466,834.8803764054466,834.8803764054466,0
1970-01-01 00:00:00.000000030,,832.7824387542234,832.7824387542234,832.7824387542234,832.7824387542234,832.7824387542234,0
1970-01-01 00:00:00.000000031,,833.2702896230664,833.2702896230664,833.2702896230664,833.2702896230664,833.2702896230664,0
1970-01-01 00:00:00.000000032,,845.4683000864001,845.4683000864001,845.4683000864001,845.4683000864001,845.4683000864001,0
1970-01-01 00:00:00.000000033,,854.787605159296,854.787605159296,854.787605159296,854.787605159296,854.787605159296,0
1970-01-01 00:00:00.000000034,,846.5904820244143,846.5904820244143,846.5904820244143,846.5904820244143,846.5904820244143,0
1970-01-01 00:00:00.000000035,,841.8088986592531,841.8088986592531,841.8088986592531,841.8088986592531,841.8088986592531,0
1970-01-01 00:00:00.000000036,,833.7582293477933,833.7582293477933,833.7582293477933,833.7582293477933,833.7582293477933,0
1970-01-01 00:00:00.000000037,,830.6842687366475,830.6842687366475,830.6842687366475,830.6842687366475,830.6842687366475,0
1970-01-01 00:00:00.000000038,,816.339395513742,816.339395513742,816.339395513742,816.339395513742,816.339395513742,0
1970-01-01 00:00:00.000000039,,823.5607138018664,823.5607138018664,823.5607138018664,823.5607138018664,823.5607138018664,0
1970-01-01 00:00:00.000000040,,813.4119068231814,813.4119068231814,813.4119068231814,813.4119068231814,813.4119068231814,0
1970-01-01 00:00:00.000000041,,834.2461663394178,834.2461663394178,834.2461663394178,834.2461663394178,834.2461663394178,0
1970-01-01 00:00:00.000000042,,843.1262893169088,843.1262893169088,843.1262893169088,843.1262893169088,843.1262893169088,0
1970-01-01 00:00:00.000000043,,832.3920183025423,832.3920183025423,832.3920183025423,832.3920183025423,832.3920183025423,0
1970-01-01 00:00:00.000000044,,836.0514981986004,836.0514981986004,836.0514981986004,836.0514981986004,836.0514981986004,0
1970-01-01 00:00:00.000000045,,850.6890067647562,850.6890067647562,850.6890067647562,850.6890067647562,850.6890067647562,0
1970-01-01 00:00:00.000000046,,845.7122948969003,845.7122948969003,845.7122948969003,845.7122948969003,845.7122948969003,0
1970-01-01 00:00:00.000000047,,846.2490202575223,846.2490202575223,846.2490202575223,846.2490202575223,846.2490202575223,0
1970-01-01 00:00:00.000000048,,824.2925755972103,824.2925755972103,824.2925755972103,824.2925755972103,824.2925755972103,0
1970-01-01 00:00:00.000000049,,821.1210600737454,821.1210600737454,821.1210600737454,821.1210600737454,821.1210600737454,0
1970-01-01 00:00:00.000000050,,807.0202033098866,807.0202033098866,807.0202033098866,807.0202033098866,807.0202033098866,0
1970-01-01 00:00:00.000000051,,816.2418837869195,816.2418837869195,816.2418837869195,816.2418837869195,816.2418837869195,0
1970-01-01 00:00:00.000000052,,809.6549809174596,809.6549809174596,809.6549809174596,809.6549809174596,809.6549809174596,0
1970-01-01 00:00:00.000000053,,811.7041286544949,811.7041286544949,811.7041286544949,811.7041286544949,811.7041286544949,0
1970-01-01 00:00:00.000000054,,816.778643817747,816.778643817747,816.778643817747,816.778643817747,816.778643817747,0
1970-01-01 00:00:00.000000055,,822.6336538132437,822.6336538132437,822.6336538132437,822.6336538132437,822.6336538132437,0
1970-01-01 00:00:00.000000056,,836.9297092178792,836.9297092178792,836.9297092178792,836.9297092178792,836.9297092178792,0
1970-01-01 00:00:00.000000057,,836.2953779024698,836.2953779024698,836.2953779024698,836.2953779024698,836.2953779024698,0
1970-01-01 00:00:00.000000058,,831.9041398289326,831.9041398289326,831.9041398289326,831.9041398289326,831.9041398289326,0
1970-01-01 00:00:00.000000059,,834.2948650706796,834.2948650706796,834.2948650706796,834.2948650706796,834.2948650706796,0
1970-01-01 00:00:00.000000060,,834.8803919931624,834.8803919931624,834.8803919931624,834.8803919931624,834.8803919931624,0
1970-01-01 00:00:00.000000061,,836.344192498566,836.344192498566,836.344192498566,836.344192498566,836.344192498566,0
1970-01-01 00:00:00.000000062,,841.1258033201476,841.1258033201476,841.1258033201476,841.1258033201476,841.1258033201476,0
1970-01-01 00:00:00.000000063,,858.9348737808818,858.9348737808818,858.9348737808818,858.9348737808818,858.9348737808818,0
1970-01-01 00:00:00.000000064,,865.1802578730985,865.1802578730985,865.1802578730985,865.1802578730985,865.1802578730985,0
1970-01-01 00:00:00.000000065,,860.6914189453125,860.6914189453125,860.6914189453125,860.6914189453125,860.6914189453125,0
1970-01-01 00:00:00.000000066,,858.7885385723444,858.7885385723444,858.7885385723444,858.7885385723444,858.7885385723444,0
1970-01-01 00:00:00.000000067,,852.5919670233527,852.5919670233527,852.5919670233527,852.5919670233527,852.5919670233527,0
1970-01-01 00:00:00.000000068,,862.1063873379366,862.1063873379366,862.1063873379366,862.1063873379366,862.1063873379366,0
1970-01-01 00:00:00.000000069,,869.571475609275,869.571475609275,869.571475609275,869.571475609275,869.571475609275,0
1970-01-01 00:00:00.000000070,,895.1385344204618,895.1385344204618,895.1385344204618,895.1385344204618,895.1385344204618,0
1970-01-01 00:00:00.000000071,,886.0144835702572,886.0144835702572,886.0144835702572,886.0144835702572,886.0144835702572,0
1970-01-01 00:00:00.000000072,,874.2555961921902,874.2555961921902,874.2555961921902,874.2555961921902,874.2555961921902,0
1970-01-01 00:00:00.000000073,,870.6938498585696,870.6938498585696,870.6938498585696,870.6938498585696,870.6938498585696,0
1970-01-01 00:00:00.000000074,,872.9381803026192,872.9381803026192,872.9381803026192,872.9381803026192,872.9381803026192,0
1970-01-01 00:00:00.000000075,,883.135744818471,883.135744818471,883.135744818471,883.135744818471,883.135744818471,0
1970-01-01 00:00:00.000000076,,884.4043078093315,884.4043078093315,884.4043078093315,884.4043078093315,884.4043078093315,0
1970-01-01 00:00:00.000000077,,889.4298949363513,889.4298949363513,889.4298949363513,889.4298949363513,889.4298949363513,0
1970-01-01 00:00:00.000000078,,887.5269819129636,887.5269819129636,887.5269819129636,887.5269819129636,887.5269819129636,0
1970-01-01 00:00:00.000000079,,892.9916614936355,892.9916614936355,892.9916614936355,892.9916614936355,892.9916614936355,0
1970-01-01 00:00:00.000000080,,901.6766917183744,901.6766917183744,901.6766917183744,901.6766917183744,901.6766917183744,0
1970-01-01 00:00:00.000000081,,897.3342422175527,897.3342422175527,897.3342422175527,897.3342422175527,897.3342422175527,0
1970-01-01 00:00:00.000000082,,897.773371044411,897.773371044411,897.773371044411,897.773371044411,897.773371044411,0
1970-01-01 00:00:00.000000083,,902.6525798225856,902.6525798225856,902.6525798225856,902.6525798225856,902.6525798225856,0
1970-01-01 00:00:00.000000084,,904.6042195927596,904.6042195927596,904.6042195927596,904.6042195927596,904.6042195927596,0
1970-01-01 00:00:00.000000085,,918.2660247654844,918.2660247654844,918.2660247654844,918.2660247654844,918.2660247654844,0
1970-01-01 00:00:00.000000086,,912.0205661468576,912.0205661468576,912.0205661468576,912.0205661468576,912.0205661468576,0
1970-01-01 00:00:00.000000087,,917.3389621864789,917.3389621864789,917.3389621864789,917.3389621864789,917.3389621864789,0
1970-01-01 00:00:00.000000088,,917.0461850344828,917.0461850344828,917.0461850344828,917.0461850344828,917.0461850344828,0
1970-01-01 00:00:00.000000089,,920.9496248282046,920.9496248282046,920.9496248282046,920.9496248282046,920.9496248282046,0
1970-01-01 00:00:00.000000090,,927.048597490951,927.048597490951,927.048597490951,927.048597490951,927.048597490951,0
1970-01-01 00:00:00.000000091,,924.4137672580238,924.4137672580238,924.4137672580238,924.4137672580238,924.4137672580238,0
1970-01-01 00:00:00.000000092,,925.0480984422348,925.0480984422348,925.0480984422348,925.0480984422348,925.0480984422348,0
1970-01-01 00:00:00.000000093,,928.4635680040532,928.4635680040532,928.4635680040532,928.4635680040532,928.4635680040532,0
1970-01-01 00:00:00.000000094,,928.0731149247672,928.0731149247672,928.0731149247672,928.0731149247672,928.0731149247672,0
1970-01-01 00:00:00.000000095,,929.0002544091722,929.0002544091722,929.0002544091722,929.0002544091722,929.0002544091722,0
1970-01-01 00:00:00.000000096,,923.828323327991,923.828323327991,923.828323327991,923.828323327991,923.828323327991,0
1970-01-01 00:00:00.000000097,,914.3626768370068,914.3626768370068,914.3626768370068,914.3626768370068,914.3626768370068,0
1970-01-01 00:00:00.000000098,,917.094942534292,917.094942534292,917.094942534292,917.094942534292,917.094942534292,0
1970-01-01 00:00:00.000000099,,930.8055298888272,930.8055298888272,930.8055298888272,930.8055298888272,930.8055298888272,0
1970-01-01 00:00:00.000000100,,922.5109142673764,922.5109142673764,922.5109142673764,922.5109142673764,922.5109142673764,0
1970-01-01 00:00:00.000000101,,926.5606365918726,926.5606365918726,926.5606365918726,926.5606365918726,926.5606365918726,0
1970-01-01 00:00:00.000000102,,931.1958437509088,931.1958437509088,931.1958437509088,931.1958437509088,931.1958437509088,0
1970-01-01 00:00:00.000000103,,920.2176049158624,920.2176049158624,920.2176049158624,920.2176049158624,920.2176049158624,0
1970-01-01 00:00:00.000000104,,920.2176729962288,920.2176729962288,920.2176729962288,920.2176729962288,920.2176729962288,0
1970-01-01 00:00:00.000000105,,923.6331390198328,923.6331390198328,923.6331390198328,923.6331390198328,923.6331390198328,0
1970-01-01 00:00:00.000000106,,921.5350543493884,921.5350543493884,921.5350543493884,921.5350543493884,921.5350543493884,0
1970-01-01 00:00:00.000000107,,913.9722653565424,913.9722653565424,913.9722653565424,913.9722653565424,913.9722653565424,0
1970-01-01 00:00:00.000000108,,918.6563698311433,918.6563698311433,918.6563698311433,918.6563698311433,918.6563698311433,0
1970-01-01 00:00:00.000000109,,915.3384739939504,915.3384739939504,915.3384739939504,915.3384739939504,915.3384739939504,0
1970-01-01 00:00:00.000000110,,913.2891890698932,913.2891890698932,913.2891890698932,913.2891890698932,913.2891890698932,0
1970-01-01 00:00:00.000000111,,923.1940358059712,923.1940358059712,923.1940358059712,923.1940358059712,923.1940358059712,0
1970-01-01 00:00:00.000000112,,917.9732552476846,917.9732552476846,917.9732552476846,917.9732552476846,917.9732552476846,0
1970-01-01 00:00:00.000000113,,906.848667243868,906.848667243868,906.848667243868,906.848667243868,906.848667243868,0
1970-01-01 00:00:00.000000114,,910.9472166078564,910.9472166078564,910.9472166078564,910.9472166078564,910.9472166078564,0
1970-01-01 00:00:00.000000115,,898.7004270111945,898.7004270111945,898.7004270111945,898.7004270111945,898.7004270111945,0
1970-01-01 00:00:00.000000116,,905.580064269418,905.580064269418,905.580064269418,905.580064269418,905.580064269418,0
1970-01-01 00:00:00.000000117,,902.0670994269972,902.0670994269972,902.0670994269972,902.0670994269972,902.0670994269972,0
1970-01-01 00:00:00.000000118,,903.6771633220312,903.6771633220312,903.6771633220312,903.6771633220312,903.6771633220312,0
1970-01-01 00:00:00.000000119,,904.7017550302204,904.7017550302204,904.7017550302204,904.7017550302204,904.7017550302204,0
1970-01-01 00:00:00.000000120,,907.531710441022,907.531710441022,907.531710441022,907.531710441022,907.531710441022,0
1970-01-01 00:00:00.000000121,,921.1935016587148,921.1935016587148,921.1935016587148,921.1935016587148,921.1935016587148,0
1970-01-01 00:00:00.000000122,,917.7780520093212,917.7780520093212,917.7780520093212,917.7780520093212,917.7780520093212,0
1970-01-01 00:00:00.000000123,,914.36260024857,914.36260024857,914.36260024857,914.36260024857,914.36260024857,0
1970-01-01 00:00:00.000000124,,924.3650296243724,924.3650296243724,924.3650296243724,924.3650296243724,924.3650296243724,0
1970-01-01 00:00:00.000000125,,919.2906163148466,919.2906163148466,919.2906163148466,919.2906163148466,919.2906163148466,0
1970-01-01 00:00:00.000000126,,931.6350338444386,931.6350338444386,931.6350338444386,931.6350338444386,931.6350338444386,0
1970-01-01 00:00:00.000000127,,929.976107742268,929.976107742268,929.976107742268,929.976107742268,929.976107742268,0
1970-01-01 00:00:00.000000128,,923.1452024012996,923.1452024012996,923.1452024012996,923.1452024012996,923.1452024012996,0
1970-01-01 00:00:00.000000129,,925.4872675187264,925.4872675187264,925.4872675187264,925.4872675187264,925.4872675187264,0
1970-01-01 00:00:00.000000130,,925.48722460236,925.48722460236,925.48722460236,925.48722460236,925.48722460236,0
1970-01-01 00:00:00.000000131,,924.8041153240754,924.8041153240754,924.8041153240754,924.8041153240754,924.8041153240754,0
1970-01-01 00:00:00.000000132,,936.5630336523336,936.5630336523336,936.5630336523336,936.5630336523336,936.5630336523336,0
1970-01-01 00:00:00.000000133,,939.636889650411,939.636889650411,939.636889650411,939.636889650411,939.636889650411,0
1970-01-01 00:00:00.000000134,,954.3721096526648,954.3721096526648,954.3721096526648,954.3721096526648,954.3721096526648,0
1970-01-01 00:00:00.000000135,,956.323750603878,956.323750603878,956.323750603878,956.323750603878,956.323750603878,0
1970-01-01 00:00:00.000000136,,952.46920323191,952.46920323191,952.46920323191,952.46920323191,952.46920323191,0
1970-01-01 00:00:00.000000137,,971.2541449921898,971.2541449921898,971.2541449921898,971.2541449921898,971.2541449921898,0
1970-01-01 00:00:00.000000138,,980.6710221848502,980.6710221848502,980.6710221848502,980.6710221848502,980.6710221848502,0
1970-01-01 00:00:00.000000139,,974.8647427328618,974.8647427328618,974.8647427328618,974.8647427328618,974.8647427328618,0
1970-01-01 00:00:00.000000140,,969.1073019747432,969.1073019747432,969.1073019747432,969.1073019747432,969.1073019747432,0
1970-01-01 00:00:00.000000141,,978.3289995630472,978.3289995630472,978.3289995630472,978.3289995630472,978.3289995630472,0
1970-01-01 00:00:00.000000142,,964.130541221062,964.130541221062,964.130541221062,964.130541221062,964.130541221062,0
1970-01-01 00:00:00.000000143,,971.9372191996074,971.9372191996074,971.9372191996074,971.9372191996074,971.9372191996074,0
1970-01-01 00:00:00.000000144,,977.4507205075172,977.4507205075172,977.4507205075172,977.4507205075172,977.4507205075172,0
1970-01-01 00:00:00.000000145,,961.4469550572352,961.4469550572352,961.4469550572352,961.4469550572352,961.4469550572352,0
1970-01-01 00:00:00.000000146,,952.9571657495216,952.9571657495216,952.9571657495216,952.9571657495216,952.9571657495216,0
1970-01-01 00:00:00.000000147,,945.2480024411116,945.2480024411116,945.2480024411116,945.2480024411116,945.2480024411116,0
1970-01-01 00:00:00.000000148,,947.492394919989,947.492394919989,947.492394919989,947.492394919989,947.492394919989,0
1970-01-01 00:00:00.000000149,,952.1764948847944,952.1764948847944,952.1764948847944,952.1764948847944,952.1764948847944,0
1970-01-01 00:00:00.000000150,,959.2270199754856,959.2270199754856,959.2270199754856,959.2270199754856,959.2270199754856,0
1970-01-01 00:00:00.000000151,,955.8818683285078,955.8818683285078,955.8818683285078,955.8818683285078,955.8818683285078,0
1970-01-01 00:00:00.000000152,,947.8633070091408,947.8633070091408,947.8633070091408,947.8633070091408,947.8633070091408,0
1970-01-01 00:00:00.000000153,,933.6955296923588,933.6955296923588,933.6955296923588,933.6955296923588,933.6955296923588,0
1970-01-01 00:00:00.000000154,,939.0575962871804,939.0575962871804,939.0575962871804,939.0575962871804,939.0575962871804,0
1970-01-01 00:00:00.000000155,,941.5173104722998,941.5173104722998,941.5173104722998,941.5173104722998,941.5173104722998,0
1970-01-01 00:00:00.000000156,,932.61325789159,932.61325789159,932.61325789159,932.61325789159,932.61325789159,0
1970-01-01 00:00:00.000000157,,935.368103582327,935.368103582327,935.368103582327,935.368103582327,935.368103582327,0
1970-01-01 00:00:00.000000158,,940.9762212582668,940.9762212582668,940.9762212582668,940.9762212582668,940.9762212582668,0
1970-01-01 00:00:00.000000159,,938.6148847885248,938.6148847885248,938.6148847885248,938.6148847885248,938.6148847885248,0
1970-01-01 00:00:00.000000160,,956.8165287761592,956.8165287761592,956.8165287761592,956.8165287761592,956.8165287761592,0
1970-01-01 00:00:00.000000161,,947.420561047928,947.420561047928,947.420561047928,947.420561047928,947.420561047928,0
1970-01-01 00:00:00.000000162,,954.3077104234818,954.3077104234818,954.3077104234818,954.3077104234818,954.3077104234818,0
1970-01-01 00:00:00.000000163,,957.603610762986,957.603610762986,957.603610762986,957.603610762986,957.603610762986,0
1970-01-01 00:00:00.000000164,,954.7996350612804,954.7996350612804,954.7996350612804,954.7996350612804,954.7996350612804,0
1970-01-01 00:00:00.000000165,,944.518110332464,944.518110332464,944.518110332464,944.518110332464,944.518110332464,0
1970-01-01 00:00:00.000000166,,941.4681300358887,941.4681300358887,941.4681300358887,941.4681300358887,941.4681300358887,0
1970-01-01 00:00:00.000000167,,953.0778374045047,953.0778374045047,953.0778374045047,953.0778374045047,953.0778374045047,0
1970-01-01 00:00:00.000000168,,948.551951794262,948.551951794262,948.551951794262,948.551951794262,948.551951794262,0
1970-01-01 00:00:00.000000169,,947.027018710753,947.027018710753,947.027018710753,947.027018710753,947.027018710753,0
1970-01-01 00:00:00.000000170,,941.96007377633,941.96007377633,941.96007377633,941.96007377633,941.96007377633,0
1970-01-01 00:00:00.000000171,,951.8972093560284,951.8972093560284,951.8972093560284,951.8972093560284,951.8972093560284,0
1970-01-01 00:00:00.000000172,,959.2270468470958,959.2270468470958,959.2270468470958,959.2270468470958,959.2270468470958,0
1970-01-01 00:00:00.000000173,,974.1326718812546,974.1326718812546,974.1326718812546,974.1326718812546,974.1326718812546,0
1970-01-01 00:00:00.000000174,,973.8375244140624,973.8375244140624,973.8375244140624,973.8375244140624,973.8375244140624,0
1970-01-01 00:00:00.000000175,,976.2972153487822,976.2972153487822,976.2972153487822,976.2972153487822,976.2972153487822,0
1970-01-01 00:00:00.000000176,,974.3786547753372,974.3786547753372,974.3786547753372,974.3786547753372,974.3786547753372,0
1970-01-01 00:00:00.000000177,,974.132716797775,974.132716797775,974.132716797775,974.132716797775,974.132716797775,0
1970-01-01 00:00:00.000000178,,965.7205606456862,965.7205606456862,965.7205606456862,965.7205606456862,965.7205606456862,0
1970-01-01 00:00:00.000000179,,964.1464092816628,964.1464092816628,964.1464092816628,964.1464092816628,964.1464092816628,0
1970-01-01 00:00:00.000000180,,941.0745118327472,941.0745118327472,941.0745118327472,941.0745118327472,941.0745118327472,0
1970-01-01 00:00:00.000000181,,934.974521142832,934.974521142832,934.974521142832,934.974521142832,934.974521142832,0
1970-01-01 00:00:00.000000182,,943.4850278666348,943.4850278666348,943.4850278666348,943.4850278666348,943.4850278666348,0
1970-01-01 00:00:00.000000183,,931.0390306872604,931.0390306872604,931.0390306872604,931.0390306872604,931.0390306872604,0
1970-01-01 00:00:00.000000184,,930.25193740976,930.25193740976,930.25193740976,930.25193740976,930.25193740976,0
1970-01-01 00:00:00.000000185,,931.4326152919224,931.4326152919224,931.4326152919224,931.4326152919224,931.4326152919224,0
1970-01-01 00:00:00.000000186,,936.2535565130628,936.2535565130628,936.2535565130628,936.2535565130628,936.2535565130628,0
1970-01-01 00:00:00.000000187,,919.9212698646452,919.9212698646452,919.9212698646452,919.9212698646452,919.9212698646452,0
1970-01-01 00:00:00.000000188,,920.1180941808708,920.1180941808708,920.1180941808708,920.1180941808708,920.1180941808708,0
1970-01-01 00:00:00.000000189,,930.743934599139,930.743934599139,930.743934599139,930.743934599139,930.743934599139,0
1970-01-01 00:00:00.000000190,,925.0866714522842,925.0866714522842,925.0866714522842,925.0866714522842,925.0866714522842,0
1970-01-01 00:00:00.000000191,,925.2342295793238,925.2342295793238,925.2342295793238,925.2342295793238,925.2342295793238,0
1970-01-01 00:00:00.000000192,,939.5003896293224,939.5003896293224,939.5003896293224,939.5003896293224,939.5003896293224,0
1970-01-01 00:00:00.000000193,,937.4833935799946,937.4833935799946,937.4833935799946,937.4833935799946,937.4833935799946,0
1970-01-01 00:00:00.000000194,,934.630230440708,934.630230440708,934.630230440708,934.630230440708,934.630230440708,0
1970-01-01 00:00:00.000000195,,933.2036287753874,933.2036287753874,933.2036287753874,933.2036287753874,933.2036287753874,0
1970-01-01 00:00:00.000000196,,939.9923501245348,939.9923501245348,939.9923501245348,939.9923501245348,939.9923501245348,0
1970-01-01 00:00:00.000000197,,933.892271271344,933.892271271344,933.892271271344,933.892271271344,933.892271271344,0
1970-01-01 00:00:00.000000198,,920.9051479428266,920.9051479428266,920.9051479428266,920.9051479428266,920.9051479428266,0
1970-01-01 00:00:00.000000199,,916.9696757843908,916.9696757843908,916.9696757843908,916.9696757843908,916.9696757843908,0
1970-01-01 00:00:00.000000200,,926.8084170823352,926.8084170823352,926.8084170823352,926.8084170823352,926.8084170823352,0
1970-01-01 00:00:00.000000201,,911.1155983660612,911.1155983660612,911.1155983660612,911.1155983660612,911.1155983660612,0
1970-01-01 00:00:00.000000202,,899.5551235944749,899.5551235944749,899.5551235944749,899.5551235944749,899.5551235944749,0
1970-01-01 00:00:00.000000203,,901.227738868632,901.227738868632,901.227738868632,901.227738868632,901.227738868632,0
1970-01-01 00:00:00.000000204,,894.4389499383923,894.4389499383923,894.4389499383923,894.4389499383923,894.4389499383923,0
1970-01-01 00:00:00.000000205,,914.3132372166476,914.3132372166476,914.3132372166476,914.3132372166476,914.3132372166476,0
1970-01-01 00:00:00.000000206,,899.0631748056227,899.0631748056227,899.0631748056227,899.0631748056227,899.0631748056227,0
1970-01-01 00:00:00.000000207,,905.2123769553756,905.2123769553756,905.2123769553756,905.2123769553756,905.2123769553756,0
1970-01-01 00:00:00.000000208,,913.5753279987292,913.5753279987292,913.5753279987292,913.5753279987292,913.5753279987292,0
1970-01-01 00:00:00.000000209,,925.8245725876784,925.8245725876784,925.8245725876784,925.8245725876784,925.8245725876784,0
1970-01-01 00:00:00.000000210,,928.3825689148798,928.3825689148798,928.3825689148798,928.3825689148798,928.3825689148798,0
1970-01-01 00:00:00.000000211,,933.1543790682604,933.1543790682604,933.1543790682604,933.1543790682604,933.1543790682604,0
1970-01-01 00:00:00.000000212,,918.9373868552664,918.9373868552664,918.9373868552664,918.9373868552664,918.9373868552664,0
1970-01-01 00:00:00.000000213,,919.8229744492044,919.8229744492044,919.8229744492044,919.8229744492044,919.8229744492044,0
1970-01-01 00:00:00.000000214,,925.72618120136,925.72618120136,925.72618120136,925.72618120136,925.72618120136,0
1970-01-01 00:00:00.000000215,,929.169741735814,929.169741735814,929.169741735814,929.169741735814,929.169741735814,0
1970-01-01 00:00:00.000000216,,923.8567704420824,923.8567704420824,923.8567704420824,923.8567704420824,923.8567704420824,0
1970-01-01 00:00:00.000000217,,911.6075526979567,911.6075526979567,911.6075526979567,911.6075526979567,911.6075526979567,0
1970-01-01 00:00:00.000000218,,907.1309619231906,907.1309619231906,907.1309619231906,907.1309619231906,907.1309619231906,0
1970-01-01 00:00:00.000000219,,909.4922588007952,909.4922588007952,909.4922588007952,909.4922588007952,909.4922588007952,0
1970-01-01 00:00:00.000000220,,908.3607719626024,908.3607719626024,908.3607719626024,908.3607719626024,908.3607719626024,0
1970-01-01 00:00:00.000000221,,908.1148071289062,908.1148071289062,908.1148071289062,908.1148071289062,908.1148071289062,0
1970-01-01 00:00:00.000000222,,906.639000110985,906.639000110985,906.639000110985,906.639000110985,906.639000110985,0
1970-01-01 00:00:00.000000223,,913.9197163754528,913.9197163754528,913.9197163754528,913.9197163754528,913.9197163754528,0
1970-01-01 00:00:00.000000224,,915.8874351292822,915.8874351292822,915.8874351292822,915.8874351292822,915.8874351292822,0
1970-01-01 00:00:00.000000225,,923.8076235957444,923.8076235957444,923.8076235957444,923.8076235957444,923.8076235957444,0
1970-01-01 00:00:00.000000226,,920.8559820278334,920.8559820278334,920.8559820278334,920.8559820278334,920.8559820278334,0
1970-01-01 00:00:00.000000227,,948.1584573156928,948.1584573156928,948.1584573156928,948.1584573156928,948.1584573156928,0
1970-01-01 00:00:00.000000228,,986.3327183845934,986.3327183845934,986.3327183845934,986.3327183845934,986.3327183845934,0
1970-01-01 00:00:00.000000229,,997.6472527517988,997.6472527517988,997.6472527517988,997.6472527517988,997.6472527517988,0
1970-01-01 00:00:00.000000230,,980.2818725979604,980.2818725979604,980.2818725979604,980.2818725979604,980.2818725979604,0
1970-01-01 00:00:00.000000231,,978.4617345457,978.4617345457,978.4617345457,978.4617345457,978.4617345457,0
1970-01-01 00:00:00.000000232,,990.8585350218602,990.8585350218602,990.8585350218602,990.8585350218602,990.8585350218602,0
1970-01-01 00:00:00.000000233,,1000.6972715159468,1000.6972715159468,1000.6972715159468,1000.6972715159468,1000.6972715159468,0
