Date,Ticker,INFY.NS,INFY.NS.1,INFY.NS.2,INFY.NS.3,INFY.NS.4,SentimentScore
1970-01-01 00:00:00.000000042,,1397.6184079958705,1397.6184079958705,1397.6184079958705,1397.6184079958705,1397.6184079958705,0
1970-01-01 00:00:00.000000043,,1390.688544462358,1390.688544462358,1390.688544462358,1390.688544462358,1390.688544462358,0
1970-01-01 00:00:00.000000044,,1392.3272724733397,1392.3272724733397,1392.3272724733397,1392.3272724733397,1392.3272724733397,0
1970-01-01 00:00:00.000000045,,1399.6320097355872,1399.6320097355872,1399.6320097355872,1399.6320097355872,1399.6320097355872,0
1970-01-01 00:00:00.000000046,,1395.8860508113924,1395.8860508113924,1395.8860508113924,1395.8860508113924,1395.8860508113924,0
1970-01-01 00:00:00.000000047,,1400.0534774989967,1400.0534774989967,1400.0534774989967,1400.0534774989967,1400.0534774989967,0
1970-01-01 00:00:00.000000048,,1367.2763825081472,1367.2763825081472,1367.2763825081472,1367.2763825081472,1367.2763825081472,0
1970-01-01 00:00:00.000000049,,1371.209495287346,1371.209495287346,1371.209495287346,1371.209495287346,1371.209495287346,0
1970-01-01 00:00:00.000000050,,1349.4829529668243,1349.4829529668243,1349.4829529668243,1349.4829529668243,1349.4829529668243,0
1970-01-01 00:00:00.000000051,,1346.673471098705,1346.673471098705,1346.673471098705,1346.673471098705,1346.673471098705,0
1970-01-01 00:00:00.000000052,,1327.756504312592,1327.756504312592,1327.756504312592,1327.756504312592,1327.756504312592,0
1970-01-01 00:00:00.000000053,,1339.1814535260685,1339.1814535260685,1339.1814535260685,1339.1814535260685,1339.1814535260685,0
1970-01-01 00:00:00.000000054,,1329.5356098656707,1329.5356098656707,1329.5356098656707,1329.5356098656707,1329.5356098656707,0
1970-01-01 00:00:00.000000055,,1310.1503591713015,1310.1503591713015,1310.1503591713015,1310.1503591713015,1310.1503591713015,0
1970-01-01 00:00:00.000000056,,1313.896153377075,1313.896153377075,1313.896153377075,1313.896153377075,1313.896153377075,0
1970-01-01 00:00:00.000000057,,1296.0559709301872,1296.0559709301872,1296.0559709301872,1296.0559709301872,1296.0559709301872,0
1970-01-01 00:00:00.000000058,,1299.8490036281137,1299.8490036281137,1299.8490036281137,1299.8490036281137,1299.8490036281137,0
1970-01-01 00:00:00.000000059,,1298.2100465905298,1298.2100465905298,1298.2100465905298,1298.2100465905298,1298.2100465905298,0
1970-01-01 00:00:00.000000060,,1303.688488145341,1303.688488145341,1303.688488145341,1303.688488145341,1303.688488145341,0
1970-01-01 00:00:00.000000061,,1291.420562584822,1291.420562584822,1291.420562584822,1291.420562584822,1291.420562584822,0
1970-01-01 00:00:00.000000062,,1314.83281440234,1314.83281440234,1314.83281440234,1314.83281440234,1314.83281440234,0
1970-01-01 00:00:00.000000063,,1343.863950499421,1343.863950499421,1343.863950499421,1343.863950499421,1343.863950499421,0
1970-01-01 00:00:00.000000064,,1311.0867160098653,1311.0867160098653,1311.0867160098653,1311.0867160098653,1311.0867160098653,0
1970-01-01 00:00:00.000000065,,1326.0707516737557,1326.0707516737557,1326.0707516737557,1326.0707516737557,1326.0707516737557,0
1970-01-01 00:00:00.000000066,,1333.5157464016077,1333.5157464016077,1333.5157464016077,1333.5157464016077,1333.5157464016077,0
1970-01-01 00:00:00.000000067,,1338.151351122032,1338.151351122032,1338.151351122032,1338.151351122032,1338.151351122032,0
1970-01-01 00:00:00.000000068,,1323.3079968731429,1323.3079968731429,1323.3079968731429,1323.3079968731429,1323.3079968731429,0
1970-01-01 00:00:00.000000069,,1320.2175832221326,1320.2175832221326,1320.2175832221326,1320.2175832221326,1320.2175832221326,0
1970-01-01 00:00:00.000000070,,1170.8940626812932,1170.8940626812932,1170.8940626812932,1170.8940626812932,1170.8940626812932,0
1970-01-01 00:00:00.000000071,,1189.2961620139442,1189.2961620139442,1189.2961620139442,1189.2961620139442,1189.2961620139442,0
1970-01-01 00:00:00.000000072,,1174.6868919454078,1174.6868919454078,1174.6868919454078,1174.6868919454078,1174.6868919454078,0
1970-01-01 00:00:00.000000073,,1152.5389495905642,1152.5389495905642,1152.5389495905642,1152.5389495905642,1152.5389495905642,0
1970-01-01 00:00:00.000000074,,1150.1041013596518,1150.1041013596518,1150.1041013596518,1150.1041013596518,1150.1041013596518,0
1970-01-01 00:00:00.000000075,,1150.0104453082618,1150.0104453082618,1150.0104453082618,1150.0104453082618,1150.0104453082618,0
1970-01-01 00:00:00.000000076,,1148.0905462934963,1148.0905462934963,1148.0905462934963,1148.0905462934963,1148.0905462934963,0
1970-01-01 00:00:00.000000077,,1150.0103642668273,1150.0103642668273,1150.0103642668273,1150.0103642668273,1150.0103642668273,0
1970-01-01 00:00:00.000000078,,1151.883467786171,1151.883467786171,1151.883467786171,1151.883467786171,1151.883467786171,0
1970-01-01 00:00:00.000000079,,1175.9512001745147,1175.9512001745147,1175.9512001745147,1175.9512001745147,1175.9512001745147,0
1970-01-01 00:00:00.000000080,,1174.8741618938295,1174.8741618938295,1174.8741618938295,1174.8741618938295,1174.8741618938295,0
1970-01-01 00:00:00.000000081,,1185.597028992456,1185.597028992456,1185.597028992456,1185.597028992456,1185.597028992456,0
1970-01-01 00:00:00.000000082,,1188.3596544940103,1188.3596544940103,1188.3596544940103,1188.3596544940103,1188.3596544940103,0
1970-01-01 00:00:00.000000083,,1197.7714391140978,1197.7714391140978,1197.7714391140978,1197.7714391140978,1197.7714391140978,0
1970-01-01 00:00:00.000000084,,1182.2724440260474,1182.2724440260474,1182.2724440260474,1182.2724440260474,1182.2724440260474,0
1970-01-01 00:00:00.000000085,,1185.597075154084,1185.597075154084,1185.597075154084,1185.597075154084,1185.597075154084,0
1970-01-01 00:00:00.000000086,,1195.3366025408352,1195.3366025408352,1195.3366025408352,1195.3366025408352,1195.3366025408352,0
1970-01-01 00:00:00.000000087,,1189.5771703584005,1189.5771703584005,1189.5771703584005,1189.5771703584005,1189.5771703584005,0
1970-01-01 00:00:00.000000088,,1173.75058606657,1173.75058606657,1173.75058606657,1173.75058606657,1173.75058606657,0
1970-01-01 00:00:00.000000089,,1170.519683154277,1170.519683154277,1170.519683154277,1170.519683154277,1170.519683154277,0
1970-01-01 00:00:00.000000090,,1184.660746792601,1184.660746792601,1184.660746792601,1184.660746792601,1184.660746792601,0
1970-01-01 00:00:00.000000091,,1180.5400811541865,1180.5400811541865,1180.5400811541865,1180.5400811541865,1180.5400811541865,0
1970-01-01 00:00:00.000000092,,1178.666945184215,1178.666945184215,1178.666945184215,1178.666945184215,1178.666945184215,0
1970-01-01 00:00:00.000000093,,1176.278985664425,1176.278985664425,1176.278985664425,1176.278985664425,1176.278985664425,0
1970-01-01 00:00:00.000000094,,1192.1056388798058,1192.1056388798058,1192.1056388798058,1192.1056388798058,1192.1056388798058,0
1970-01-01 00:00:00.000000095,,1216.6885106968118,1216.6885106968118,1216.6885106968118,1216.6885106968118,1216.6885106968118,0
1970-01-01 00:00:00.000000096,,1213.9727320099048,1213.9727320099048,1213.9727320099048,1213.9727320099048,1213.9727320099048,0
1970-01-01 00:00:00.000000097,,1212.287065188552,1212.287065188552,1212.287065188552,1212.287065188552,1212.287065188552,0
1970-01-01 00:00:00.000000098,,1223.0567689748948,1223.0567689748948,1223.0567689748948,1223.0567689748948,1223.0567689748948,0
1970-01-01 00:00:00.000000099,,1248.0609264704428,1248.0609264704428,1248.0609264704428,1248.0609264704428,1248.0609264704428,0
1970-01-01 00:00:00.000000100,,1231.4851522534068,1231.4851522534068,1231.4851522534068,1231.4851522534068,1231.4851522534068,0
1970-01-01 00:00:00.000000101,,1236.027053313222,1236.027053313222,1236.027053313222,1236.027053313222,1236.027053313222,0
1970-01-01 00:00:00.000000102,,1238.5555605113211,1238.5555605113211,1238.5555605113211,1238.5555605113211,1238.5555605113211,0
1970-01-01 00:00:00.000000103,,1242.3429517033835,1242.3429517033835,1242.3429517033835,1242.3429517033835,1242.3429517033835,0
1970-01-01 00:00:00.000000104,,1237.59760459587,1237.59760459587,1237.59760459587,1237.59760459587,1237.59760459587,0
1970-01-01 00:00:00.000000105,,1222.981729923001,1222.981729923001,1222.981729923001,1222.981729923001,1222.981729923001,0
1970-01-01 00:00:00.000000106,,1224.784959775844,1224.784959775844,1224.784959775844,1224.784959775844,1224.784959775844,0
1970-01-01 00:00:00.000000107,,1220.7039450186055,1220.7039450186055,1220.7039450186055,1220.7039450186055,1220.7039450186055,0
1970-01-01 00:00:00.000000108,,1217.1922691627592,1217.1922691627592,1217.1922691627592,1217.1922691627592,1217.1922691627592,0
1970-01-01 00:00:00.000000109,,1208.6505717685027,1208.6505717685027,1208.6505717685027,1208.6505717685027,1208.6505717685027,0
1970-01-01 00:00:00.000000110,,1233.7064075273615,1233.7064075273615,1233.7064075273615,1233.7064075273615,1233.7064075273615,0
1970-01-01 00:00:00.000000111,,1239.8277526637962,1239.8277526637962,1239.8277526637962,1239.8277526637962,1239.8277526637962,0
1970-01-01 00:00:00.000000112,,1228.0592515206731,1228.0592515206731,1228.0592515206731,1228.0592515206731,1228.0592515206731,0
1970-01-01 00:00:00.000000113,,1221.4632295382082,1221.4632295382082,1221.4632295382082,1221.4632295382082,1221.4632295382082,0
1970-01-01 00:00:00.000000114,,1228.1068115234375,1228.1068115234375,1228.1068115234375,1228.1068115234375,1228.1068115234375,0
1970-01-01 00:00:00.000000115,,1228.1067213313888,1228.1067213313888,1228.1067213313888,1228.1067213313888,1228.1067213313888,0
1970-01-01 00:00:00.000000116,,1233.7536276051042,1233.7536276051042,1233.7536276051042,1233.7536276051042,1233.7536276051042,0
1970-01-01 00:00:00.000000117,,1223.741009475692,1223.741009475692,1223.741009475692,1223.741009475692,1223.741009475692,0
1970-01-01 00:00:00.000000118,,1211.4503912779653,1211.4503912779653,1211.4503912779653,1211.4503912779653,1211.4503912779653,0
1970-01-01 00:00:00.000000119,,1205.5661261290436,1205.5661261290436,1205.5661261290436,1205.5661261290436,1205.5661261290436,0
1970-01-01 00:00:00.000000120,,1214.819510293023,1214.819510293023,1214.819510293023,1214.819510293023,1214.819510293023,0
1970-01-01 00:00:00.000000121,,1224.3104803974434,1224.3104803974434,1224.3104803974434,1224.3104803974434,1224.3104803974434,0
1970-01-01 00:00:00.000000122,,1241.5836573675615,1241.5836573675615,1241.5836573675615,1241.5836573675615,1241.5836573675615,0
1970-01-01 00:00:00.000000123,,1262.2734926096066,1262.2734926096066,1262.2734926096066,1262.2734926096066,1262.2734926096066,0
1970-01-01 00:00:00.000000124,,1275.8454066036068,1275.8454066036068,1275.8454066036068,1275.8454066036068,1275.8454066036068,0
1970-01-01 00:00:00.000000125,,1288.7053287056738,1288.7053287056738,1288.7053287056738,1288.7053287056738,1288.7053287056738,0
1970-01-01 00:00:00.000000126,,1274.184466363292,1274.184466363292,1274.184466363292,1274.184466363292,1274.184466363292,0
1970-01-01 00:00:00.000000127,,1266.069921275566,1266.069921275566,1266.069921275566,1266.069921275566,1266.069921275566,0
1970-01-01 00:00:00.000000128,,1268.489995854001,1268.489995854001,1268.489995854001,1268.489995854001,1268.489995854001,0
1970-01-01 00:00:00.000000129,,1265.5478387081876,1265.5478387081876,1265.5478387081876,1265.5478387081876,1265.5478387081876,0
1970-01-01 00:00:00.000000130,,1282.204025143206,1282.204025143206,1282.204025143206,1282.204025143206,1282.204025143206,0
1970-01-01 00:00:00.000000131,,1266.9240762093295,1266.9240762093295,1266.9240762093295,1266.9240762093295,1266.9240762093295,0
1970-01-01 00:00:00.000000132,,1310.344366986501,1310.344366986501,1310.344366986501,1310.344366986501,1310.344366986501,0
1970-01-01 00:00:00.000000133,,1353.3373455004703,1353.3373455004703,1353.3373455004703,1353.3373455004703,1353.3373455004703,0
1970-01-01 00:00:00.000000134,,1360.9777476537129,1360.9777476537129,1360.9777476537129,1360.9777476537129,1360.9777476537129,0
1970-01-01 00:00:00.000000135,,1410.3296414156002,1410.3296414156002,1410.3296414156002,1410.3296414156002,1410.3296414156002,0
1970-01-01 00:00:00.000000136,,1396.0935284291188,1396.0935284291188,1396.0935284291188,1396.0935284291188,1396.0935284291188,0
1970-01-01 00:00:00.000000137,,1252.9724819521573,1252.9724819521573,1252.9724819521573,1252.9724819521573,1252.9724819521573,0
1970-01-01 00:00:00.000000138,,1272.713318970938,1272.713318970938,1272.713318970938,1272.713318970938,1272.713318970938,0
1970-01-01 00:00:00.000000139,,1268.9170922496144,1268.9170922496144,1268.9170922496144,1268.9170922496144,1268.9170922496144,0
1970-01-01 00:00:00.000000140,,1274.6113706889523,1274.6113706889523,1274.6113706889523,1274.6113706889523,1274.6113706889523,0
1970-01-01 00:00:00.000000141,,1289.4171790586518,1289.4171790586518,1289.4171790586518,1289.4171790586518,1289.4171790586518,0
1970-01-01 00:00:00.000000142,,1284.9090580635998,1284.9090580635998,1284.9090580635998,1284.9090580635998,1284.9090580635998,0
1970-01-01 00:00:00.000000143,,1280.0687502059716,1280.0687502059716,1280.0687502059716,1280.0687502059716,1280.0687502059716,0
1970-01-01 00:00:00.000000144,,1292.644149289172,1292.644149289172,1292.644149289172,1292.644149289172,1292.644149289172,0
1970-01-01 00:00:00.000000145,,1299.572314037208,1299.572314037208,1299.572314037208,1299.572314037208,1299.572314037208,0
1970-01-01 00:00:00.000000146,,1281.2550452536098,1281.2550452536098,1281.2550452536098,1281.2550452536098,1281.2550452536098,0
1970-01-01 00:00:00.000000147,,1299.192637985444,1299.192637985444,1299.192637985444,1299.192637985444,1299.192637985444,0
1970-01-01 00:00:00.000000148,,1317.2252775029856,1317.2252775029856,1317.2252775029856,1317.2252775029856,1317.2252775029856,0
1970-01-01 00:00:00.000000149,,1321.9230384162722,1321.9230384162722,1321.9230384162722,1321.9230384162722,1321.9230384162722,0
1970-01-01 00:00:00.000000150,,1313.523732318999,1313.523732318999,1313.523732318999,1313.523732318999,1313.523732318999,0
1970-01-01 00:00:00.000000151,,1320.7365859986046,1320.7365859986046,1320.7365859986046,1320.7365859986046,1320.7365859986046,0
1970-01-01 00:00:00.000000152,,1321.1163735813448,1321.1163735813448,1321.1163735813448,1321.1163735813448,1321.1163735813448,0
1970-01-01 00:00:00.000000153,,1301.9924649304628,1301.9924649304628,1301.9924649304628,1301.9924649304628,1301.9924649304628,0
1970-01-01 00:00:00.000000154,,1338.9591144663077,1338.9591144663077,1338.9591144663077,1338.9591144663077,1338.9591144663077,0
1970-01-01 00:00:00.000000155,,1347.6905600057007,1347.6905600057007,1347.6905600057007,1347.6905600057007,1347.6905600057007,0
1970-01-01 00:00:00.000000156,,1332.2205127839168,1332.2205127839168,1332.2205127839168,1332.2205127839168,1332.2205127839168,0
1970-01-01 00:00:00.000000157,,1318.9810141103517,1318.9810141103517,1318.9810141103517,1318.9810141103517,1318.9810141103517,0
1970-01-01 00:00:00.000000158,,1333.1696440453838,1333.1696440453838,1333.1696440453838,1333.1696440453838,1333.1696440453838,0
1970-01-01 00:00:00.000000159,,1343.894273641083,1343.894273641083,1343.894273641083,1343.894273641083,1343.894273641083,0
1970-01-01 00:00:00.000000160,,1349.1141374590973,1349.1141374590973,1349.1141374590973,1349.1141374590973,1349.1141374590973,0
1970-01-01 00:00:00.000000161,,1341.046970982577,1341.046970982577,1341.046970982577,1341.046970982577,1341.046970982577,0
1970-01-01 00:00:00.000000162,,1347.7854840441626,1347.7854840441626,1347.7854840441626,1347.7854840441626,1347.7854840441626,0
1970-01-01 00:00:00.000000163,,1351.4868261107931,1351.4868261107931,1351.4868261107931,1351.4868261107931,1351.4868261107931,0
1970-01-01 00:00:00.000000164,,1354.3340841928325,1354.3340841928325,1354.3340841928325,1354.3340841928325,1354.3340841928325,0
1970-01-01 00:00:00.000000165,,1362.0689838770345,1362.0689838770345,1362.0689838770345,1362.0689838770345,1362.0689838770345,0
1970-01-01 00:00:00.000000166,,1358.0828012171462,1358.0828012171462,1358.0828012171462,1358.0828012171462,1358.0828012171462,0
1970-01-01 00:00:00.000000167,,1369.5192997491522,1369.5192997491522,1369.5192997491522,1369.5192997491522,1369.5192997491522,0
1970-01-01 00:00:00.000000168,,1390.3991028092184,1390.3991028092184,1390.3991028092184,1390.3991028092184,1390.3991028092184,0
1970-01-01 00:00:00.000000169,,1406.4384315927011,1406.4384315927011,1406.4384315927011,1406.4384315927011,1406.4384315927011,0
1970-01-01 00:00:00.000000170,,1395.7138073410729,1395.7138073410729,1395.7138073410729,1395.7138073410729,1395.7138073410729,0
1970-01-01 00:00:00.000000171,,1388.9755404182238,1388.9755404182238,1388.9755404182238,1388.9755404182238,1388.9755404182238,0
1970-01-01 00:00:00.000000172,,1394.764952400206,1394.764952400206,1394.764952400206,1394.764952400206,1394.764952400206,0
1970-01-01 00:00:00.000000173,,1407.007820843618,1407.007820843618,1407.007820843618,1407.007820843618,1407.007820843618,0
1970-01-01 00:00:00.000000174,,1428.3621721582897,1428.3621721582897,1428.3621721582897,1428.3621721582897,1428.3621721582897,0
1970-01-01 00:00:00.000000175,,1428.3622350674373,1428.3622350674373,1428.3622350674373,1428.3622350674373,1428.3622350674373,0
1970-01-01 00:00:00.000000176,,1440.7002202288666,1440.7002202288666,1440.7002202288666,1440.7002202288666,1440.7002202288666,0
1970-01-01 00:00:00.000000177,,1428.267370107953,1428.267370107953,1428.267370107953,1428.267370107953,1428.267370107953,0
1970-01-01 00:00:00.000000178,,1401.028690971678,1401.028690971678,1401.028690971678,1401.028690971678,1401.028690971678,0
1970-01-01 00:00:00.000000179,,1410.8516516546968,1410.8516516546968,1410.8516516546968,1410.8516516546968,1410.8516516546968,0
1970-01-01 00:00:00.000000180,,1415.9291879191353,1415.9291879191353,1415.9291879191353,1415.9291879191353,1415.9291879191353,0
1970-01-01 00:00:00.000000181,,1413.9836057236516,1413.9836057236516,1413.9836057236516,1413.9836057236516,1413.9836057236516,0
1970-01-01 00:00:00.000000182,,1403.8284470627452,1403.8284470627452,1403.8284470627452,1403.8284470627452,1403.8284470627452,0
1970-01-01 00:00:00.000000183,,1381.857384596541,1381.857384596541,1381.857384596541,1381.857384596541,1381.857384596541,0
1970-01-01 00:00:00.000000184,,1393.151233477107,1393.151233477107,1393.151233477107,1393.151233477107,1393.151233477107,0
1970-01-01 00:00:00.000000185,,1359.174250338779,1359.174250338779,1359.174250338779,1359.174250338779,1359.174250338779,0
1970-01-01 00:00:00.000000186,,1362.9233171016476,1362.9233171016476,1362.9233171016476,1362.9233171016476,1362.9233171016476,0
1970-01-01 00:00:00.000000187,,1352.4359043163458,1352.4359043163458,1352.4359043163458,1352.4359043163458,1352.4359043163458,0
1970-01-01 00:00:00.000000188,,1378.0610831205893,1378.0610831205893,1378.0610831205893,1378.0610831205893,1378.0610831205893,0
1970-01-01 00:00:00.000000189,,1394.6698973295106,1394.6698973295106,1394.6698973295106,1394.6698973295106,1394.6698973295106,0
1970-01-01 00:00:00.000000190,,1390.3040713351108,1390.3040713351108,1390.3040713351108,1390.3040713351108,1390.3040713351108,0
1970-01-01 00:00:00.000000191,,1408.3365468053269,1408.3365468053269,1408.3365468053269,1408.3365468053269,1408.3365468053269,0
1970-01-01 00:00:00.000000192,,1420.769458978731,1420.769458978731,1420.769458978731,1420.769458978731,1420.769458978731,0
1970-01-01 00:00:00.000000193,,1415.929336863313,1415.929336863313,1415.929336863313,1415.929336863313,1415.929336863313,0
1970-01-01 00:00:00.000000194,,1333.4542976485548,1333.4542976485548,1333.4542976485548,1333.4542976485548,1333.4542976485548,0
1970-01-01 00:00:00.000000195,,1359.1743392210635,1359.1743392210635,1359.1743392210635,1359.1743392210635,1359.1743392210635,0
1970-01-01 00:00:00.000000196,,1366.909389500319,1366.909389500319,1366.909389500319,1366.909389500319,1366.909389500319,0
1970-01-01 00:00:00.000000197,,1368.5702082859857,1368.5702082859857,1368.5702082859857,1368.5702082859857,1368.5702082859857,0
1970-01-01 00:00:00.000000198,,1353.479923571707,1353.479923571707,1353.479923571707,1353.479923571707,1353.479923571707,0
1970-01-01 00:00:00.000000199,,1357.1813753161127,1357.1813753161127,1357.1813753161127,1357.1813753161127,1357.1813753161127,0
1970-01-01 00:00:00.000000200,,1353.0054028291024,1353.0054028291024,1353.0054028291024,1353.0054028291024,1353.0054028291024,0
1970-01-01 00:00:00.000000201,,1344.9457697053938,1344.9457697053938,1344.9457697053938,1344.9457697053938,1344.9457697053938,0
1970-01-01 00:00:00.000000202,,1302.6940498987915,1302.6940498987915,1302.6940498987915,1302.6940498987915,1302.6940498987915,0
1970-01-01 00:00:00.000000203,,1310.9617753926811,1310.9617753926811,1310.9617753926811,1310.9617753926811,1310.9617753926811,0
1970-01-01 00:00:00.000000204,,1327.0165416619768,1327.0165416619768,1327.0165416619768,1327.0165416619768,1327.0165416619768,0
1970-01-01 00:00:00.000000205,,1326.6317393233992,1326.6317393233992,1326.6317393233992,1326.6317393233992,1326.6317393233992,0
1970-01-01 00:00:00.000000206,,1319.9985056410244,1319.9985056410244,1319.9985056410244,1319.9985056410244,1319.9985056410244,0
1970-01-01 00:00:00.000000207,,1317.066221417181,1317.066221417181,1317.066221417181,1317.066221417181,1317.066221417181,0
1970-01-01 00:00:00.000000208,,1326.7281102555007,1326.7281102555007,1326.7281102555007,1326.7281102555007,1326.7281102555007,0
1970-01-01 00:00:00.000000209,,1340.0430044149878,1340.0430044149878,1340.0430044149878,1340.0430044149878,1340.0430044149878,0
1970-01-01 00:00:00.000000210,,1345.9072328244042,1345.9072328244042,1345.9072328244042,1345.9072328244042,1345.9072328244042,0
1970-01-01 00:00:00.000000211,,1350.713954242676,1350.713954242676,1350.713954242676,1350.713954242676,1350.713954242676,0
1970-01-01 00:00:00.000000212,,1341.9656288206843,1341.9656288206843,1341.9656288206843,1341.9656288206843,1341.9656288206843,0
1970-01-01 00:00:00.000000213,,1317.0181683643543,1317.0181683643543,1317.0181683643543,1317.0181683643543,1317.0181683643543,0
1970-01-01 00:00:00.000000214,,1326.5356375583356,1326.5356375583356,1326.5356375583356,1326.5356375583356,1326.5356375583356,0
1970-01-01 00:00:00.000000215,,1344.945798877282,1344.945798877282,1344.945798877282,1344.945798877282,1344.945798877282,0
1970-01-01 00:00:00.000000216,,1361.3851069731406,1361.3851069731406,1361.3851069731406,1361.3851069731406,1361.3851069731406,0
1970-01-01 00:00:00.000000217,,1385.371115526934,1385.371115526934,1385.371115526934,1385.371115526934,1385.371115526934,0
