Date,Ticker,HINDUNILVR.NS,HINDUNILVR.NS.1,HINDUNILVR.NS.2,HINDUNILVR.NS.3,HINDUNILVR.NS.4,SentimentScore
1970-01-01 00:00:00.000000043,,2362.065176824087,2362.065176824087,2362.065176824087,2362.065176824087,2362.065176824087,0
1970-01-01 00:00:00.000000044,,2361.82547946808,2361.82547946808,2361.82547946808,2361.82547946808,2361.82547946808,0
1970-01-01 00:00:00.000000045,,2377.101518791136,2377.101518791136,2377.101518791136,2377.101518791136,2377.101518791136,0
1970-01-01 00:00:00.000000046,,2381.938294542572,2381.938294542572,2381.938294542572,2381.938294542572,2381.938294542572,0
1970-01-01 00:00:00.000000047,,2379.87923492529,2379.87923492529,2379.87923492529,2379.87923492529,2379.87923492529,0
1970-01-01 00:00:00.000000048,,2346.50179140768,2346.50179140768,2346.50179140768,2346.50179140768,2346.50179140768,0
1970-01-01 00:00:00.000000049,,2361.825674591218,2361.825674591218,2361.825674591218,2361.825674591218,2361.825674591218,0
1970-01-01 00:00:00.000000050,,2357.994679674439,2357.994679674439,2357.994679674439,2357.994679674439,2357.994679674439,0
1970-01-01 00:00:00.000000051,,2348.321326928999,2348.321326928999,2348.321326928999,2348.321326928999,2348.321326928999,0
1970-01-01 00:00:00.000000052,,2322.509607031112,2322.509607031112,2322.509607031112,2322.509607031112,2322.509607031112,0
1970-01-01 00:00:00.000000053,,2367.2368064297657,2367.2368064297657,2367.2368064297657,2367.2368064297657,2367.2368064297657,0
1970-01-01 00:00:00.000000054,,2344.011346857075,2344.011346857075,2344.011346857075,2344.011346857075,2344.011346857075,0
1970-01-01 00:00:00.000000055,,2408.755642269459,2408.755642269459,2408.755642269459,2408.755642269459,2408.755642269459,0
1970-01-01 00:00:00.000000056,,2368.1469413578857,2368.1469413578857,2368.1469413578857,2368.1469413578857,2368.1469413578857,0
1970-01-01 00:00:00.000000057,,2370.445226776383,2370.445226776383,2370.445226776383,2370.445226776383,2370.445226776383,0
1970-01-01 00:00:00.000000058,,2367.7634520861684,2367.7634520861684,2367.7634520861684,2367.7634520861684,2367.7634520861684,0
1970-01-01 00:00:00.000000059,,2380.023060005252,2380.023060005252,2380.023060005252,2380.023060005252,2380.023060005252,0
1970-01-01 00:00:00.000000060,,2403.775174000652,2403.775174000652,2403.775174000652,2403.775174000652,2403.775174000652,0
1970-01-01 00:00:00.000000061,,2380.0230837973822,2380.0230837973822,2380.0230837973822,2380.0230837973822,2380.0230837973822,0
1970-01-01 00:00:00.000000062,,2450.7056172736043,2450.7056172736043,2450.7056172736043,2450.7056172736043,2450.7056172736043,0
1970-01-01 00:00:00.000000063,,2461.43218058454,2461.43218058454,2461.43218058454,2461.43218058454,2461.43218058454,0
1970-01-01 00:00:00.000000064,,2406.3612162045665,2406.3612162045665,2406.3612162045665,2406.3612162045665,2406.3612162045665,0
1970-01-01 00:00:00.000000065,,2466.2209305866872,2466.2209305866872,2466.2209305866872,2466.2209305866872,2466.2209305866872,0
1970-01-01 00:00:00.000000066,,2456.882961506933,2456.882961506933,2456.882961506933,2456.882961506933,2456.882961506933,0
1970-01-01 00:00:00.000000067,,2432.699463681189,2432.699463681189,2432.699463681189,2432.699463681189,2432.699463681189,0
1970-01-01 00:00:00.000000068,,2448.023795927993,2448.023795927993,2448.023795927993,2448.023795927993,2448.023795927993,0
1970-01-01 00:00:00.000000069,,2418.333241081893,2418.333241081893,2418.333241081893,2418.333241081893,2418.333241081893,0
1970-01-01 00:00:00.000000070,,2464.3055125828782,2464.3055125828782,2464.3055125828782,2464.3055125828782,2464.3055125828782,0
1970-01-01 00:00:00.000000071,,2451.8545012024724,2451.8545012024724,2451.8545012024724,2451.8545012024724,2451.8545012024724,0
1970-01-01 00:00:00.000000072,,2440.361641725093,2440.361641725093,2440.361641725093,2440.361641725093,2440.361641725093,0
1970-01-01 00:00:00.000000073,,2411.437645948158,2411.437645948158,2411.437645948158,2411.437645948158,2411.437645948158,0
1970-01-01 00:00:00.000000074,,2386.7271816547222,2386.7271816547222,2386.7271816547222,2386.7271816547222,2386.7271816547222,0
1970-01-01 00:00:00.000000075,,2396.3050971112734,2396.3050971112734,2396.3050971112734,2396.3050971112734,2396.3050971112734,0
1970-01-01 00:00:00.000000076,,2385.6259183638385,2385.6259183638385,2385.6259183638385,2385.6259183638385,2385.6259183638385,0
1970-01-01 00:00:00.000000077,,2384.81178817641,2384.81178817641,2384.81178817641,2384.81178817641,2384.81178817641,0
1970-01-01 00:00:00.000000078,,2407.749885226842,2407.749885226842,2407.749885226842,2407.749885226842,2407.749885226842,0
1970-01-01 00:00:00.000000079,,2333.1408551288887,2333.1408551288887,2333.1408551288887,2333.1408551288887,2333.1408551288887,0
1970-01-01 00:00:00.000000080,,2367.3808682079725,2367.3808682079725,2367.3808682079725,2367.3808682079725,2367.3808682079725,0
1970-01-01 00:00:00.000000081,,2353.1578625413504,2353.1578625413504,2353.1578625413504,2353.1578625413504,2353.1578625413504,0
1970-01-01 00:00:00.000000082,,2381.8906372597844,2381.8906372597844,2381.8906372597844,2381.8906372597844,2381.8906372597844,0
1970-01-01 00:00:00.000000083,,2394.389349210862,2394.389349210862,2394.389349210862,2394.389349210862,2394.389349210862,0
1970-01-01 00:00:00.000000084,,2399.896362947055,2399.896362947055,2399.896362947055,2399.896362947055,2399.896362947055,0
1970-01-01 00:00:00.000000085,,2418.3332788275507,2418.3332788275507,2418.3332788275507,2418.3332788275507,2418.3332788275507,0
1970-01-01 00:00:00.000000086,,2414.501989116595,2414.501989116595,2414.501989116595,2414.501989116595,2414.501989116595,0
1970-01-01 00:00:00.000000087,,2429.7784751826584,2429.7784751826584,2429.7784751826584,2429.7784751826584,2429.7784751826584,0
1970-01-01 00:00:00.000000088,,2484.41848965599,2484.41848965599,2484.41848965599,2484.41848965599,2484.41848965599,0
1970-01-01 00:00:00.000000089,,2526.5116455736534,2526.5116455736534,2526.5116455736534,2526.5116455736534,2526.5116455736534,0
1970-01-01 00:00:00.000000090,,2557.2077333067164,2557.2077333067164,2557.2077333067164,2557.2077333067164,2557.2077333067164,0
1970-01-01 00:00:00.000000091,,2559.123393033249,2559.123393033249,2559.123393033249,2559.123393033249,2559.123393033249,0
1970-01-01 00:00:00.000000092,,2552.89805494941,2552.89805494941,2552.89805494941,2552.89805494941,2552.89805494941,0
1970-01-01 00:00:00.000000093,,2517.604692654208,2517.604692654208,2517.604692654208,2517.604692654208,2517.604692654208,0
1970-01-01 00:00:00.000000094,,2523.686137392096,2523.686137392096,2523.686137392096,2523.686137392096,2523.686137392096,0
1970-01-01 00:00:00.000000095,,2520.812936341097,2520.812936341097,2520.812936341097,2520.812936341097,2520.812936341097,0
1970-01-01 00:00:00.000000096,,2509.320111830684,2509.320111830684,2509.320111830684,2509.320111830684,2509.320111830684,0
1970-01-01 00:00:00.000000097,,2499.74239110327,2499.74239110327,2499.74239110327,2499.74239110327,2499.74239110327,0
1970-01-01 00:00:00.000000098,,2493.7564454696626,2493.7564454696626,2493.7564454696626,2493.7564454696626,2493.7564454696626,0
1970-01-01 00:00:00.000000099,,2557.208075183852,2557.208075183852,2557.208075183852,2557.208075183852,2557.208075183852,0
1970-01-01 00:00:00.000000100,,2543.320481537517,2543.320481537517,2543.320481537517,2543.320481537517,2543.320481537517,0
1970-01-01 00:00:00.000000101,,2544.326258295689,2544.326258295689,2544.326258295689,2544.326258295689,2544.326258295689,0
1970-01-01 00:00:00.000000102,,2554.3346394466616,2554.3346394466616,2554.3346394466616,2554.3346394466616,2554.3346394466616,0
1970-01-01 00:00:00.000000103,,2595.517898149314,2595.517898149314,2595.517898149314,2595.517898149314,2595.517898149314,0
1970-01-01 00:00:00.000000104,,2601.695531235555,2601.695531235555,2601.695531235555,2601.695531235555,2601.695531235555,0
1970-01-01 00:00:00.000000105,,2585.9403426487465,2585.9403426487465,2585.9403426487465,2585.9403426487465,2585.9403426487465,0
1970-01-01 00:00:00.000000106,,2576.362901446265,2576.362901446265,2576.362901446265,2576.362901446265,2576.362901446265,0
1970-01-01 00:00:00.000000107,,2592.644726593282,2592.644726593282,2592.644726593282,2592.644726593282,2592.644726593282,0
1970-01-01 00:00:00.000000108,,2575.3573098116863,2575.3573098116863,2575.3573098116863,2575.3573098116863,2575.3573098116863,0
1970-01-01 00:00:00.000000109,,2533.2636207141936,2533.2636207141936,2533.2636207141936,2533.2636207141936,2533.2636207141936,0
1970-01-01 00:00:00.000000110,,2518.5144963410708,2518.5144963410708,2518.5144963410708,2518.5144963410708,2518.5144963410708,0
1970-01-01 00:00:00.000000111,,2558.165443709472,2558.165443709472,2558.165443709472,2558.165443709472,2558.165443709472,0
1970-01-01 00:00:00.000000112,,2599.301014997164,2599.301014997164,2599.301014997164,2599.301014997164,2599.301014997164,0
1970-01-01 00:00:00.000000113,,2576.0754853202907,2576.0754853202907,2576.0754853202907,2576.0754853202907,2576.0754853202907,0
1970-01-01 00:00:00.000000114,,2608.991794800498,2608.991794800498,2608.991794800498,2608.991794800498,2608.991794800498,0
1970-01-01 00:00:00.000000115,,2578.0932783009616,2578.0932783009616,2578.0932783009616,2578.0932783009616,2578.0932783009616,0
1970-01-01 00:00:00.000000116,,2593.494321938956,2593.494321938956,2593.494321938956,2593.494321938956,2593.494321938956,0
1970-01-01 00:00:00.000000117,,2576.789509730878,2576.789509730878,2576.789509730878,2576.789509730878,2576.789509730878,0
1970-01-01 00:00:00.000000118,,2560.036957740844,2560.036957740844,2560.036957740844,2560.036957740844,2560.036957740844,0
1970-01-01 00:00:00.000000119,,2551.201637164964,2551.201637164964,2551.201637164964,2551.201637164964,2551.201637164964,0
1970-01-01 00:00:00.000000120,,2560.809632754003,2560.809632754003,2560.809632754003,2560.809632754003,2560.809632754003,0
1970-01-01 00:00:00.000000121,,2561.629943077841,2561.629943077841,2561.629943077841,2561.629943077841,2561.629943077841,0
1970-01-01 00:00:00.000000122,,2574.1826419402705,2574.1826419402705,2574.1826419402705,2574.1826419402705,2574.1826419402705,0
1970-01-01 00:00:00.000000123,,2594.5082879280258,2594.5082879280258,2594.5082879280258,2594.5082879280258,2594.5082879280258,0
1970-01-01 00:00:00.000000124,,2608.074695137276,2608.074695137276,2608.074695137276,2608.074695137276,2608.074695137276,0
1970-01-01 00:00:00.000000125,,2607.012089290555,2607.012089290555,2607.012089290555,2607.012089290555,2607.012089290555,0
1970-01-01 00:00:00.000000126,,2664.898742426724,2664.898742426724,2664.898742426724,2664.898742426724,2664.898742426724,0
1970-01-01 00:00:00.000000127,,2658.3331128901764,2658.3331128901764,2658.3331128901764,2658.3331128901764,2658.3331128901764,0
1970-01-01 00:00:00.000000128,,2616.6198934290805,2616.6198934290805,2616.6198934290805,2616.6198934290805,2616.6198934290805,0
1970-01-01 00:00:00.000000129,,2565.637494383056,2565.637494383056,2565.637494383056,2565.637494383056,2565.637494383056,0
1970-01-01 00:00:00.000000130,,2611.840316089044,2611.840316089044,2611.840316089044,2611.840316089044,2611.840316089044,0
1970-01-01 00:00:00.000000131,,2592.5288051258945,2592.5288051258945,2592.5288051258945,2592.5288051258945,2592.5288051258945,0
1970-01-01 00:00:00.000000132,,2563.6095516454707,2563.6095516454707,2563.6095516454707,2563.6095516454707,2563.6095516454707,0
1970-01-01 00:00:00.000000133,,2578.093165819438,2578.093165819438,2578.093165819438,2578.093165819438,2578.093165819438,0
1970-01-01 00:00:00.000000134,,2593.108220539078,2593.108220539078,2593.108220539078,2593.108220539078,2593.108220539078,0
1970-01-01 00:00:00.000000135,,2590.4045287599947,2590.4045287599947,2590.4045287599947,2590.4045287599947,2590.4045287599947,0
1970-01-01 00:00:00.000000136,,2577.176009991206,2577.176009991206,2577.176009991206,2577.176009991206,2577.176009991206,0
1970-01-01 00:00:00.000000137,,2558.781576083369,2558.781576083369,2558.781576083369,2558.781576083369,2558.781576083369,0
1970-01-01 00:00:00.000000138,,2514.3650945281465,2514.3650945281465,2514.3650945281465,2514.3650945281465,2514.3650945281465,0
1970-01-01 00:00:00.000000139,,2491.384530663256,2491.384530663256,2491.384530663256,2491.384530663256,2491.384530663256,0
1970-01-01 00:00:00.000000140,,2490.708442012752,2490.708442012752,2490.708442012752,2490.708442012752,2490.708442012752,0
1970-01-01 00:00:00.000000141,,2472.8454090240016,2472.8454090240016,2472.8454090240016,2472.8454090240016,2472.8454090240016,0
1970-01-01 00:00:00.000000142,,2481.535523186936,2481.535523186936,2481.535523186936,2481.535523186936,2481.535523186936,0
1970-01-01 00:00:00.000000143,,2486.411831108086,2486.411831108086,2486.411831108086,2486.411831108086,2486.411831108086,0
1970-01-01 00:00:00.000000144,,2481.535462737908,2481.535462737908,2481.535462737908,2481.535462737908,2481.535462737908,0
1970-01-01 00:00:00.000000145,,2450.636893284709,2450.636893284709,2450.636893284709,2450.636893284709,2450.636893284709,0
1970-01-01 00:00:00.000000146,,2469.900247581168,2469.900247581168,2469.900247581168,2469.900247581168,2469.900247581168,0
1970-01-01 00:00:00.000000147,,2463.4791827802337,2463.4791827802337,2463.4791827802337,2463.4791827802337,2463.4791827802337,0
1970-01-01 00:00:00.000000148,,2452.568350491374,2452.568350491374,2452.568350491374,2452.568350491374,2452.568350491374,0
1970-01-01 00:00:00.000000149,,2480.763109518433,2480.763109518433,2480.763109518433,2480.763109518433,2480.763109518433,0
1970-01-01 00:00:00.000000150,,2477.528425780728,2477.528425780728,2477.528425780728,2477.528425780728,2477.528425780728,0
1970-01-01 00:00:00.000000151,,2461.3065740330035,2461.3065740330035,2461.3065740330035,2461.3065740330035,2461.3065740330035,0
1970-01-01 00:00:00.000000152,,2447.740495539686,2447.740495539686,2447.740495539686,2447.740495539686,2447.740495539686,0
1970-01-01 00:00:00.000000153,,2415.6831227312014,2415.6831227312014,2415.6831227312014,2415.6831227312014,2415.6831227312014,0
1970-01-01 00:00:00.000000154,,2446.774773156584,2446.774773156584,2446.774773156584,2446.774773156584,2446.774773156584,0
1970-01-01 00:00:00.000000155,,2464.7347926460725,2464.7347926460725,2464.7347926460725,2464.7347926460725,2464.7347926460725,0
1970-01-01 00:00:00.000000156,,2444.940298127666,2444.940298127666,2444.940298127666,2444.940298127666,2444.940298127666,0
1970-01-01 00:00:00.000000157,,2466.8105318231146,2466.8105318231146,2466.8105318231146,2466.8105318231146,2466.8105318231146,0
1970-01-01 00:00:00.000000158,,2485.011780597728,2485.011780597728,2485.011780597728,2485.011780597728,2485.011780597728,0
1970-01-01 00:00:00.000000159,,2486.363296854906,2486.363296854906,2486.363296854906,2486.363296854906,2486.363296854906,0
1970-01-01 00:00:00.000000160,,2496.019110831568,2496.019110831568,2496.019110831568,2496.019110831568,2496.019110831568,0
1970-01-01 00:00:00.000000161,,2478.638814258753,2478.638814258753,2478.638814258753,2478.638814258753,2478.638814258753,0
1970-01-01 00:00:00.000000162,,2476.707461215437,2476.707461215437,2476.707461215437,2476.707461215437,2476.707461215437,0
1970-01-01 00:00:00.000000163,,2470.817504416409,2470.817504416409,2470.817504416409,2470.817504416409,2470.817504416409,0
1970-01-01 00:00:00.000000164,,2439.195010058642,2439.195010058642,2439.195010058642,2439.195010058642,2439.195010058642,0
1970-01-01 00:00:00.000000165,,2444.8918958494737,2444.8918958494737,2444.8918958494737,2444.8918958494737,2444.8918958494737,0
1970-01-01 00:00:00.000000166,,2418.8214726506085,2418.8214726506085,2418.8214726506085,2418.8214726506085,2418.8214726506085,0
1970-01-01 00:00:00.000000167,,2427.4632529011587,2427.4632529011587,2427.4632529011587,2427.4632529011587,2427.4632529011587,0
1970-01-01 00:00:00.000000168,,2423.6008494404987,2423.6008494404987,2423.6008494404987,2423.6008494404987,2423.6008494404987,0
1970-01-01 00:00:00.000000169,,2426.9321238340804,2426.9321238340804,2426.9321238340804,2426.9321238340804,2426.9321238340804,0
1970-01-01 00:00:00.000000170,,2423.6009430880536,2423.6009430880536,2423.6009430880536,2423.6009430880536,2423.6009430880536,0
1970-01-01 00:00:00.000000171,,2417.8075511883862,2417.8075511883862,2417.8075511883862,2417.8075511883862,2417.8075511883862,0
1970-01-01 00:00:00.000000172,,2427.270086113604,2427.270086113604,2427.270086113604,2427.270086113604,2427.270086113604,0
1970-01-01 00:00:00.000000173,,2461.258359948765,2461.258359948765,2461.258359948765,2461.258359948765,2461.258359948765,0
1970-01-01 00:00:00.000000174,,2408.151480461981,2408.151480461981,2408.151480461981,2408.151480461981,2408.151480461981,0
1970-01-01 00:00:00.000000175,,2424.566377830064,2424.566377830064,2424.566377830064,2424.566377830064,2424.566377830064,0
1970-01-01 00:00:00.000000176,,2389.6125304768107,2389.6125304768107,2389.6125304768107,2389.6125304768107,2389.6125304768107,0
1970-01-01 00:00:00.000000177,,2386.2815273339934,2386.2815273339934,2386.2815273339934,2386.2815273339934,2386.2815273339934,0
1970-01-01 00:00:00.000000178,,2365.3281484401355,2365.3281484401355,2365.3281484401355,2365.3281484401355,2365.3281484401355,0
1970-01-01 00:00:00.000000179,,2381.115309862694,2381.115309862694,2381.115309862694,2381.115309862694,2381.115309862694,0
1970-01-01 00:00:00.000000180,,2383.046711411112,2383.046711411112,2383.046711411112,2383.046711411112,2383.046711411112,0
1970-01-01 00:00:00.000000181,,2396.999138412914,2396.999138412914,2396.999138412914,2396.999138412914,2396.999138412914,0
1970-01-01 00:00:00.000000182,,2388.840064768004,2388.840064768004,2388.840064768004,2388.840064768004,2388.840064768004,0
1970-01-01 00:00:00.000000183,,2390.771132082542,2390.771132082542,2390.771132082542,2390.771132082542,2390.771132082542,0
1970-01-01 00:00:00.000000184,,2413.944985281209,2413.944985281209,2413.944985281209,2413.944985281209,2413.944985281209,0
1970-01-01 00:00:00.000000185,,2380.6809219987617,2380.6809219987617,2380.6809219987617,2380.6809219987617,2380.6809219987617,0
1970-01-01 00:00:00.000000186,,2404.2893182712205,2404.2893182712205,2404.2893182712205,2404.2893182712205,2404.2893182712205,0
1970-01-01 00:00:00.000000187,,2382.129032290105,2382.129032290105,2382.129032290105,2382.129032290105,2382.129032290105,0
1970-01-01 00:00:00.000000188,,2431.3253284834987,2431.3253284834987,2431.3253284834987,2431.3253284834987,2431.3253284834987,0
1970-01-01 00:00:00.000000189,,2433.208152902025,2433.208152902025,2433.208152902025,2433.208152902025,2433.208152902025,0
1970-01-01 00:00:00.000000190,,2399.4614513403044,2399.4614513403044,2399.4614513403044,2399.4614513403044,2399.4614513403044,0
1970-01-01 00:00:00.000000191,,2425.725090207209,2425.725090207209,2425.725090207209,2425.725090207209,2425.725090207209,0
1970-01-01 00:00:00.000000192,,2431.66350925626,2431.66350925626,2431.66350925626,2431.66350925626,2431.66350925626,0
1970-01-01 00:00:00.000000193,,2467.0515102346194,2467.0515102346194,2467.0515102346194,2467.0515102346194,2467.0515102346194,0
1970-01-01 00:00:00.000000194,,2465.169009309533,2465.169009309533,2465.169009309533,2465.169009309533,2465.169009309533,0
1970-01-01 00:00:00.000000195,,2471.879961029877,2471.879961029877,2471.879961029877,2471.879961029877,2471.879961029877,0
1970-01-01 00:00:00.000000196,,2470.238243516223,2470.238243516223,2470.238243516223,2470.238243516223,2470.238243516223,0
1970-01-01 00:00:00.000000197,,2481.583581357993,2481.583581357993,2481.583581357993,2481.583581357993,2481.583581357993,0
1970-01-01 00:00:00.000000198,,2438.08445812779,2438.08445812779,2438.08445812779,2438.08445812779,2438.08445812779,0
1970-01-01 00:00:00.000000199,,2433.256671585715,2433.256671585715,2433.256671585715,2433.256671585715,2433.256671585715,0
1970-01-01 00:00:00.000000200,,2408.1512631807427,2408.1512631807427,2408.1512631807427,2408.1512631807427,2408.1512631807427,0
1970-01-01 00:00:00.000000201,,2389.8535728225283,2389.8535728225283,2389.8535728225283,2389.8535728225283,2389.8535728225283,0
1970-01-01 00:00:00.000000202,,2376.2874198956674,2376.2874198956674,2376.2874198956674,2376.2874198956674,2376.2874198956674,0
1970-01-01 00:00:00.000000203,,2382.3707609256,2382.3707609256,2382.3707609256,2382.3707609256,2382.3707609256,0
1970-01-01 00:00:00.000000204,,2385.9433169049635,2385.9433169049635,2385.9433169049635,2385.9433169049635,2385.9433169049635,0
1970-01-01 00:00:00.000000205,,2385.170582735452,2385.170582735452,2385.170582735452,2385.170582735452,2385.170582735452,0
1970-01-01 00:00:00.000000206,,2399.461511053949,2399.461511053949,2399.461511053949,2399.461511053949,2399.461511053949,0
1970-01-01 00:00:00.000000207,,2407.3331132258577,2407.3331132258577,2407.3331132258577,2407.3331132258577,2407.3331132258577,0
1970-01-01 00:00:00.000000208,,2428.731645353598,2428.731645353598,2428.731645353598,2428.731645353598,2428.731645353598,0
1970-01-01 00:00:00.000000209,,2446.239267890922,2446.239267890922,2446.239267890922,2446.239267890922,2446.239267890922,0
1970-01-01 00:00:00.000000210,,2427.7588837821363,2427.7588837821363,2427.7588837821363,2427.7588837821363,2427.7588837821363,0
1970-01-01 00:00:00.000000211,,2429.7040781420524,2429.7040781420524,2429.7040781420524,2429.7040781420524,2429.7040781420524,0
1970-01-01 00:00:00.000000212,,2451.1512227975977,2451.1512227975977,2451.1512227975977,2451.1512227975977,2451.1512227975977,0
1970-01-01 00:00:00.000000213,,2409.278190605336,2409.278190605336,2409.278190605336,2409.278190605336,2409.278190605336,0
1970-01-01 00:00:00.000000214,,2409.4727492217285,2409.4727492217285,2409.4727492217285,2409.4727492217285,2409.4727492217285,0
1970-01-01 00:00:00.000000215,,2433.497368922337,2433.497368922337,2433.497368922337,2433.497368922337,2433.497368922337,0
1970-01-01 00:00:00.000000216,,2412.390829906833,2412.390829906833,2412.390829906833,2412.390829906833,2412.390829906833,0
1970-01-01 00:00:00.000000217,,2397.6063676600565,2397.6063676600565,2397.6063676600565,2397.6063676600565,2397.6063676600565,0
1970-01-01 00:00:00.000000218,,2465.157569963332,2465.157569963332,2465.157569963332,2465.157569963332,2465.157569963332,0
1970-01-01 00:00:00.000000219,,2436.512694435436,2436.512694435436,2436.512694435436,2436.512694435436,2436.512694435436,0
1970-01-01 00:00:00.000000220,,2439.1876422475693,2439.1876422475693,2439.1876422475693,2439.1876422475693,2439.1876422475693,0
1970-01-01 00:00:00.000000221,,2437.6799791308563,2437.6799791308563,2437.6799791308563,2437.6799791308563,2437.6799791308563,0
1970-01-01 00:00:00.000000222,,2446.336714391818,2446.336714391818,2446.336714391818,2446.336714391818,2446.336714391818,0
