Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,Date,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_strength,positive_ratio,negative_ratio
,4025.377685546875,4025.377685546875,4025.377685546875,4025.377685546875,4025.377685546875,2024-10-30,0,0,0,0,0,0
,3910.864013671875,3910.864013671875,3910.864013671875,3910.864013671875,3910.864013671875,2024-10-31,0,0,0,0,0,0
,3926.3857421875,3926.3857421875,3926.3857421875,3926.3857421875,3926.3857421875,2024-11-01,0,0,0,0,0,0
,3906.62646484375,3906.62646484375,3906.62646484375,3906.62646484375,3906.62646484375,2024-11-04,0,0,0,0,0,0
,3913.72216796875,3913.72216796875,3913.72216796875,3913.72216796875,3913.72216796875,2024-11-05,0,0,0,0,0,0
,4079.579833984375,4079.579833984375,4079.579833984375,4079.579833984375,4079.579833984375,2024-11-06,0,0,0,0,0,0
,4090.666748046875,4090.666748046875,4090.666748046875,4090.666748046875,4090.666748046875,2024-11-07,0,0,0,0,0,0
,4086.823486328125,4086.823486328125,4086.823486328125,4086.823486328125,4086.823486328125,2024-11-08,0,0,0,0,0,0
,4137.7734375,4137.7734375,4137.7734375,4137.7734375,4137.7734375,2024-11-11,0,0,0,0,0,0
,4136.4921875,4136.4921875,4136.4921875,4136.4921875,4136.4921875,2024-11-12,0,0,0,0,0,0
,4090.125,4090.125,4090.125,4090.125,4090.125,2024-11-13,0,0,0,0,0,0
,4085.73876953125,4085.73876953125,4085.73876953125,4085.73876953125,4085.73876953125,2024-11-14,0,0,0,0,0,0
,3961.17333984375,3961.17333984375,3961.17333984375,3961.17333984375,3961.17333984375,2024-11-18,0,0,0,0,0,0
,3980.932373046875,3980.932373046875,3980.932373046875,3980.932373046875,3980.932373046875,2024-11-19,0,0,0,0,0,0
,4013.749267578125,4013.749267578125,4013.749267578125,4013.749267578125,4013.749267578125,2024-11-21,0,0,0,0,0,0
,4183.00732421875,4183.00732421875,4183.00732421875,4183.00732421875,4183.00732421875,2024-11-22,0,0,0,0,0,0
,4252.48388671875,4252.48388671875,4252.48388671875,4252.48388671875,4252.48388671875,2024-11-25,0,0,0,0,0,0
,4289.53857421875,4289.53857421875,4289.53857421875,4289.53857421875,4289.53857421875,2024-11-26,0,0,0,0,0,0
,4269.68017578125,4269.68017578125,4269.68017578125,4269.68017578125,4269.68017578125,2024-11-27,0,0,0,0,0,0
,4183.30224609375,4183.30224609375,4183.30224609375,4183.30224609375,4183.30224609375,2024-11-28,0,0,0,0,0,0
,4208.87646484375,4208.87646484375,4208.87646484375,4208.87646484375,4208.87646484375,2024-11-29,0,0,0,0,0,0
,4214.59228515625,4214.59228515625,4214.59228515625,4214.59228515625,4214.59228515625,2024-12-02,0,0,0,0,0,0
,4240.31298828125,4240.31298828125,4240.31298828125,4240.31298828125,4240.31298828125,2024-12-03,0,0,0,0,0,0
,4291.21337890625,4291.21337890625,4291.21337890625,4291.21337890625,4291.21337890625,2024-12-04,0,0,0,0,0,0
,4399.2724609375,4399.2724609375,4399.2724609375,4399.2724609375,4399.2724609375,2024-12-05,0,0,0,0,0,0
,4380.99169921875,4380.99169921875,4380.99169921875,4380.99169921875,4380.99169921875,2024-12-06,0,0,0,0,0,0
,4387.54541015625,4387.54541015625,4387.54541015625,4387.54541015625,4387.54541015625,2024-12-09,0,0,0,0,0,0
,4368.2294921875,4368.2294921875,4368.2294921875,4368.2294921875,4368.2294921875,2024-12-10,0,0,0,0,0,0
,4363.20361328125,4363.20361328125,4363.20361328125,4363.20361328125,4363.20361328125,2024-12-11,0,0,0,0,0,0
,4390.3046875,4390.3046875,4390.3046875,4390.3046875,4390.3046875,2024-12-12,0,0,0,0,0,0
,4408.9794921875,4408.9794921875,4408.9794921875,4408.9794921875,4408.9794921875,2024-12-13,0,0,0,0,0,0
,4351.13134765625,4351.13134765625,4351.13134765625,4351.13134765625,4351.13134765625,2024-12-16,0,0,0,0,0,0
,4265.689453125,4265.689453125,4265.689453125,4265.689453125,4265.689453125,2024-12-17,0,0,0,0,0,0
,4284.75830078125,4284.75830078125,4284.75830078125,4284.75830078125,4284.75830078125,2024-12-18,0,0,0,0,0,0
,4209.9111328125,4209.9111328125,4209.9111328125,4209.9111328125,4209.9111328125,2024-12-19,0,0,0,0,0,0
,4109.78466796875,4109.78466796875,4109.78466796875,4109.78466796875,4109.78466796875,2024-12-20,0,0,0,0,0,0
,4097.958984375,4097.958984375,4097.958984375,4097.958984375,4097.958984375,2024-12-23,0,0,0,0,0,0
,4118.8515625,4118.8515625,4118.8515625,4118.8515625,4118.8515625,2024-12-24,0,0,0,0,0,0
,4108.6025390625,4108.6025390625,4108.6025390625,4108.6025390625,4108.6025390625,2024-12-26,0,0,0,0,0,0
,4104.4140625,4104.4140625,4104.4140625,4104.4140625,4104.4140625,2024-12-27,0,0,0,0,0,0
,4098.4521484375,4098.4521484375,4098.4521484375,4098.4521484375,4098.4521484375,2024-12-30,0,0,0,0,0,0
,4035.380859375,4035.380859375,4035.380859375,4035.380859375,4035.380859375,2024-12-31,0,0,0,0,0,0
,4052.774658203125,4052.774658203125,4052.774658203125,4052.774658203125,4052.774658203125,2025-01-01,0,0,0,0,0,0
,4115.15625,4115.15625,4115.15625,4115.15625,4115.15625,2025-01-02,0,0,0,0,0,0
,4040.40673828125,4040.40673828125,4040.40673828125,4040.40673828125,4040.40673828125,2025-01-03,0,0,0,0,0,0
,4035.577880859375,4035.577880859375,4035.577880859375,4035.577880859375,4035.577880859375,2025-01-06,0,0,0,0,0,0
,3969.845703125,3969.845703125,3969.845703125,3969.845703125,3969.845703125,2025-01-07,0,0,0,0,0,0
,4048.783203125,4048.783203125,4048.783203125,4048.783203125,4048.783203125,2025-01-08,0,0,0,0,0,0
,3980.24267578125,3980.24267578125,3980.24267578125,3980.24267578125,3980.24267578125,2025-01-09,0,0,0,0,0,0
,4203.75146484375,4203.75146484375,4203.75146484375,4203.75146484375,4203.75146484375,2025-01-10,0,0,0,0,0,0
,4228.83251953125,4228.83251953125,4228.83251953125,4228.83251953125,4228.83251953125,2025-01-13,0,0,0,0,0,0
,4171.62451171875,4171.62451171875,4171.62451171875,4171.62451171875,4171.62451171875,2025-01-14,0,0,0,0,0,0
,4187.9345703125,4187.9345703125,4187.9345703125,4187.9345703125,4187.9345703125,2025-01-15,0,0,0,0,0,0
,4145.2626953125,4145.2626953125,4145.2626953125,4145.2626953125,4145.2626953125,2025-01-16,0,0,0,0,0,0
,4074.13818359375,4074.13818359375,4074.13818359375,4074.13818359375,4074.13818359375,2025-01-17,0,0,0,0,0,0
,4028.203857421875,4028.203857421875,4028.203857421875,4028.203857421875,4028.203857421875,2025-01-20,0,0,0,0,0,0
,3986.76416015625,3986.76416015625,3986.76416015625,3986.76416015625,3986.76416015625,2025-01-21,0,0,0,0,0,0
,4106.04541015625,4106.04541015625,4106.04541015625,4106.04541015625,4106.04541015625,2025-01-22,0,0,0,0,0,0
,4095.03125,4095.03125,4095.03125,4095.03125,4095.03125,2025-01-23,0,0,0,0,0,0
,4101.84765625,4101.84765625,4101.84765625,4101.84765625,4101.84765625,2025-01-24,0,0,0,0,0,0
,4015.70751953125,4015.70751953125,4015.70751953125,4015.70751953125,4015.70751953125,2025-01-27,0,0,0,0,0,0
,3991.16015625,3991.16015625,3991.16015625,3991.16015625,3991.16015625,2025-01-28,0,0,0,0,0,0
,4049.93603515625,4049.93603515625,4049.93603515625,4049.93603515625,4049.93603515625,2025-01-29,0,0,0,0,0,0
,4050.18310546875,4050.18310546875,4050.18310546875,4050.18310546875,4050.18310546875,2025-01-30,0,0,0,0,0,0
,4062.3828125,4062.3828125,4062.3828125,4062.3828125,4062.3828125,2025-01-31,0,0,0,0,0,0
,4023.610595703125,4023.610595703125,4023.610595703125,4023.610595703125,4023.610595703125,2025-02-01,0,0,0,0,0,0
,4019.165283203125,4019.165283203125,4019.165283203125,4019.165283203125,4019.165283203125,2025-02-03,0,0,0,0,0,0
,4057.09814453125,4057.09814453125,4057.09814453125,4057.09814453125,4057.09814453125,2025-02-04,0,0,0,0,0,0
,4041.34228515625,4041.34228515625,4041.34228515625,4041.34228515625,4041.34228515625,2025-02-05,0,0,0,0,0,0
,4033.09375,4033.09375,4033.09375,4033.09375,4033.09375,2025-02-06,0,0,0,0,0,0
,3980.392578125,3980.392578125,3980.392578125,3980.392578125,3980.392578125,2025-02-07,0,0,0,0,0,0
,3987.850830078125,3987.850830078125,3987.850830078125,3987.850830078125,3987.850830078125,2025-02-10,0,0,0,0,0,0
,3915.343505859375,3915.343505859375,3915.343505859375,3915.343505859375,3915.343505859375,2025-02-11,0,0,0,0,0,0
,3902.1064453125,3902.1064453125,3902.1064453125,3902.1064453125,3902.1064453125,2025-02-12,0,0,0,0,0,0
,3862.593017578125,3862.593017578125,3862.593017578125,3862.593017578125,3862.593017578125,2025-02-13,0,0,0,0,0,0
,3886.992431640625,3886.992431640625,3886.992431640625,3886.992431640625,3886.992431640625,2025-02-14,0,0,0,0,0,0
,3857.01171875,3857.01171875,3857.01171875,3857.01171875,3857.01171875,2025-02-17,0,0,0,0,0,0
,3826.092529296875,3826.092529296875,3826.092529296875,3826.092529296875,3826.092529296875,2025-02-18,0,0,0,0,0,0
,3738.076171875,3738.076171875,3738.076171875,3738.076171875,3738.076171875,2025-02-19,0,0,0,0,0,0
,3733.43310546875,3733.43310546875,3733.43310546875,3733.43310546875,3733.43310546875,2025-02-20,0,0,0,0,0,0
,3739.953125,3739.953125,3739.953125,3739.953125,3739.953125,2025-02-21,0,0,0,0,0,0
,3630.895751953125,3630.895751953125,3630.895751953125,3630.895751953125,3630.895751953125,2025-02-24,0,0,0,0,0,0
,3585.40576171875,3585.40576171875,3585.40576171875,3585.40576171875,3585.40576171875,2025-02-25,0,0,0,0,0,0
,3568.612548828125,3568.612548828125,3568.612548828125,3568.612548828125,3568.612548828125,2025-02-27,0,0,0,0,0,0
,3440.88525390625,3440.88525390625,3440.88525390625,3440.88525390625,3440.88525390625,2025-02-28,0,0,0,0,0,0
,3450.56591796875,3450.56591796875,3450.56591796875,3450.56591796875,3450.56591796875,2025-03-03,0,0,0,0,0,0
,3489.091796875,3489.091796875,3489.091796875,3489.091796875,3489.091796875,2025-03-04,0,0,0,0,0,0
,3503.9091796875,3503.9091796875,3503.9091796875,3503.9091796875,3503.9091796875,2025-03-05,0,0,0,0,0,0
,3557.795654296875,3557.795654296875,3557.795654296875,3557.795654296875,3557.795654296875,2025-03-06,0,0,0,0,0,0
,3567.27880859375,3567.27880859375,3567.27880859375,3567.27880859375,3567.27880859375,2025-03-07,0,0,0,0,0,0
,3545.990966796875,3545.990966796875,3545.990966796875,3545.990966796875,3545.990966796875,2025-03-10,0,0,0,0,0,0
,3531.815673828125,3531.815673828125,3531.815673828125,3531.815673828125,3531.815673828125,2025-03-11,0,0,0,0,0,0
,3463.555908203125,3463.555908203125,3463.555908203125,3463.555908203125,3463.555908203125,2025-03-12,0,0,0,0,0,0
,3468.34716796875,3468.34716796875,3468.34716796875,3468.34716796875,3468.34716796875,2025-03-13,0,0,0,0,0,0
,3455.159423828125,3455.159423828125,3455.159423828125,3455.159423828125,3455.159423828125,2025-03-17,0,0,0,0,0,0
,3455.159423828125,3455.159423828125,3455.159423828125,3455.159423828125,3455.159423828125,2025-03-18,0,0,0,0,0,0
,3454.56689453125,3454.56689453125,3454.56689453125,3454.56689453125,3454.56689453125,2025-03-19,0,0,0,0,0,0
,3519.813232421875,3519.813232421875,3519.813232421875,3519.813232421875,3519.813232421875,2025-03-20,0,0,0,0,0,0
,3534.581787109375,3534.581787109375,3534.581787109375,3534.581787109375,3534.581787109375,2025-03-21,0,0,0,0,0,0
,3584.81298828125,3584.81298828125,3584.81298828125,3584.81298828125,3584.81298828125,2025-03-24,0,0,0,0,0,0
,3613.2626953125,3613.2626953125,3613.2626953125,3613.2626953125,3613.2626953125,2025-03-25,0,0,0,0,0,0
,3591.57958984375,3591.57958984375,3591.57958984375,3591.57958984375,3591.57958984375,2025-03-26,0,0,0,0,0,0
,3606.79248046875,3606.79248046875,3606.79248046875,3606.79248046875,3606.79248046875,2025-03-27,0,0,0,0,0,0
,3562.290283203125,3562.290283203125,3562.290283203125,3562.290283203125,3562.290283203125,2025-03-28,0,0,0,0,0,0
,3507.613525390625,3507.613525390625,3507.613525390625,3507.613525390625,3507.613525390625,2025-04-01,0,0,0,0,0,0
,3500.846923828125,3500.846923828125,3500.846923828125,3500.846923828125,3500.846923828125,2025-04-02,0,0,0,0,0,0
,3361.75927734375,3361.75927734375,3361.75927734375,3361.75927734375,3361.75927734375,2025-04-03,0,0,0,0,0,0
,3259.271240234375,3259.271240234375,3259.271240234375,3259.271240234375,3259.271240234375,2025-04-04,0,0,0,0,0,0
,3234.2294921875,3234.2294921875,3234.2294921875,3234.2294921875,3234.2294921875,2025-04-07,0,0,0,0,0,0
,3252.899658203125,3252.899658203125,3252.899658203125,3252.899658203125,3252.899658203125,2025-04-08,0,0,0,0,0,0
,3207.113525390625,3207.113525390625,3207.113525390625,3207.113525390625,3207.113525390625,2025-04-09,0,0,0,0,0,0
,3192.197021484375,3192.197021484375,3192.197021484375,3192.197021484375,3192.197021484375,2025-04-11,0,0,0,0,0,0
,3208.69384765625,3208.69384765625,3208.69384765625,3208.69384765625,3208.69384765625,2025-04-15,0,0,0,0,0,0
,3233.982421875,3233.982421875,3233.982421875,3233.982421875,3233.982421875,2025-04-16,0,0,0,0,0,0
,3258.77734375,3258.77734375,3258.77734375,3258.77734375,3258.77734375,2025-04-17,0,0,0,0,0,0
,3281.201171875,3281.201171875,3281.201171875,3281.201171875,3281.201171875,2025-04-21,0,0,0,0,0,0
,3274.088623046875,3274.088623046875,3274.088623046875,3274.088623046875,3274.088623046875,2025-04-22,0,0,0,0,0,0
,3371.489501953125,3371.489501953125,3371.489501953125,3371.489501953125,3371.489501953125,2025-04-23,0,0,0,0,0,0
,3360.228271484375,3360.228271484375,3360.228271484375,3360.228271484375,3360.228271484375,2025-04-24,0,0,0,0,0,0
,3406.06396484375,3406.06396484375,3406.06396484375,3406.06396484375,3406.06396484375,2025-04-25,0,0,0,0,0,0
,3401.618408203125,3401.618408203125,3401.618408203125,3401.618408203125,3401.618408203125,2025-04-28,0,0,0,0,0,0
,3430.265869140625,3430.265869140625,3430.265869140625,3430.265869140625,3430.265869140625,2025-04-29,0,0,0,0,0,0
,3411.694580078125,3411.694580078125,3411.694580078125,3411.694580078125,3411.694580078125,2025-04-30,0,0,0,0,0,0
,3389.270751953125,3389.270751953125,3389.270751953125,3389.270751953125,3389.270751953125,2025-05-02,0,0,0,0,0,0
,3412.287353515625,3412.287353515625,3412.287353515625,3412.287353515625,3412.287353515625,2025-05-05,0,0,0,0,0,0
,3417.91796875,3417.91796875,3417.91796875,3417.91796875,3417.91796875,2025-05-06,0,0,0,0,0,0
,3403.19921875,3403.19921875,3403.19921875,3403.19921875,3403.19921875,2025-05-07,0,0,0,0,0,0
,3406.952880859375,3406.952880859375,3406.952880859375,3406.952880859375,3406.952880859375,2025-05-08,0,0,0,0,0,0
,3398.45751953125,3398.45751953125,3398.45751953125,3398.45751953125,3398.45751953125,2025-05-09,0,0,0,0,0,0
,3576.366943359375,3576.366943359375,3576.366943359375,3576.366943359375,3576.366943359375,2025-05-12,0,0,0,0,0,0
,3472.2490234375,3472.2490234375,3472.2490234375,3472.2490234375,3472.2490234375,2025-05-13,0,0,0,0,0,0
,3505.5390625,3505.5390625,3505.5390625,3505.5390625,3505.5390625,2025-05-14,0,0,0,0,0,0
,3536.359619140625,3536.359619140625,3536.359619140625,3536.359619140625,3536.359619140625,2025-05-15,0,0,0,0,0,0
,3517.98583984375,3517.98583984375,3517.98583984375,3517.98583984375,3517.98583984375,2025-05-16,0,0,0,0,0,0
,3476.002685546875,3476.002685546875,3476.002685546875,3476.002685546875,3476.002685546875,2025-05-19,0,0,0,0,0,0
,3455.752197265625,3455.752197265625,3455.752197265625,3455.752197265625,3455.752197265625,2025-05-20,0,0,0,0,0,0
,3482.917724609375,3482.917724609375,3482.917724609375,3482.917724609375,3482.917724609375,2025-05-21,0,0,0,0,0,0
,3434.711181640625,3434.711181640625,3434.711181640625,3434.711181640625,3434.711181640625,2025-05-22,0,0,0,0,0,0
,3471.853759765625,3471.853759765625,3471.853759765625,3471.853759765625,3471.853759765625,2025-05-23,0,0,0,0,0,0
,3494.27783203125,3494.27783203125,3494.27783203125,3494.27783203125,3494.27783203125,2025-05-26,0,0,0,0,0,0
,3456.147216796875,3456.147216796875,3456.147216796875,3456.147216796875,3456.147216796875,2025-05-27,0,0,0,0,0,0
,3455.159423828125,3455.159423828125,3455.159423828125,3455.159423828125,3455.159423828125,2025-05-28,0,0,0,0,0,0
,3455.5546875,3455.5546875,3455.5546875,3455.5546875,3455.5546875,2025-05-29,0,0,0,0,0,0
,3421.276611328125,3421.276611328125,3421.276611328125,3421.276611328125,3421.276611328125,2025-05-30,0,0,0,0,0,0
,3407.842041015625,3407.842041015625,3407.842041015625,3407.842041015625,3407.842041015625,2025-06-02,0,0,0,0,0,0
,3363.784423828125,3363.784423828125,3363.784423828125,3363.784423828125,3363.784423828125,2025-06-03,0,0,0,0,0,0
,3369.465087890625,3369.465087890625,3369.465087890625,3369.465087890625,3369.465087890625,2025-06-04,0,0,0,0,0,0
,3359.6982421875,3359.6982421875,3359.6982421875,3359.6982421875,3359.6982421875,2025-06-05,0,0,0,0,0,0
,3372.75390625,3372.75390625,3372.75390625,3372.75390625,3372.75390625,2025-06-06,0,0,0,0,0,0
,3410.326416015625,3410.326416015625,3410.326416015625,3410.326416015625,3410.326416015625,2025-06-09,0,0,0,0,0,0
,3451.187744140625,3451.187744140625,3451.187744140625,3451.187744140625,3451.187744140625,2025-06-10,0,0,0,0,0,0
,3460.1572265625,3460.1572265625,3460.1572265625,3460.1572265625,3460.1572265625,2025-06-11,0,0,0,0,0,0
,3422.584716796875,3422.584716796875,3422.584716796875,3422.584716796875,3422.584716796875,2025-06-12,0,0,0,0,0,0
,3434.0458984375,3434.0458984375,3434.0458984375,3434.0458984375,3434.0458984375,2025-06-13,0,0,0,0,0,0
,3484.474853515625,3484.474853515625,3484.474853515625,3484.474853515625,3484.474853515625,2025-06-16,0,0,0,0,0,0
,3503.41064453125,3503.41064453125,3503.41064453125,3503.41064453125,3503.41064453125,2025-06-17,0,0,0,0,0,0
,3439.7265625,3439.7265625,3439.7265625,3439.7265625,3439.7265625,2025-06-18,0,0,0,0,0,0
,3412.41943359375,3412.41943359375,3412.41943359375,3412.41943359375,3412.41943359375,2025-06-19,0,0,0,0,0,0
,3424.07958984375,3424.07958984375,3424.07958984375,3424.07958984375,3424.07958984375,2025-06-20,0,0,0,0,0,0
,3382.122314453125,3382.122314453125,3382.122314453125,3382.122314453125,3382.122314453125,2025-06-23,0,0,0,0,0,0
,3378.932861328125,3378.932861328125,3378.932861328125,3378.932861328125,3378.932861328125,2025-06-24,0,0,0,0,0,0
,3433.14892578125,3433.14892578125,3433.14892578125,3433.14892578125,3433.14892578125,2025-06-25,0,0,0,0,0,0
,3430.1591796875,3430.1591796875,3430.1591796875,3430.1591796875,3430.1591796875,2025-06-26,0,0,0,0,0,0
,3429.461669921875,3429.461669921875,3429.461669921875,3429.461669921875,3429.461669921875,2025-06-27,0,0,0,0,0,0
,3450.290771484375,3450.290771484375,3450.290771484375,3450.290771484375,3450.290771484375,2025-06-30,0,0,0,0,0,0
,3418.10009765625,3418.10009765625,3418.10009765625,3418.10009765625,3418.10009765625,2025-07-01,0,0,0,0,0,0
,3411.7216796875,3411.7216796875,3411.7216796875,3411.7216796875,3411.7216796875,2025-07-02,0,0,0,0,0,0
,3389.2978515625,3389.2978515625,3389.2978515625,3389.2978515625,3389.2978515625,2025-07-03,0,0,0,0,0,0
,3408.233642578125,3408.233642578125,3408.233642578125,3408.233642578125,3408.233642578125,2025-07-04,0,0,0,0,0,0
,3400.160888671875,3400.160888671875,3400.160888671875,3400.160888671875,3400.160888671875,2025-07-07,0,0,0,0,0,0
,3394.679443359375,3394.679443359375,3394.679443359375,3394.679443359375,3394.679443359375,2025-07-08,0,0,0,0,0,0
,3372.355224609375,3372.355224609375,3372.355224609375,3372.355224609375,3372.355224609375,2025-07-09,0,0,0,0,0,0
,3370.561279296875,3370.561279296875,3370.561279296875,3370.561279296875,3370.561279296875,2025-07-10,0,0,0,0,0,0
,3254.95361328125,3254.95361328125,3254.95361328125,3254.95361328125,3254.95361328125,2025-07-11,0,0,0,0,0,0
,3211.800048828125,3211.800048828125,3211.800048828125,3211.800048828125,3211.800048828125,2025-07-14,0,0,0,0,0,0
,3241.300048828125,3241.300048828125,3241.300048828125,3241.300048828125,3241.300048828125,2025-07-15,0,0,0,0,0,0
,3233.10009765625,3233.10009765625,3233.10009765625,3233.10009765625,3233.10009765625,2025-07-16,0,0,0,0,0,0
,3209.199951171875,3209.199951171875,3209.199951171875,3209.199951171875,3209.199951171875,2025-07-17,0,0,0,0,0,0
,3189.89990234375,3189.89990234375,3189.89990234375,3189.89990234375,3189.89990234375,2025-07-18,0,0,0,0,0,0
,3158.199951171875,3158.199951171875,3158.199951171875,3158.199951171875,3158.199951171875,2025-07-21,0,0,0,0,0,0
,3159.60009765625,3159.60009765625,3159.60009765625,3159.60009765625,3159.60009765625,2025-07-22,0,0,0,0,0,0
,3179.10009765625,3179.10009765625,3179.10009765625,3179.10009765625,3179.10009765625,2025-07-23,0,0,0,0,0,0
,3148.0,3148.0,3148.0,3148.0,3148.0,2025-07-24,0,0,0,0,0,0
,3135.800048828125,3135.800048828125,3135.800048828125,3135.800048828125,3135.800048828125,2025-07-25,0,0,0,0,0,0
,3079.300048828125,3079.300048828125,3079.300048828125,3079.300048828125,3079.300048828125,2025-07-28,0,0,0,0,0,0
,3056.0,3056.0,3056.0,3056.0,3056.0,2025-07-29,0,0,0,0,0,0
,3053.60009765625,3053.60009765625,3053.60009765625,3053.60009765625,3053.60009765625,2025-07-30,0,0,0,0,0,0
,3036.800048828125,3036.800048828125,3036.800048828125,3036.800048828125,3036.800048828125,2025-07-31,0,0,0,0,0,0
,3003.0,3003.0,3003.0,3003.0,3003.0,2025-08-01,0,0,0,0,0,0
,3074.39990234375,3074.39990234375,3074.39990234375,3074.39990234375,3074.39990234375,2025-08-04,0,0,0,0,0,0
,3063.89990234375,3063.89990234375,3063.89990234375,3063.89990234375,3063.89990234375,2025-08-05,0,0,0,0,0,0
,3032.300048828125,3032.300048828125,3032.300048828125,3032.300048828125,3032.300048828125,2025-08-06,0,0,0,0,0,0
,3047.0,3047.0,3047.0,3047.0,3047.0,2025-08-07,0,0,0,0,0,0
,3036.39990234375,3036.39990234375,3036.39990234375,3036.39990234375,3036.39990234375,2025-08-08,0,0,0,0,0,0
,3040.800048828125,3040.800048828125,3040.800048828125,3040.800048828125,3040.800048828125,2025-08-11,0,0,0,0,0,0
,3035.39990234375,3035.39990234375,3035.39990234375,3035.39990234375,3035.39990234375,2025-08-12,0,0,0,0,0,0
,3036.199951171875,3036.199951171875,3036.199951171875,3036.199951171875,3036.199951171875,2025-08-13,0,0,0,0,0,0
,3022.300048828125,3022.300048828125,3022.300048828125,3022.300048828125,3022.300048828125,2025-08-14,0,0,0,0,0,0
,3011.199951171875,3011.199951171875,3011.199951171875,3011.199951171875,3011.199951171875,2025-08-18,0,0,0,0,0,0
