Ticker,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS,Date,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_strength,positive_ratio,negative_ratio
,2998.248650276918,2998.248650276918,2998.248650276918,2998.248650276918,2998.248650276918,2023-11-17,0,0,0,0,0,0
,3042.5835326847646,3042.5835326847646,3042.5835326847646,3042.5835326847646,3042.5835326847646,2023-11-20,0,0,0,0,0,0
,3036.09554224331,3036.09554224331,3036.09554224331,3036.09554224331,3036.09554224331,2023-11-21,0,0,0,0,0,0
,3022.677189239935,3022.677189239935,3022.677189239935,3022.677189239935,3022.677189239935,2023-11-22,0,0,0,0,0,0
,3027.739669684493,3027.739669684493,3027.739669684493,3027.739669684493,3027.739669684493,2023-11-23,0,0,0,0,0,0
,2998.248626241866,2998.248626241866,2998.248626241866,2998.248626241866,2998.248626241866,2023-11-24,0,0,0,0,0,0
,3002.180908843494,3002.180908843494,3002.180908843494,3002.180908843494,3002.180908843494,2023-11-28,0,0,0,0,0,0
,2998.2486834021583,2998.2486834021583,2998.2486834021583,2998.2486834021583,2998.2486834021583,2023-11-29,0,0,0,0,0,0
,3024.1024239342632,3024.1024239342632,3024.1024239342632,3024.1024239342632,3024.1024239342632,2023-11-30,0,0,0,0,0,0
,3076.8419493120086,3076.8419493120086,3076.8419493120086,3076.8419493120086,3076.8419493120086,2023-12-01,0,0,0,0,0,0
,3229.2612825931287,3229.2612825931287,3229.2612825931287,3229.2612825931287,3229.2612825931287,2023-12-04,0,0,0,0,0,0
,3262.733592562646,3262.733592562646,3262.733592562646,3262.733592562646,3262.733592562646,2023-12-05,0,0,0,0,0,0
,3273.4977586317705,3273.4977586317705,3273.4977586317705,3273.4977586317705,3273.4977586317705,2023-12-06,0,0,0,0,0,0
,3334.7408148264217,3334.7408148264217,3334.7408148264217,3334.7408148264217,3334.7408148264217,2023-12-07,0,0,0,0,0,0
,3319.7003834549623,3319.7003834549623,3319.7003834549623,3319.7003834549623,3319.7003834549623,2023-12-08,0,0,0,0,0,0
,3320.6341740503703,3320.6341740503703,3320.6341740503703,3320.6341740503703,3320.6341740503703,2023-12-11,0,0,0,0,0,0
,3317.734206714598,3317.734206714598,3317.734206714598,3317.734206714598,3317.734206714598,2023-12-12,0,0,0,0,0,0
,3296.058362500444,3296.058362500444,3296.058362500444,3296.058362500444,3296.058362500444,2023-12-13,0,0,0,0,0,0
,3367.819807144505,3367.819807144505,3367.819807144505,3367.819807144505,3367.819807144505,2023-12-14,0,0,0,0,0,0
,3376.8635379597545,3376.8635379597545,3376.8635379597545,3376.8635379597545,3376.8635379597545,2023-12-15,0,0,0,0,0,0
,3436.681203507805,3436.681203507805,3436.681203507805,3436.681203507805,3436.681203507805,2023-12-18,0,0,0,0,0,0
,3429.750731011291,3429.750731011291,3429.750731011291,3429.750731011291,3429.750731011291,2023-12-19,0,0,0,0,0,0
,3445.528392158476,3445.528392158476,3445.528392158476,3445.528392158476,3445.528392158476,2023-12-20,0,0,0,0,0,0
,3332.529032162412,3332.529032162412,3332.529032162412,3332.529032162412,3332.529032162412,2023-12-21,0,0,0,0,0,0
,3365.90270947346,3365.90270947346,3365.90270947346,3365.90270947346,3365.90270947346,2023-12-22,0,0,0,0,0,0
,3418.937244057978,3418.937244057978,3418.937244057978,3418.937244057978,3418.937244057978,2023-12-26,0,0,0,0,0,0
,3450.443598831212,3450.443598831212,3450.443598831212,3450.443598831212,3450.443598831212,2023-12-27,0,0,0,0,0,0
,3484.8498528757905,3484.8498528757905,3484.8498528757905,3484.8498528757905,3484.8498528757905,2023-12-28,0,0,0,0,0,0
,3471.0872809658385,3471.0872809658385,3471.0872809658385,3471.0872809658385,3471.0872809658385,2023-12-29,0,0,0,0,0,0
,3477.968451638937,3477.968451638937,3477.968451638937,3477.968451638937,3477.968451638937,2024-01-01,0,0,0,0,0,0
,3465.2382880568675,3465.2382880568675,3465.2382880568675,3465.2382880568675,3465.2382880568675,2024-01-02,0,0,0,0,0,0
,3374.749958237751,3374.749958237751,3374.749958237751,3374.749958237751,3374.749958237751,2024-01-03,0,0,0,0,0,0
,3382.663491164596,3382.663491164596,3382.663491164596,3382.663491164596,3382.663491164596,2024-01-04,0,0,0,0,0,0
,3406.1579561931667,3406.1579561931667,3406.1579561931667,3406.1579561931667,3406.1579561931667,2024-01-05,0,0,0,0,0,0
,3479.9344416438303,3479.9344416438303,3479.9344416438303,3479.9344416438303,3479.9344416438303,2024-01-08,0,0,0,0,0,0
,3467.597348096857,3467.597348096857,3467.597348096857,3467.597348096857,3467.597348096857,2024-01-09,0,0,0,0,0,0
,3489.715754691779,3489.715754691779,3489.715754691779,3489.715754691779,3489.715754691779,2024-01-10,0,0,0,0,0,0
,3485.3410264487006,3485.3410264487006,3485.3410264487006,3485.3410264487006,3485.3410264487006,2024-01-11,0,0,0,0,0,0
,3445.5775381734243,3445.5775381734243,3445.5775381734243,3445.5775381734243,3445.5775381734243,2024-01-12,0,0,0,0,0,0
,3515.4221289211832,3515.4221289211832,3515.4221289211832,3515.4221289211832,3515.4221289211832,2024-01-15,0,0,0,0,0,0
,3487.798642841839,3487.798642841839,3487.798642841839,3487.798642841839,3487.798642841839,2024-01-16,0,0,0,0,0,0
,3494.680056781437,3494.680056781437,3494.680056781437,3494.680056781437,3494.680056781437,2024-01-17,0,0,0,0,0,0
,3510.2120074684813,3510.2120074684813,3510.2120074684813,3510.2120074684813,3510.2120074684813,2024-01-18,0,0,0,0,0,0
,3541.865594827272,3541.865594827272,3541.865594827272,3541.865594827272,3541.865594827272,2024-01-19,0,0,0,0,0,0
,3575.8784984849062,3575.8784984849062,3575.8784984849062,3575.8784984849062,3575.8784984849062,2024-01-23,0,0,0,0,0,0
,3509.425630807157,3509.425630807157,3509.425630807157,3509.425630807157,3509.425630807157,2024-01-24,0,0,0,0,0,0
,3538.818049700548,3538.818049700548,3538.818049700548,3538.818049700548,3538.818049700548,2024-01-25,0,0,0,0,0,0
,3542.8483818243494,3542.8483818243494,3542.8483818243494,3542.8483818243494,3542.8483818243494,2024-01-29,0,0,0,0,0,0
,3652.8991419242775,3652.8991419242775,3652.8991419242775,3652.8991419242775,3652.8991419242775,2024-01-30,0,0,0,0,0,0
,3460.273838817444,3460.273838817444,3460.273838817444,3460.273838817444,3460.273838817444,2024-01-31,0,0,0,0,0,0
,3420.952648501876,3420.952648501876,3420.952648501876,3420.952648501876,3420.952648501876,2024-02-01,0,0,0,0,0,0
,3344.9640731096847,3344.9640731096847,3344.9640731096847,3344.9640731096847,3344.9640731096847,2024-02-02,0,0,0,0,0,0
,3318.2256814969937,3318.2256814969937,3318.2256814969937,3318.2256814969937,3318.2256814969937,2024-02-05,0,0,0,0,0,0
,3289.226158100314,3289.226158100314,3289.226158100314,3289.226158100314,3289.226158100314,2024-02-06,0,0,0,0,0,0
,3386.546428467918,3386.546428467918,3386.546428467918,3386.546428467918,3386.546428467918,2024-02-07,0,0,0,0,0,0
,3355.089551337529,3355.089551337529,3355.089551337529,3355.089551337529,3355.089551337529,2024-02-08,0,0,0,0,0,0
,3279.641811825158,3279.641811825158,3279.641811825158,3279.641811825158,3279.641811825158,2024-02-09,0,0,0,0,0,0
,3273.497740318375,3273.497740318375,3273.497740318375,3273.497740318375,3273.497740318375,2024-02-12,0,0,0,0,0,0
,3255.803282120277,3255.803282120277,3255.803282120277,3255.803282120277,3255.803282120277,2024-02-13,0,0,0,0,0,0
,3234.2255891152977,3234.2255891152977,3234.2255891152977,3234.2255891152977,3234.2255891152977,2024-02-14,0,0,0,0,0,0
,3252.854091376783,3252.854091376783,3252.854091376783,3252.854091376783,3252.854091376783,2024-02-15,0,0,0,0,0,0
,3248.872577202508,3248.872577202508,3248.872577202508,3248.872577202508,3248.872577202508,2024-02-16,0,0,0,0,0,0
,3342.8506792338067,3342.8506792338067,3342.8506792338067,3342.8506792338067,3342.8506792338067,2024-02-19,0,0,0,0,0,0
,3283.1807940708886,3283.1807940708886,3283.1807940708886,3283.1807940708886,3283.1807940708886,2024-02-20,0,0,0,0,0,0
,3299.941231179559,3299.941231179559,3299.941231179559,3299.941231179559,3299.941231179559,2024-02-21,0,0,0,0,0,0
,3253.83706031099,3253.83706031099,3253.83706031099,3253.83706031099,3253.83706031099,2024-02-22,0,0,0,0,0,0
,3306.675020932053,3306.675020932053,3306.675020932053,3306.675020932053,3306.675020932053,2024-02-23,0,0,0,0,0,0
,3342.3099095564894,3342.3099095564894,3342.3099095564894,3342.3099095564894,3342.3099095564894,2024-02-26,0,0,0,0,0,0
,3416.0372949709936,3416.0372949709936,3416.0372949709936,3416.0372949709936,3416.0372949709936,2024-02-27,0,0,0,0,0,0
,3445.528175194786,3445.528175194786,3445.528175194786,3445.528175194786,3445.528175194786,2024-02-28,0,0,0,0,0,0
,3425.867732445384,3425.867732445384,3425.867732445384,3425.867732445384,3425.867732445384,2024-02-29,0,0,0,0,0,0
,3442.2349942450974,3442.2349942450974,3442.2349942450974,3442.2349942450974,3442.2349942450974,2024-03-01,0,0,0,0,0,0
,3607.728829963852,3607.728829963852,3607.728829963852,3607.728829963852,3607.728829963852,2024-03-04,0,0,0,0,0,0
,3569.586991935605,3569.586991935605,3569.586991935605,3569.586991935605,3569.586991935605,2024-03-05,0,0,0,0,0,0
,3556.6110556652293,3556.6110556652293,3556.6110556652293,3556.6110556652293,3556.6110556652293,2024-03-06,0,0,0,0,0,0
,3598.6354717054296,3598.6354717054296,3598.6354717054296,3598.6354717054296,3598.6354717054296,2024-03-07,0,0,0,0,0,0
,3637.219909900135,3637.219909900135,3637.219909900135,3637.219909900135,3637.219909900135,2024-03-11,0,0,0,0,0,0
,3577.3038813071857,3577.3038813071857,3577.3038813071857,3577.3038813071857,3577.3038813071857,2024-03-12,0,0,0,0,0,0
,3573.2243031876847,3573.2243031876847,3573.2243031876847,3573.2243031876847,3573.2243031876847,2024-03-13,0,0,0,0,0,0
,3467.204315321638,3467.204315321638,3467.204315321638,3467.204315321638,3467.204315321638,2024-03-14,0,0,0,0,0,0
,3536.950427542037,3536.950427542037,3536.950427542037,3536.950427542037,3536.950427542037,2024-03-15,0,0,0,0,0,0
,3477.132682851996,3477.132682851996,3477.132682851996,3477.132682851996,3477.132682851996,2024-03-18,0,0,0,0,0,0
,3480.9176442134026,3480.9176442134026,3480.9176442134026,3480.9176442134026,3480.9176442134026,2024-03-19,0,0,0,0,0,0
,3443.3166546278585,3443.3166546278585,3443.3166546278585,3443.3166546278585,3443.3166546278585,2024-03-20,0,0,0,0,0,0
,3465.3364409688484,3465.3364409688484,3465.3364409688484,3465.3364409688484,3465.3364409688484,2024-03-21,0,0,0,0,0,0
,3486.0293371969537,3486.0293371969537,3486.0293371969537,3486.0293371969537,3486.0293371969537,2024-03-22,0,0,0,0,0,0
,3543.831646015062,3543.831646015062,3543.831646015062,3543.831646015062,3543.831646015062,2024-03-26,0,0,0,0,0,0
,3620.508368061104,3620.508368061104,3620.508368061104,3620.508368061104,3620.508368061104,2024-03-27,0,0,0,0,0,0
,3643.658638595526,3643.658638595526,3643.658638595526,3643.658638595526,3643.658638595526,2024-03-28,0,0,0,0,0,0
,3716.697970808546,3716.697970808546,3716.697970808546,3716.697970808546,3716.697970808546,2024-04-01,0,0,0,0,0,0
,3784.478079921172,3784.478079921172,3784.478079921172,3784.478079921172,3784.478079921172,2024-04-02,0,0,0,0,0,0
,3735.2280603905615,3735.2280603905615,3735.2280603905615,3735.2280603905615,3735.2280603905615,2024-04-03,0,0,0,0,0,0
,3740.339609743757,3740.339609743757,3740.339609743757,3740.339609743757,3740.339609743757,2024-04-04,0,0,0,0,0,0
,3706.130251588917,3706.130251588917,3706.130251588917,3706.130251588917,3706.130251588917,2024-04-05,0,0,0,0,0,0
,3681.45630839201,3681.45630839201,3681.45630839201,3681.45630839201,3681.45630839201,2024-04-08,0,0,0,0,0,0
,3755.1838138167886,3755.1838138167886,3755.1838138167886,3755.1838138167886,3755.1838138167886,2024-04-09,0,0,0,0,0,0
,3735.522806157532,3735.522806157532,3735.522806157532,3735.522806157532,3735.522806157532,2024-04-10,0,0,0,0,0,0
,3686.322116558421,3686.322116558421,3686.322116558421,3686.322116558421,3686.322116558421,2024-04-12,0,0,0,0,0,0
,3564.52444732508,3564.52444732508,3564.52444732508,3564.52444732508,3564.52444732508,2024-04-15,0,0,0,0,0,0
,3519.3050076932896,3519.3050076932896,3519.3050076932896,3519.3050076932896,3519.3050076932896,2024-04-16,0,0,0,0,0,0
,3501.5120864898577,3501.5120864898577,3501.5120864898577,3501.5120864898577,3501.5120864898577,2024-04-18,0,0,0,0,0,0
,3465.188924390691,3465.188924390691,3465.188924390691,3465.188924390691,3465.188924390691,2024-04-19,0,0,0,0,0,0
,3508.1966556579137,3508.1966556579137,3508.1966556579137,3508.1966556579137,3508.1966556579137,2024-04-22,0,0,0,0,0,0
,3571.1106694558407,3571.1106694558407,3571.1106694558407,3571.1106694558407,3571.1106694558407,2024-04-23,0,0,0,0,0,0
,3555.1855097527296,3555.1855097527296,3555.1855097527296,3555.1855097527296,3555.1855097527296,2024-04-24,0,0,0,0,0,0
,3554.7433784756945,3554.7433784756945,3554.7433784756945,3554.7433784756945,3554.7433784756945,2024-04-25,0,0,0,0,0,0
,3590.0342841106994,3590.0342841106994,3590.0342841106994,3590.0342841106994,3590.0342841106994,2024-04-26,0,0,0,0,0,0
,3544.913057183897,3544.913057183897,3544.913057183897,3544.913057183897,3544.913057183897,2024-04-29,0,0,0,0,0,0
,3577.254730576903,3577.254730576903,3577.254730576903,3577.254730576903,3577.254730576903,2024-04-30,0,0,0,0,0,0
,3529.1354408445814,3529.1354408445814,3529.1354408445814,3529.1354408445814,3529.1354408445814,2024-05-02,0,0,0,0,0,0
,3548.7468675840228,3548.7468675840228,3548.7468675840228,3548.7468675840228,3548.7468675840228,2024-05-03,0,0,0,0,0,0
,3463.026560163976,3463.026560163976,3463.026560163976,3463.026560163976,3463.026560163976,2024-05-06,0,0,0,0,0,0
,3420.362883628184,3420.362883628184,3420.362883628184,3420.362883628184,3420.362883628184,2024-05-07,0,0,0,0,0,0
,3370.818004699296,3370.818004699296,3370.818004699296,3370.818004699296,3370.818004699296,2024-05-08,0,0,0,0,0,0
,3256.5404459914744,3256.5404459914744,3256.5404459914744,3256.5404459914744,3256.5404459914744,2024-05-09,0,0,0,0,0,0
,3225.919084549805,3225.919084549805,3225.919084549805,3225.919084549805,3225.919084549805,2024-05-10,0,0,0,0,0,0
,3211.615866827031,3211.615866827031,3211.615866827031,3211.615866827031,3211.615866827031,2024-05-13,0,0,0,0,0,0
,3244.006770008901,3244.006770008901,3244.006770008901,3244.006770008901,3244.006770008901,2024-05-14,0,0,0,0,0,0
,3332.479576402101,3332.479576402101,3332.479576402101,3332.479576402101,3332.479576402101,2024-05-15,0,0,0,0,0,0
,3370.768718156894,3370.768718156894,3370.768718156894,3370.768718156894,3370.768718156894,2024-05-16,0,0,0,0,0,0
,3416.9713425077857,3416.9713425077857,3416.9713425077857,3416.9713425077857,3416.9713425077857,2024-05-17,0,0,0,0,0,0
,3399.3259354549778,3399.3259354549778,3399.3259354549778,3399.3259354549778,3399.3259354549778,2024-05-21,0,0,0,0,0,0
,3391.510887914321,3391.510887914321,3391.510887914321,3391.510887914321,3391.510887914321,2024-05-22,0,0,0,0,0,0
,3402.1764416734054,3402.1764416734054,3402.1764416734054,3402.1764416734054,3402.1764416734054,2024-05-23,0,0,0,0,0,0
,3525.1540577951887,3525.1540577951887,3525.1540577951887,3525.1540577951887,3525.1540577951887,2024-05-24,0,0,0,0,0,0
,3583.05431026439,3583.05431026439,3583.05431026439,3583.05431026439,3583.05431026439,2024-05-27,0,0,0,0,0,0
,3590.0341536601704,3590.0341536601704,3590.0341536601704,3590.0341536601704,3590.0341536601704,2024-05-28,0,0,0,0,0,0
,3549.7297590075214,3549.7297590075214,3549.7297590075214,3549.7297590075214,3549.7297590075214,2024-05-29,0,0,0,0,0,0
,3564.524454173408,3564.524454173408,3564.524454173408,3564.524454173408,3564.524454173408,2024-05-30,0,0,0,0,0,0
,3574.6988620799234,3574.6988620799234,3574.6988620799234,3574.6988620799234,3574.6988620799234,2024-05-31,0,0,0,0,0,0
,3789.9828135864914,3789.9828135864914,3789.9828135864914,3789.9828135864914,3789.9828135864914,2024-06-03,0,0,0,0,0,0
,3786.6405226526304,3786.6405226526304,3786.6405226526304,3786.6405226526304,3786.6405226526304,2024-06-04,0,0,0,0,0,0
,3383.106023885246,3383.106023885246,3383.106023885246,3383.106023885246,3383.106023885246,2024-06-05,0,0,0,0,0,0
,3379.6653320036944,3379.6653320036944,3379.6653320036944,3379.6653320036944,3379.6653320036944,2024-06-06,0,0,0,0,0,0
,3406.25628373822,3406.25628373822,3406.25628373822,3406.25628373822,3406.25628373822,2024-06-07,0,0,0,0,0,0
,3461.3060635247307,3461.3060635247307,3461.3060635247307,3461.3060635247307,3461.3060635247307,2024-06-10,0,0,0,0,0,0
,3509.4254476256383,3509.4254476256383,3509.4254476256383,3509.4254476256383,3509.4254476256383,2024-06-11,0,0,0,0,0,0
,3553.661949605066,3553.661949605066,3553.661949605066,3553.661949605066,3553.661949605066,2024-06-12,0,0,0,0,0,0
,3603.305029548159,3603.305029548159,3603.305029548159,3603.305029548159,3603.305029548159,2024-06-13,0,0,0,0,0,0
,3654.914336088517,3654.914336088517,3654.914336088517,3654.914336088517,3654.914336088517,2024-06-14,0,0,0,0,0,0
,3645.083838799685,3645.083838799685,3645.083838799685,3645.083838799685,3645.083838799685,2024-06-18,0,0,0,0,0,0
,3627.3895487993927,3627.3895487993927,3627.3895487993927,3627.3895487993927,3627.3895487993927,2024-06-19,0,0,0,0,0,0
,3551.8243540135686,3551.8243540135686,3551.8243540135686,3551.8243540135686,3551.8243540135686,2024-06-20,0,0,0,0,0,0
,3570.7481998456587,3570.7481998456587,3570.7481998456587,3570.7481998456587,3570.7481998456587,2024-06-21,0,0,0,0,0,0
,3487.821481155492,3487.821481155492,3487.821481155492,3487.821481155492,3487.821481155492,2024-06-24,0,0,0,0,0,0
,3523.6373620686804,3523.6373620686804,3523.6373620686804,3523.6373620686804,3523.6373620686804,2024-06-25,0,0,0,0,0,0
,3567.7262697674155,3567.7262697674155,3567.7262697674155,3567.7262697674155,3567.7262697674155,2024-06-26,0,0,0,0,0,0
,3564.209017285815,3564.209017285815,3564.209017285815,3564.209017285815,3564.209017285815,2024-06-27,0,0,0,0,0,0
,3507.289749024576,3507.289749024576,3507.289749024576,3507.289749024576,3507.289749024576,2024-06-28,0,0,0,0,0,0
,3502.5340870656305,3502.5340870656305,3502.5340870656305,3502.5340870656305,3502.5340870656305,2024-07-01,0,0,0,0,0,0
,3502.385541573321,3502.385541573321,3502.385541573321,3502.385541573321,3502.385541573321,2024-07-02,0,0,0,0,0,0
,3616.6202346651207,3616.6202346651207,3616.6202346651207,3616.6202346651207,3616.6202346651207,2024-07-03,0,0,0,0,0,0
,3582.686796593475,3582.686796593475,3582.686796593475,3582.686796593475,3582.686796593475,2024-07-04,0,0,0,0,0,0
,3540.2822482724014,3540.2822482724014,3540.2822482724014,3540.2822482724014,3540.2822482724014,2024-07-05,0,0,0,0,0,0
,3606.464948630707,3606.464948630707,3606.464948630707,3606.464948630707,3606.464948630707,2024-07-08,0,0,0,0,0,0
,3616.273522866348,3616.273522866348,3616.273522866348,3616.273522866348,3616.273522866348,2024-07-09,0,0,0,0,0,0
,3650.999592405431,3650.999592405431,3650.999592405431,3650.999592405431,3650.999592405431,2024-07-10,0,0,0,0,0,0
,3626.181086791514,3626.181086791514,3626.181086791514,3626.181086791514,3626.181086791514,2024-07-11,0,0,0,0,0,0
,3596.45833837869,3596.45833837869,3596.45833837869,3596.45833837869,3596.45833837869,2024-07-12,0,0,0,0,0,0
,3636.0885264472968,3636.0885264472968,3636.0885264472968,3636.0885264472968,3636.0885264472968,2024-07-15,0,0,0,0,0,0
,3612.4095587798215,3612.4095587798215,3612.4095587798215,3612.4095587798215,3612.4095587798215,2024-07-16,0,0,0,0,0,0
,3606.3657548731135,3606.3657548731135,3606.3657548731135,3606.3657548731135,3606.3657548731135,2024-07-18,0,0,0,0,0,0
,3617.264147674278,3617.264147674278,3617.264147674278,3617.264147674278,3617.264147674278,2024-07-19,0,0,0,0,0,0
,3584.469920006228,3584.469920006228,3584.469920006228,3584.469920006228,3584.469920006228,2024-07-22,0,0,0,0,0,0
,3635.692415852077,3635.692415852077,3635.692415852077,3635.692415852077,3635.692415852077,2024-07-23,0,0,0,0,0,0
,3516.206689291588,3516.206689291588,3516.206689291588,3516.206689291588,3516.206689291588,2024-07-24,0,0,0,0,0,0
,3506.2991890603626,3506.2991890603626,3506.2991890603626,3506.2991890603626,3506.2991890603626,2024-07-25,0,0,0,0,0,0
,3595.4673944643587,3595.4673944643587,3595.4673944643587,3595.4673944643587,3595.4673944643587,2024-07-26,0,0,0,0,0,0
,3666.802205120295,3666.802205120295,3666.802205120295,3666.802205120295,3666.802205120295,2024-07-29,0,0,0,0,0,0
,3739.969946119707,3739.969946119707,3739.969946119707,3739.969946119707,3739.969946119707,2024-07-30,0,0,0,0,0,0
,3742.1494918483113,3742.1494918483113,3742.1494918483113,3742.1494918483113,3742.1494918483113,2024-07-31,0,0,0,0,0,0
,3774.7949404176857,3774.7949404176857,3774.7949404176857,3774.7949404176857,3774.7949404176857,2024-08-01,0,0,0,0,0,0
,3695.881139197811,3695.881139197811,3695.881139197811,3695.881139197811,3695.881139197811,2024-08-02,0,0,0,0,0,0
,3563.7630621462454,3563.7630621462454,3563.7630621462454,3563.7630621462454,3563.7630621462454,2024-08-05,0,0,0,0,0,0
,3515.215894468333,3515.215894468333,3515.215894468333,3515.215894468333,3515.215894468333,2024-08-06,0,0,0,0,0,0
,3596.458311189059,3596.458311189059,3596.458311189059,3596.458311189059,3596.458311189059,2024-08-07,0,0,0,0,0,0
,3587.5413009561235,3587.5413009561235,3587.5413009561235,3587.5413009561235,3587.5413009561235,2024-08-08,0,0,0,0,0,0
,3566.7353789703648,3566.7353789703648,3566.7353789703648,3566.7353789703648,3566.7353789703648,2024-08-09,0,0,0,0,0,0
,3545.9294853625324,3545.9294853625324,3545.9294853625324,3545.9294853625324,3545.9294853625324,2024-08-12,0,0,0,0,0,0
,3546.920337007265,3546.920337007265,3546.920337007265,3546.920337007265,3546.920337007265,2024-08-13,0,0,0,0,0,0
,3526.0645978570737,3526.0645978570737,3526.0645978570737,3526.0645978570737,3526.0645978570737,2024-08-14,0,0,0,0,0,0
,3544.938665275676,3544.938665275676,3544.938665275676,3544.938665275676,3544.938665275676,2024-08-16,0,0,0,0,0,0
,3566.587018331604,3566.587018331604,3566.587018331604,3566.587018331604,3566.587018331604,2024-08-19,0,0,0,0,0,0
,3529.086661893691,3529.086661893691,3529.086661893691,3529.086661893691,3529.086661893691,2024-08-20,0,0,0,0,0,0
,3556.827875990509,3556.827875990509,3556.827875990509,3556.827875990509,3556.827875990509,2024-08-21,0,0,0,0,0,0
,3573.7202592470203,3573.7202592470203,3573.7202592470203,3573.7202592470203,3573.7202592470203,2024-08-22,0,0,0,0,0,0
,3573.1753203821986,3573.1753203821986,3573.1753203821986,3573.1753203821986,3573.1753203821986,2024-08-23,0,0,0,0,0,0
,3577.633907640444,3577.633907640444,3577.633907640444,3577.633907640444,3577.633907640444,2024-08-26,0,0,0,0,0,0
,3608.991152703212,3608.991152703212,3608.991152703212,3608.991152703212,3608.991152703212,2024-08-27,0,0,0,0,0,0
,3670.7652176002025,3670.7652176002025,3670.7652176002025,3670.7652176002025,3670.7652176002025,2024-08-28,0,0,0,0,0,0
,3656.399211932385,3656.399211932385,3656.399211932385,3656.399211932385,3656.399211932385,2024-08-29,0,0,0,0,0,0
,3683.992060763176,3683.992060763176,3683.992060763176,3683.992060763176,3683.992060763176,2024-08-30,0,0,0,0,0,0
,3671.755930308264,3671.755930308264,3671.755930308264,3671.755930308264,3671.755930308264,2024-09-02,0,0,0,0,0,0
,3659.8171817795615,3659.8171817795615,3659.8171817795615,3659.8171817795615,3659.8171817795615,2024-09-03,0,0,0,0,0,0
,3616.2735058407375,3616.2735058407375,3616.2735058407375,3616.2735058407375,3616.2735058407375,2024-09-04,0,0,0,0,0,0
,3634.107024290044,3634.107024290044,3634.107024290044,3634.107024290044,3634.107024290044,2024-09-05,0,0,0,0,0,0
,3581.6960064328896,3581.6960064328896,3581.6960064328896,3581.6960064328896,3581.6960064328896,2024-09-06,0,0,0,0,0,0
,3550.883366854938,3550.883366854938,3550.883366854938,3550.883366854938,3550.883366854938,2024-09-09,0,0,0,0,0,0
,3551.8740229860086,3551.8740229860086,3551.8740229860086,3551.8740229860086,3551.8740229860086,2024-09-10,0,0,0,0,0,0
,3561.7817251150263,3561.7817251150263,3561.7817251150263,3561.7817251150263,3561.7817251150263,2024-09-11,0,0,0,0,0,0
,3525.12359528144,3525.12359528144,3525.12359528144,3525.12359528144,3525.12359528144,2024-09-12,0,0,0,0,0,0
,3588.5320727667454,3588.5320727667454,3588.5320727667454,3588.5320727667454,3588.5320727667454,2024-09-13,0,0,0,0,0,0
,3585.708311189913,3585.708311189913,3585.708311189913,3585.708311189913,3585.708311189913,2024-09-16,0,0,0,0,0,0
,3634.1070451471865,3634.1070451471865,3634.1070451471865,3634.1070451471865,3634.1070451471865,2024-09-17,0,0,0,0,0,0
,3654.913033658612,3654.913033658612,3654.913033658612,3654.913033658612,3654.913033658612,2024-09-18,0,0,0,0,0,0
,3715.349537576296,3715.349537576296,3715.349537576296,3715.349537576296,3715.349537576296,2024-09-19,0,0,0,0,0,0
,3665.811495555866,3665.811495555866,3665.811495555866,3665.811495555866,3665.811495555866,2024-09-20,0,0,0,0,0,0
,3764.8873219164702,3764.8873219164702,3764.8873219164702,3764.8873219164702,3764.8873219164702,2024-09-23,0,0,0,0,0,0
,3752.701076958316,3752.701076958316,3752.701076958316,3752.701076958316,3752.701076958316,2024-09-24,0,0,0,0,0,0
,3752.5525980290936,3752.5525980290936,3752.5525980290936,3752.5525980290936,3752.5525980290936,2024-09-25,0,0,0,0,0,0
,3765.878078680753,3765.878078680753,3765.878078680753,3765.878078680753,3765.878078680753,2024-09-26,0,0,0,0,0,0
,3703.460357923151,3703.460357923151,3703.460357923151,3703.460357923151,3703.460357923151,2024-09-27,0,0,0,0,0,0
,3664.820672368274,3664.820672368274,3664.820672368274,3664.820672368274,3664.820672368274,2024-09-30,0,0,0,0,0,0
,3633.116469278175,3633.116469278175,3633.116469278175,3633.116469278175,3633.116469278175,2024-10-01,0,0,0,0,0,0
,3549.397123794199,3549.397123794199,3549.397123794199,3549.397123794199,3549.397123794199,2024-10-03,0,0,0,0,0,0
,3482.5208261434614,3482.5208261434614,3482.5208261434614,3482.5208261434614,3482.5208261434614,2024-10-04,0,0,0,0,0,0
,3472.6132534846006,3472.6132534846006,3472.6132534846006,3472.6132534846006,3472.6132534846006,2024-10-07,0,0,0,0,0,0
,3460.6745819218163,3460.6745819218163,3460.6745819218163,3460.6745819218163,3460.6745819218163,2024-10-08,0,0,0,0,0,0
,3509.3208657946843,3509.3208657946843,3509.3208657946843,3509.3208657946843,3509.3208657946843,2024-10-09,0,0,0,0,0,0
,3482.5209061300893,3482.5209061300893,3482.5209061300893,3482.5209061300893,3482.5209061300893,2024-10-10,0,0,0,0,0,0
,3437.3422121277545,3437.3422121277545,3437.3422121277545,3437.3422121277545,3437.3422121277545,2024-10-11,0,0,0,0,0,0
,3477.5671471693995,3477.5671471693995,3477.5671471693995,3477.5671471693995,3477.5671471693995,2024-10-14,0,0,0,0,0,0
,3537.012684122755,3537.012684122755,3537.012684122755,3537.012684122755,3537.012684122755,2024-10-15,0,0,0,0,0,0
