Ticker,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,Date,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_strength,positive_ratio,negative_ratio
,2386.918882093857,2386.918882093857,2386.918882093857,2386.918882093857,2386.918882093857,2023-02-24,0,0,0,0,0,0
,2381.9385550799434,2381.9385550799434,2381.9385550799434,2381.9385550799434,2381.9385550799434,2023-02-27,0,0,0,0,0,0
,2365.4173312615303,2365.4173312615303,2365.4173312615303,2365.4173312615303,2365.4173312615303,2023-02-28,0,0,0,0,0,0
,2354.163700384883,2354.163700384883,2354.163700384883,2354.163700384883,2354.163700384883,2023-03-01,0,0,0,0,0,0
,2362.065176824087,2362.065176824087,2362.065176824087,2362.065176824087,2362.065176824087,2023-03-02,0,0,0,0,0,0
,2361.82547946808,2361.82547946808,2361.82547946808,2361.82547946808,2361.82547946808,2023-03-03,0,0,0,0,0,0
,2377.101518791136,2377.101518791136,2377.101518791136,2377.101518791136,2377.101518791136,2023-03-06,0,0,0,0,0,0
,2381.938294542572,2381.938294542572,2381.938294542572,2381.938294542572,2381.938294542572,2023-03-08,0,0,0,0,0,0
,2379.87923492529,2379.87923492529,2379.87923492529,2379.87923492529,2379.87923492529,2023-03-09,0,0,0,0,0,0
,2346.50179140768,2346.50179140768,2346.50179140768,2346.50179140768,2346.50179140768,2023-03-10,0,0,0,0,0,0
,2361.825674591218,2361.825674591218,2361.825674591218,2361.825674591218,2361.825674591218,2023-03-13,0,0,0,0,0,0
,2357.994679674439,2357.994679674439,2357.994679674439,2357.994679674439,2357.994679674439,2023-03-14,0,0,0,0,0,0
,2348.321326928999,2348.321326928999,2348.321326928999,2348.321326928999,2348.321326928999,2023-03-15,0,0,0,0,0,0
,2322.509607031112,2322.509607031112,2322.509607031112,2322.509607031112,2322.509607031112,2023-03-16,0,0,0,0,0,0
,2367.2368064297657,2367.2368064297657,2367.2368064297657,2367.2368064297657,2367.2368064297657,2023-03-17,0,0,0,0,0,0
,2344.011346857075,2344.011346857075,2344.011346857075,2344.011346857075,2344.011346857075,2023-03-20,0,0,0,0,0,0
,2408.755642269459,2408.755642269459,2408.755642269459,2408.755642269459,2408.755642269459,2023-03-21,0,0,0,0,0,0
,2368.1469413578857,2368.1469413578857,2368.1469413578857,2368.1469413578857,2368.1469413578857,2023-03-22,0,0,0,0,0,0
,2370.445226776383,2370.445226776383,2370.445226776383,2370.445226776383,2370.445226776383,2023-03-23,0,0,0,0,0,0
,2367.7634520861684,2367.7634520861684,2367.7634520861684,2367.7634520861684,2367.7634520861684,2023-03-24,0,0,0,0,0,0
,2380.023060005252,2380.023060005252,2380.023060005252,2380.023060005252,2380.023060005252,2023-03-27,0,0,0,0,0,0
,2403.775174000652,2403.775174000652,2403.775174000652,2403.775174000652,2403.775174000652,2023-03-28,0,0,0,0,0,0
,2380.0230837973822,2380.0230837973822,2380.0230837973822,2380.0230837973822,2380.0230837973822,2023-03-29,0,0,0,0,0,0
,2450.7056172736043,2450.7056172736043,2450.7056172736043,2450.7056172736043,2450.7056172736043,2023-03-31,0,0,0,0,0,0
,2461.43218058454,2461.43218058454,2461.43218058454,2461.43218058454,2461.43218058454,2023-04-03,0,0,0,0,0,0
,2406.3612162045665,2406.3612162045665,2406.3612162045665,2406.3612162045665,2406.3612162045665,2023-04-05,0,0,0,0,0,0
,2466.2209305866872,2466.2209305866872,2466.2209305866872,2466.2209305866872,2466.2209305866872,2023-04-06,0,0,0,0,0,0
,2456.882961506933,2456.882961506933,2456.882961506933,2456.882961506933,2456.882961506933,2023-04-10,0,0,0,0,0,0
,2432.699463681189,2432.699463681189,2432.699463681189,2432.699463681189,2432.699463681189,2023-04-11,0,0,0,0,0,0
,2448.023795927993,2448.023795927993,2448.023795927993,2448.023795927993,2448.023795927993,2023-04-12,0,0,0,0,0,0
,2418.333241081893,2418.333241081893,2418.333241081893,2418.333241081893,2418.333241081893,2023-04-13,0,0,0,0,0,0
,2464.3055125828782,2464.3055125828782,2464.3055125828782,2464.3055125828782,2464.3055125828782,2023-04-17,0,0,0,0,0,0
,2451.8545012024724,2451.8545012024724,2451.8545012024724,2451.8545012024724,2451.8545012024724,2023-04-18,0,0,0,0,0,0
,2440.361641725093,2440.361641725093,2440.361641725093,2440.361641725093,2440.361641725093,2023-04-19,0,0,0,0,0,0
,2411.437645948158,2411.437645948158,2411.437645948158,2411.437645948158,2411.437645948158,2023-04-20,0,0,0,0,0,0
,2386.7271816547222,2386.7271816547222,2386.7271816547222,2386.7271816547222,2386.7271816547222,2023-04-21,0,0,0,0,0,0
,2396.3050971112734,2396.3050971112734,2396.3050971112734,2396.3050971112734,2396.3050971112734,2023-04-24,0,0,0,0,0,0
,2385.6259183638385,2385.6259183638385,2385.6259183638385,2385.6259183638385,2385.6259183638385,2023-04-25,0,0,0,0,0,0
,2384.81178817641,2384.81178817641,2384.81178817641,2384.81178817641,2384.81178817641,2023-04-26,0,0,0,0,0,0
,2407.749885226842,2407.749885226842,2407.749885226842,2407.749885226842,2407.749885226842,2023-04-27,0,0,0,0,0,0
,2333.1408551288887,2333.1408551288887,2333.1408551288887,2333.1408551288887,2333.1408551288887,2023-04-28,0,0,0,0,0,0
,2367.3808682079725,2367.3808682079725,2367.3808682079725,2367.3808682079725,2367.3808682079725,2023-05-02,0,0,0,0,0,0
,2353.1578625413504,2353.1578625413504,2353.1578625413504,2353.1578625413504,2353.1578625413504,2023-05-03,0,0,0,0,0,0
,2381.8906372597844,2381.8906372597844,2381.8906372597844,2381.8906372597844,2381.8906372597844,2023-05-04,0,0,0,0,0,0
,2394.389349210862,2394.389349210862,2394.389349210862,2394.389349210862,2394.389349210862,2023-05-05,0,0,0,0,0,0
,2399.896362947055,2399.896362947055,2399.896362947055,2399.896362947055,2399.896362947055,2023-05-08,0,0,0,0,0,0
,2418.3332788275507,2418.3332788275507,2418.3332788275507,2418.3332788275507,2418.3332788275507,2023-05-09,0,0,0,0,0,0
,2414.501989116595,2414.501989116595,2414.501989116595,2414.501989116595,2414.501989116595,2023-05-10,0,0,0,0,0,0
,2429.7784751826584,2429.7784751826584,2429.7784751826584,2429.7784751826584,2429.7784751826584,2023-05-11,0,0,0,0,0,0
,2484.41848965599,2484.41848965599,2484.41848965599,2484.41848965599,2484.41848965599,2023-05-12,0,0,0,0,0,0
,2526.5116455736534,2526.5116455736534,2526.5116455736534,2526.5116455736534,2526.5116455736534,2023-05-15,0,0,0,0,0,0
,2557.2077333067164,2557.2077333067164,2557.2077333067164,2557.2077333067164,2557.2077333067164,2023-05-16,0,0,0,0,0,0
,2559.123393033249,2559.123393033249,2559.123393033249,2559.123393033249,2559.123393033249,2023-05-17,0,0,0,0,0,0
,2552.89805494941,2552.89805494941,2552.89805494941,2552.89805494941,2552.89805494941,2023-05-18,0,0,0,0,0,0
,2517.604692654208,2517.604692654208,2517.604692654208,2517.604692654208,2517.604692654208,2023-05-19,0,0,0,0,0,0
,2523.686137392096,2523.686137392096,2523.686137392096,2523.686137392096,2523.686137392096,2023-05-22,0,0,0,0,0,0
,2520.812936341097,2520.812936341097,2520.812936341097,2520.812936341097,2520.812936341097,2023-05-23,0,0,0,0,0,0
,2509.320111830684,2509.320111830684,2509.320111830684,2509.320111830684,2509.320111830684,2023-05-24,0,0,0,0,0,0
,2499.74239110327,2499.74239110327,2499.74239110327,2499.74239110327,2499.74239110327,2023-05-25,0,0,0,0,0,0
,2493.7564454696626,2493.7564454696626,2493.7564454696626,2493.7564454696626,2493.7564454696626,2023-05-26,0,0,0,0,0,0
,2557.208075183852,2557.208075183852,2557.208075183852,2557.208075183852,2557.208075183852,2023-05-29,0,0,0,0,0,0
,2543.320481537517,2543.320481537517,2543.320481537517,2543.320481537517,2543.320481537517,2023-05-30,0,0,0,0,0,0
,2544.326258295689,2544.326258295689,2544.326258295689,2544.326258295689,2544.326258295689,2023-05-31,0,0,0,0,0,0
,2554.3346394466616,2554.3346394466616,2554.3346394466616,2554.3346394466616,2554.3346394466616,2023-06-01,0,0,0,0,0,0
,2595.517898149314,2595.517898149314,2595.517898149314,2595.517898149314,2595.517898149314,2023-06-02,0,0,0,0,0,0
,2601.695531235555,2601.695531235555,2601.695531235555,2601.695531235555,2601.695531235555,2023-06-05,0,0,0,0,0,0
,2585.9403426487465,2585.9403426487465,2585.9403426487465,2585.9403426487465,2585.9403426487465,2023-06-06,0,0,0,0,0,0
,2576.362901446265,2576.362901446265,2576.362901446265,2576.362901446265,2576.362901446265,2023-06-07,0,0,0,0,0,0
,2592.644726593282,2592.644726593282,2592.644726593282,2592.644726593282,2592.644726593282,2023-06-08,0,0,0,0,0,0
,2575.3573098116863,2575.3573098116863,2575.3573098116863,2575.3573098116863,2575.3573098116863,2023-06-09,0,0,0,0,0,0
,2533.2636207141936,2533.2636207141936,2533.2636207141936,2533.2636207141936,2533.2636207141936,2023-06-12,0,0,0,0,0,0
,2518.5144963410708,2518.5144963410708,2518.5144963410708,2518.5144963410708,2518.5144963410708,2023-06-13,0,0,0,0,0,0
,2558.165443709472,2558.165443709472,2558.165443709472,2558.165443709472,2558.165443709472,2023-06-14,0,0,0,0,0,0
,2599.301014997164,2599.301014997164,2599.301014997164,2599.301014997164,2599.301014997164,2023-06-15,0,0,0,0,0,0
,2576.0754853202907,2576.0754853202907,2576.0754853202907,2576.0754853202907,2576.0754853202907,2023-06-16,0,0,0,0,0,0
,2608.991794800498,2608.991794800498,2608.991794800498,2608.991794800498,2608.991794800498,2023-06-19,0,0,0,0,0,0
,2578.0932783009616,2578.0932783009616,2578.0932783009616,2578.0932783009616,2578.0932783009616,2023-06-20,0,0,0,0,0,0
,2593.494321938956,2593.494321938956,2593.494321938956,2593.494321938956,2593.494321938956,2023-06-21,0,0,0,0,0,0
,2576.789509730878,2576.789509730878,2576.789509730878,2576.789509730878,2576.789509730878,2023-06-22,0,0,0,0,0,0
,2560.036957740844,2560.036957740844,2560.036957740844,2560.036957740844,2560.036957740844,2023-06-23,0,0,0,0,0,0
,2551.201637164964,2551.201637164964,2551.201637164964,2551.201637164964,2551.201637164964,2023-06-26,0,0,0,0,0,0
,2560.809632754003,2560.809632754003,2560.809632754003,2560.809632754003,2560.809632754003,2023-06-27,0,0,0,0,0,0
,2561.629943077841,2561.629943077841,2561.629943077841,2561.629943077841,2561.629943077841,2023-06-28,0,0,0,0,0,0
,2574.1826419402705,2574.1826419402705,2574.1826419402705,2574.1826419402705,2574.1826419402705,2023-06-30,0,0,0,0,0,0
,2594.5082879280258,2594.5082879280258,2594.5082879280258,2594.5082879280258,2594.5082879280258,2023-07-03,0,0,0,0,0,0
,2608.074695137276,2608.074695137276,2608.074695137276,2608.074695137276,2608.074695137276,2023-07-04,0,0,0,0,0,0
,2607.012089290555,2607.012089290555,2607.012089290555,2607.012089290555,2607.012089290555,2023-07-05,0,0,0,0,0,0
,2664.898742426724,2664.898742426724,2664.898742426724,2664.898742426724,2664.898742426724,2023-07-06,0,0,0,0,0,0
,2658.3331128901764,2658.3331128901764,2658.3331128901764,2658.3331128901764,2658.3331128901764,2023-07-07,0,0,0,0,0,0
,2616.6198934290805,2616.6198934290805,2616.6198934290805,2616.6198934290805,2616.6198934290805,2023-07-10,0,0,0,0,0,0
,2565.637494383056,2565.637494383056,2565.637494383056,2565.637494383056,2565.637494383056,2023-07-11,0,0,0,0,0,0
,2611.840316089044,2611.840316089044,2611.840316089044,2611.840316089044,2611.840316089044,2023-07-12,0,0,0,0,0,0
,2592.5288051258945,2592.5288051258945,2592.5288051258945,2592.5288051258945,2592.5288051258945,2023-07-13,0,0,0,0,0,0
,2563.6095516454707,2563.6095516454707,2563.6095516454707,2563.6095516454707,2563.6095516454707,2023-07-14,0,0,0,0,0,0
,2578.093165819438,2578.093165819438,2578.093165819438,2578.093165819438,2578.093165819438,2023-07-17,0,0,0,0,0,0
,2593.108220539078,2593.108220539078,2593.108220539078,2593.108220539078,2593.108220539078,2023-07-18,0,0,0,0,0,0
,2590.4045287599947,2590.4045287599947,2590.4045287599947,2590.4045287599947,2590.4045287599947,2023-07-19,0,0,0,0,0,0
,2577.176009991206,2577.176009991206,2577.176009991206,2577.176009991206,2577.176009991206,2023-07-20,0,0,0,0,0,0
,2558.781576083369,2558.781576083369,2558.781576083369,2558.781576083369,2558.781576083369,2023-07-21,0,0,0,0,0,0
,2514.3650945281465,2514.3650945281465,2514.3650945281465,2514.3650945281465,2514.3650945281465,2023-07-24,0,0,0,0,0,0
,2491.384530663256,2491.384530663256,2491.384530663256,2491.384530663256,2491.384530663256,2023-07-25,0,0,0,0,0,0
,2490.708442012752,2490.708442012752,2490.708442012752,2490.708442012752,2490.708442012752,2023-07-26,0,0,0,0,0,0
,2472.8454090240016,2472.8454090240016,2472.8454090240016,2472.8454090240016,2472.8454090240016,2023-07-27,0,0,0,0,0,0
,2481.535523186936,2481.535523186936,2481.535523186936,2481.535523186936,2481.535523186936,2023-07-28,0,0,0,0,0,0
,2486.411831108086,2486.411831108086,2486.411831108086,2486.411831108086,2486.411831108086,2023-07-31,0,0,0,0,0,0
,2481.535462737908,2481.535462737908,2481.535462737908,2481.535462737908,2481.535462737908,2023-08-01,0,0,0,0,0,0
,2450.636893284709,2450.636893284709,2450.636893284709,2450.636893284709,2450.636893284709,2023-08-02,0,0,0,0,0,0
,2469.900247581168,2469.900247581168,2469.900247581168,2469.900247581168,2469.900247581168,2023-08-03,0,0,0,0,0,0
,2463.4791827802337,2463.4791827802337,2463.4791827802337,2463.4791827802337,2463.4791827802337,2023-08-04,0,0,0,0,0,0
,2452.568350491374,2452.568350491374,2452.568350491374,2452.568350491374,2452.568350491374,2023-08-07,0,0,0,0,0,0
,2480.763109518433,2480.763109518433,2480.763109518433,2480.763109518433,2480.763109518433,2023-08-08,0,0,0,0,0,0
,2477.528425780728,2477.528425780728,2477.528425780728,2477.528425780728,2477.528425780728,2023-08-09,0,0,0,0,0,0
,2461.3065740330035,2461.3065740330035,2461.3065740330035,2461.3065740330035,2461.3065740330035,2023-08-10,0,0,0,0,0,0
,2447.740495539686,2447.740495539686,2447.740495539686,2447.740495539686,2447.740495539686,2023-08-11,0,0,0,0,0,0
,2415.6831227312014,2415.6831227312014,2415.6831227312014,2415.6831227312014,2415.6831227312014,2023-08-14,0,0,0,0,0,0
,2446.774773156584,2446.774773156584,2446.774773156584,2446.774773156584,2446.774773156584,2023-08-16,0,0,0,0,0,0
,2464.7347926460725,2464.7347926460725,2464.7347926460725,2464.7347926460725,2464.7347926460725,2023-08-17,0,0,0,0,0,0
,2444.940298127666,2444.940298127666,2444.940298127666,2444.940298127666,2444.940298127666,2023-08-18,0,0,0,0,0,0
,2466.8105318231146,2466.8105318231146,2466.8105318231146,2466.8105318231146,2466.8105318231146,2023-08-21,0,0,0,0,0,0
,2485.011780597728,2485.011780597728,2485.011780597728,2485.011780597728,2485.011780597728,2023-08-22,0,0,0,0,0,0
,2486.363296854906,2486.363296854906,2486.363296854906,2486.363296854906,2486.363296854906,2023-08-23,0,0,0,0,0,0
,2496.019110831568,2496.019110831568,2496.019110831568,2496.019110831568,2496.019110831568,2023-08-24,0,0,0,0,0,0
,2478.638814258753,2478.638814258753,2478.638814258753,2478.638814258753,2478.638814258753,2023-08-25,0,0,0,0,0,0
,2476.707461215437,2476.707461215437,2476.707461215437,2476.707461215437,2476.707461215437,2023-08-28,0,0,0,0,0,0
,2470.817504416409,2470.817504416409,2470.817504416409,2470.817504416409,2470.817504416409,2023-08-29,0,0,0,0,0,0
,2439.195010058642,2439.195010058642,2439.195010058642,2439.195010058642,2439.195010058642,2023-08-30,0,0,0,0,0,0
,2444.8918958494737,2444.8918958494737,2444.8918958494737,2444.8918958494737,2444.8918958494737,2023-08-31,0,0,0,0,0,0
,2418.8214726506085,2418.8214726506085,2418.8214726506085,2418.8214726506085,2418.8214726506085,2023-09-01,0,0,0,0,0,0
,2427.4632529011587,2427.4632529011587,2427.4632529011587,2427.4632529011587,2427.4632529011587,2023-09-04,0,0,0,0,0,0
,2423.6008494404987,2423.6008494404987,2423.6008494404987,2423.6008494404987,2423.6008494404987,2023-09-05,0,0,0,0,0,0
,2426.9321238340804,2426.9321238340804,2426.9321238340804,2426.9321238340804,2426.9321238340804,2023-09-06,0,0,0,0,0,0
,2423.6009430880536,2423.6009430880536,2423.6009430880536,2423.6009430880536,2423.6009430880536,2023-09-07,0,0,0,0,0,0
,2417.8075511883862,2417.8075511883862,2417.8075511883862,2417.8075511883862,2417.8075511883862,2023-09-08,0,0,0,0,0,0
,2427.270086113604,2427.270086113604,2427.270086113604,2427.270086113604,2427.270086113604,2023-09-11,0,0,0,0,0,0
,2461.258359948765,2461.258359948765,2461.258359948765,2461.258359948765,2461.258359948765,2023-09-12,0,0,0,0,0,0
,2408.151480461981,2408.151480461981,2408.151480461981,2408.151480461981,2408.151480461981,2023-09-13,0,0,0,0,0,0
,2424.566377830064,2424.566377830064,2424.566377830064,2424.566377830064,2424.566377830064,2023-09-14,0,0,0,0,0,0
,2389.6125304768107,2389.6125304768107,2389.6125304768107,2389.6125304768107,2389.6125304768107,2023-09-15,0,0,0,0,0,0
,2386.2815273339934,2386.2815273339934,2386.2815273339934,2386.2815273339934,2386.2815273339934,2023-09-18,0,0,0,0,0,0
,2365.3281484401355,2365.3281484401355,2365.3281484401355,2365.3281484401355,2365.3281484401355,2023-09-20,0,0,0,0,0,0
,2381.115309862694,2381.115309862694,2381.115309862694,2381.115309862694,2381.115309862694,2023-09-21,0,0,0,0,0,0
,2383.046711411112,2383.046711411112,2383.046711411112,2383.046711411112,2383.046711411112,2023-09-22,0,0,0,0,0,0
,2396.999138412914,2396.999138412914,2396.999138412914,2396.999138412914,2396.999138412914,2023-09-25,0,0,0,0,0,0
,2388.840064768004,2388.840064768004,2388.840064768004,2388.840064768004,2388.840064768004,2023-09-26,0,0,0,0,0,0
,2390.771132082542,2390.771132082542,2390.771132082542,2390.771132082542,2390.771132082542,2023-09-27,0,0,0,0,0,0
,2413.944985281209,2413.944985281209,2413.944985281209,2413.944985281209,2413.944985281209,2023-09-28,0,0,0,0,0,0
,2380.6809219987617,2380.6809219987617,2380.6809219987617,2380.6809219987617,2380.6809219987617,2023-09-29,0,0,0,0,0,0
,2404.2893182712205,2404.2893182712205,2404.2893182712205,2404.2893182712205,2404.2893182712205,2023-10-03,0,0,0,0,0,0
,2382.129032290105,2382.129032290105,2382.129032290105,2382.129032290105,2382.129032290105,2023-10-04,0,0,0,0,0,0
,2431.3253284834987,2431.3253284834987,2431.3253284834987,2431.3253284834987,2431.3253284834987,2023-10-05,0,0,0,0,0,0
,2433.208152902025,2433.208152902025,2433.208152902025,2433.208152902025,2433.208152902025,2023-10-06,0,0,0,0,0,0
,2399.4614513403044,2399.4614513403044,2399.4614513403044,2399.4614513403044,2399.4614513403044,2023-10-09,0,0,0,0,0,0
,2425.725090207209,2425.725090207209,2425.725090207209,2425.725090207209,2425.725090207209,2023-10-10,0,0,0,0,0,0
,2431.66350925626,2431.66350925626,2431.66350925626,2431.66350925626,2431.66350925626,2023-10-11,0,0,0,0,0,0
,2467.0515102346194,2467.0515102346194,2467.0515102346194,2467.0515102346194,2467.0515102346194,2023-10-12,0,0,0,0,0,0
,2465.169009309533,2465.169009309533,2465.169009309533,2465.169009309533,2465.169009309533,2023-10-13,0,0,0,0,0,0
,2471.879961029877,2471.879961029877,2471.879961029877,2471.879961029877,2471.879961029877,2023-10-16,0,0,0,0,0,0
,2470.238243516223,2470.238243516223,2470.238243516223,2470.238243516223,2470.238243516223,2023-10-17,0,0,0,0,0,0
,2481.583581357993,2481.583581357993,2481.583581357993,2481.583581357993,2481.583581357993,2023-10-18,0,0,0,0,0,0
,2438.08445812779,2438.08445812779,2438.08445812779,2438.08445812779,2438.08445812779,2023-10-19,0,0,0,0,0,0
,2433.256671585715,2433.256671585715,2433.256671585715,2433.256671585715,2433.256671585715,2023-10-20,0,0,0,0,0,0
,2408.1512631807427,2408.1512631807427,2408.1512631807427,2408.1512631807427,2408.1512631807427,2023-10-23,0,0,0,0,0,0
,2389.8535728225283,2389.8535728225283,2389.8535728225283,2389.8535728225283,2389.8535728225283,2023-10-25,0,0,0,0,0,0
,2376.2874198956674,2376.2874198956674,2376.2874198956674,2376.2874198956674,2376.2874198956674,2023-10-26,0,0,0,0,0,0
,2382.3707609256,2382.3707609256,2382.3707609256,2382.3707609256,2382.3707609256,2023-10-27,0,0,0,0,0,0
,2385.9433169049635,2385.9433169049635,2385.9433169049635,2385.9433169049635,2385.9433169049635,2023-10-30,0,0,0,0,0,0
,2385.170582735452,2385.170582735452,2385.170582735452,2385.170582735452,2385.170582735452,2023-10-31,0,0,0,0,0,0
,2399.461511053949,2399.461511053949,2399.461511053949,2399.461511053949,2399.461511053949,2023-11-01,0,0,0,0,0,0
,2407.3331132258577,2407.3331132258577,2407.3331132258577,2407.3331132258577,2407.3331132258577,2023-11-02,0,0,0,0,0,0
,2428.731645353598,2428.731645353598,2428.731645353598,2428.731645353598,2428.731645353598,2023-11-03,0,0,0,0,0,0
,2446.239267890922,2446.239267890922,2446.239267890922,2446.239267890922,2446.239267890922,2023-11-06,0,0,0,0,0,0
,2427.7588837821363,2427.7588837821363,2427.7588837821363,2427.7588837821363,2427.7588837821363,2023-11-07,0,0,0,0,0,0
,2429.7040781420524,2429.7040781420524,2429.7040781420524,2429.7040781420524,2429.7040781420524,2023-11-08,0,0,0,0,0,0
,2451.1512227975977,2451.1512227975977,2451.1512227975977,2451.1512227975977,2451.1512227975977,2023-11-09,0,0,0,0,0,0
,2409.278190605336,2409.278190605336,2409.278190605336,2409.278190605336,2409.278190605336,2023-11-10,0,0,0,0,0,0
,2409.4727492217285,2409.4727492217285,2409.4727492217285,2409.4727492217285,2409.4727492217285,2023-11-13,0,0,0,0,0,0
,2433.497368922337,2433.497368922337,2433.497368922337,2433.497368922337,2433.497368922337,2023-11-15,0,0,0,0,0,0
,2412.390829906833,2412.390829906833,2412.390829906833,2412.390829906833,2412.390829906833,2023-11-16,0,0,0,0,0,0
,2397.6063676600565,2397.6063676600565,2397.6063676600565,2397.6063676600565,2397.6063676600565,2023-11-17,0,0,0,0,0,0
,2465.157569963332,2465.157569963332,2465.157569963332,2465.157569963332,2465.157569963332,2023-11-20,0,0,0,0,0,0
,2436.512694435436,2436.512694435436,2436.512694435436,2436.512694435436,2436.512694435436,2023-11-21,0,0,0,0,0,0
,2439.1876422475693,2439.1876422475693,2439.1876422475693,2439.1876422475693,2439.1876422475693,2023-11-22,0,0,0,0,0,0
,2437.6799791308563,2437.6799791308563,2437.6799791308563,2437.6799791308563,2437.6799791308563,2023-11-23,0,0,0,0,0,0
,2446.336714391818,2446.336714391818,2446.336714391818,2446.336714391818,2446.336714391818,2023-11-24,0,0,0,0,0,0
