Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,Date,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_strength,positive_ratio,negative_ratio
,1008.359363575727,1008.359363575727,1008.359363575727,1008.359363575727,1008.359363575727,2023-09-12,0,0,0,0,0,0
,1001.320865143348,1001.320865143348,1001.320865143348,1001.320865143348,1001.320865143348,2023-09-13,0,0,0,0,0,0
,1012.8021036052968,1012.8021036052968,1012.8021036052968,1012.8021036052968,1012.8021036052968,2023-09-14,0,0,0,0,0,0
,1019.3415327961676,1019.3415327961676,1019.3415327961676,1019.3415327961676,1019.3415327961676,2023-09-15,0,0,0,0,0,0
,1019.8906349456726,1019.8906349456726,1019.8906349456726,1019.8906349456726,1019.8906349456726,2023-09-18,0,0,0,0,0,0
,1010.6556520627736,1010.6556520627736,1010.6556520627736,1010.6556520627736,1010.6556520627736,2023-09-20,0,0,0,0,0,0
,1024.932412581354,1024.932412581354,1024.932412581354,1024.932412581354,1024.932412581354,2023-09-21,0,0,0,0,0,0
,1008.3593486258594,1008.3593486258594,1008.3593486258594,1008.3593486258594,1008.3593486258594,2023-09-22,0,0,0,0,0,0
,1013.5509522256356,1013.5509522256356,1013.5509522256356,1013.5509522256356,1013.5509522256356,2023-09-25,0,0,0,0,0,0
,1017.34472172748,1017.34472172748,1017.34472172748,1017.34472172748,1017.34472172748,2023-09-26,0,0,0,0,0,0
,1008.3095002372424,1008.3095002372424,1008.3095002372424,1008.3095002372424,1008.3095002372424,2023-09-27,0,0,0,0,0,0
,1025.331774526227,1025.331774526227,1025.331774526227,1025.331774526227,1025.331774526227,2023-09-28,0,0,0,0,0,0
,1029.2253641566097,1029.2253641566097,1029.2253641566097,1029.2253641566097,1029.2253641566097,2023-09-29,0,0,0,0,0,0
,1033.3187874181458,1033.3187874181458,1033.3187874181458,1033.3187874181458,1033.3187874181458,2023-10-03,0,0,0,0,0,0
,1033.6681363421294,1033.6681363421294,1033.6681363421294,1033.6681363421294,1033.6681363421294,2023-10-04,0,0,0,0,0,0
,998.3755796590768,998.3755796590768,998.3755796590768,998.3755796590768,998.3755796590768,2023-10-05,0,0,0,0,0,0
,1003.3674445023388,1003.3674445023388,1003.3674445023388,1003.3674445023388,1003.3674445023388,2023-10-06,0,0,0,0,0,0
,993.1839960811092,993.1839960811092,993.1839960811092,993.1839960811092,993.1839960811092,2023-10-09,0,0,0,0,0,0
,998.275738170682,998.275738170682,998.275738170682,998.275738170682,998.275738170682,2023-10-10,0,0,0,0,0,0
,1017.344766889538,1017.344766889538,1017.344766889538,1017.344766889538,1017.344766889538,2023-10-11,0,0,0,0,0,0
,1020.3398755325106,1020.3398755325106,1020.3398755325106,1020.3398755325106,1020.3398755325106,2023-10-12,0,0,0,0,0,0
,1007.3609689365712,1007.3609689365712,1007.3609689365712,1007.3609689365712,1007.3609689365712,2023-10-13,0,0,0,0,0,0
,988.3918390260908,988.3918390260908,988.3918390260908,988.3918390260908,988.3918390260908,2023-10-16,0,0,0,0,0,0
,1007.211163850319,1007.211163850319,1007.211163850319,1007.211163850319,1007.211163850319,2023-10-17,0,0,0,0,0,0
,1008.359348402586,1008.359348402586,1008.359348402586,1008.359348402586,1008.359348402586,2023-10-18,0,0,0,0,0,0
,978.108604901474,978.108604901474,978.108604901474,978.108604901474,978.108604901474,2023-10-19,0,0,0,0,0,0
,987.3934807466092,987.3934807466092,987.3934807466092,987.3934807466092,987.3934807466092,2023-10-20,0,0,0,0,0,0
,978.4080906933192,978.4080906933192,978.4080906933192,978.4080906933192,978.4080906933192,2023-10-23,0,0,0,0,0,0
,958.4405458687386,958.4405458687386,958.4405458687386,958.4405458687386,958.4405458687386,2023-10-25,0,0,0,0,0,0
,954.4470918023892,954.4470918023892,954.4470918023892,954.4470918023892,954.4470918023892,2023-10-26,0,0,0,0,0,0
,978.40804973822,978.40804973822,978.40804973822,978.40804973822,978.40804973822,2023-10-27,0,0,0,0,0,0
,1001.1211166212636,1001.1211166212636,1001.1211166212636,1001.1211166212636,1001.1211166212636,2023-10-30,0,0,0,0,0,0
,996.378856354625,996.378856354625,996.378856354625,996.378856354625,996.378856354625,2023-10-31,0,0,0,0,0,0
,976.2615345714077,976.2615345714077,976.2615345714077,976.2615345714077,976.2615345714077,2023-11-01,0,0,0,0,0,0
,976.4113002621044,976.4113002621044,976.4113002621044,976.4113002621044,976.4113002621044,2023-11-02,0,0,0,0,0,0
,984.3983672192596,984.3983672192596,984.3983672192596,984.3983672192596,984.3983672192596,2023-11-03,0,0,0,0,0,0
,993.3836824986804,993.3836824986804,993.3836824986804,993.3836824986804,993.3836824986804,2023-11-06,0,0,0,0,0,0
,1006.3625690269996,1006.3625690269996,1006.3625690269996,1006.3625690269996,1006.3625690269996,2023-11-07,0,0,0,0,0,0
,1022.336595889503,1022.336595889503,1022.336595889503,1022.336595889503,1022.336595889503,2023-11-08,0,0,0,0,0,0
,1023.0853973586272,1023.0853973586272,1023.0853973586272,1023.0853973586272,1023.0853973586272,2023-11-09,0,0,0,0,0,0
,1016.246626212862,1016.246626212862,1016.246626212862,1016.246626212862,1016.246626212862,2023-11-10,0,0,0,0,0,0
,1028.3768869198957,1028.3768869198957,1028.3768869198957,1028.3768869198957,1028.3768869198957,2023-11-13,0,0,0,0,0,0
,1043.302542722266,1043.302542722266,1043.302542722266,1043.302542722266,1043.302542722266,2023-11-15,0,0,0,0,0,0
,1041.1062144920777,1041.1062144920777,1041.1062144920777,1041.1062144920777,1041.1062144920777,2023-11-16,0,0,0,0,0,0
,1013.251408286068,1013.251408286068,1013.251408286068,1013.251408286068,1013.251408286068,2023-11-17,0,0,0,0,0,0
,979.4064896291164,979.4064896291164,979.4064896291164,979.4064896291164,979.4064896291164,2023-11-20,0,0,0,0,0,0
,988.3419333306164,988.3419333306164,988.3419333306164,988.3419333306164,988.3419333306164,2023-11-21,0,0,0,0,0,0
,989.3901954825056,989.3901954825056,989.3901954825056,989.3901954825056,989.3901954825056,2023-11-22,0,0,0,0,0,0
,997.3772174309884,997.3772174309884,997.3772174309884,997.3772174309884,997.3772174309884,2023-11-23,0,0,0,0,0,0
,1000.3723748528136,1000.3723748528136,1000.3723748528136,1000.3723748528136,1000.3723748528136,2023-11-24,0,0,0,0,0,0
,1011.4043930220316,1011.4043930220316,1011.4043930220316,1011.4043930220316,1011.4043930220316,2023-11-28,0,0,0,0,0,0
