Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,Date,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_strength,positive_ratio,negative_ratio
,229.0900115966797,229.0900115966797,229.0900115966797,229.0900115966797,229.0900115966797,2025-08-08,0,0,0,0,0,0
,227.17999267578125,227.17999267578125,227.17999267578125,227.17999267578125,227.17999267578125,2025-08-11,0,0,0,0,0,0
,229.6499938964844,229.6499938964844,229.6499938964844,229.6499938964844,229.6499938964844,2025-08-12,0,0,0,0,0,0
,233.3300018310547,233.3300018310547,233.3300018310547,233.3300018310547,233.3300018310547,2025-08-13,0,0,0,0,0,0
,232.77999877929688,232.77999877929688,232.77999877929688,232.77999877929688,232.77999877929688,2025-08-14,0,0,0,0,0,0
,231.58999633789065,231.58999633789065,231.58999633789065,231.58999633789065,231.58999633789065,2025-08-15,0,0,0,0,0,0
,230.88999938964844,230.88999938964844,230.88999938964844,230.88999938964844,230.88999938964844,2025-08-18,0,0,0,0,0,0
,230.5599975585937,230.5599975585937,230.5599975585937,230.5599975585937,230.5599975585937,2025-08-19,0,0,0,0,0,0
,226.009994506836,226.009994506836,226.009994506836,226.009994506836,226.009994506836,2025-08-20,0,0,0,0,0,0
,224.8999938964844,224.8999938964844,224.8999938964844,224.8999938964844,224.8999938964844,2025-08-21,0,0,0,0,0,0
,227.759994506836,227.759994506836,227.759994506836,227.759994506836,227.759994506836,2025-08-22,0,0,0,0,0,0
,227.1600036621093,227.1600036621093,227.1600036621093,227.1600036621093,227.1600036621093,2025-08-25,0,0,0,0,0,0
,229.3099975585937,229.3099975585937,229.3099975585937,229.3099975585937,229.3099975585937,2025-08-26,0,0,0,0,0,0
,230.4900054931641,230.4900054931641,230.4900054931641,230.4900054931641,230.4900054931641,2025-08-27,0,0,0,0,0,0
,232.5599975585937,232.5599975585937,232.5599975585937,232.5599975585937,232.5599975585937,2025-08-28,0,0,0,0,0,0
,232.13999938964844,232.13999938964844,232.13999938964844,232.13999938964844,232.13999938964844,2025-08-29,0,0,0,0,0,0
,229.72000122070312,229.72000122070312,229.72000122070312,229.72000122070312,229.72000122070312,2025-09-02,0,0,0,0,0,0
,238.47000122070312,238.47000122070312,238.47000122070312,238.47000122070312,238.47000122070312,2025-09-03,0,0,0,0,0,0
,239.77999877929688,239.77999877929688,239.77999877929688,239.77999877929688,239.77999877929688,2025-09-04,0,0,0,0,0,0
,239.69000244140625,239.69000244140625,239.69000244140625,239.69000244140625,239.69000244140625,2025-09-05,0,0,0,0,0,0
,237.8800048828125,237.8800048828125,237.8800048828125,237.8800048828125,237.8800048828125,2025-09-08,0,0,0,0,0,0
