Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,Date,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_strength,positive_ratio,negative_ratio
,210.92062377929688,210.92062377929688,210.92062377929688,210.92062377929688,210.92062377929688,2025-07-11,0,0,0,0,0,0
,208.3834991455078,208.3834991455078,208.3834991455078,208.3834991455078,208.3834991455078,2025-07-14,0,0,0,0,0,0
,208.8729553222656,208.8729553222656,208.8729553222656,208.8729553222656,208.8729553222656,2025-07-15,0,0,0,0,0,0
,209.92176818847656,209.92176818847656,209.92176818847656,209.92176818847656,209.92176818847656,2025-07-16,0,0,0,0,0,0
,209.78192138671875,209.78192138671875,209.78192138671875,209.78192138671875,209.78192138671875,2025-07-17,0,0,0,0,0,0
,210.9405975341797,210.9405975341797,210.9405975341797,210.9405975341797,210.9405975341797,2025-07-18,0,0,0,0,0,0
,212.23912048339844,212.23912048339844,212.23912048339844,212.23912048339844,212.23912048339844,2025-07-21,0,0,0,0,0,0
,214.15695190429688,214.15695190429688,214.15695190429688,214.15695190429688,214.15695190429688,2025-07-22,0,0,0,0,0,0
,213.9072265625,213.9072265625,213.9072265625,213.9072265625,213.9072265625,2025-07-23,0,0,0,0,0,0
,213.5176696777344,213.5176696777344,213.5176696777344,213.5176696777344,213.5176696777344,2025-07-24,0,0,0,0,0,0
,213.6375427246093,213.6375427246093,213.6375427246093,213.6375427246093,213.6375427246093,2025-07-25,0,0,0,0,0,0
,213.807357788086,213.807357788086,213.807357788086,213.807357788086,213.807357788086,2025-07-28,0,0,0,0,0,0
,211.030502319336,211.030502319336,211.030502319336,211.030502319336,211.030502319336,2025-07-29,0,0,0,0,0,0
,208.81301879882807,208.81301879882807,208.81301879882807,208.81301879882807,208.81301879882807,2025-07-30,0,0,0,0,0,0
,207.334701538086,207.334701538086,207.334701538086,207.334701538086,207.334701538086,2025-07-31,0,0,0,0,0,0
,202.1505889892578,202.1505889892578,202.1505889892578,202.1505889892578,202.1505889892578,2025-08-01,0,0,0,0,0,0
,203.11949157714844,203.11949157714844,203.11949157714844,203.11949157714844,203.11949157714844,2025-08-04,0,0,0,0,0,0
,202.68995666503903,202.68995666503903,202.68995666503903,202.68995666503903,202.68995666503903,2025-08-05,0,0,0,0,0,0
,213.0082550048828,213.0082550048828,213.0082550048828,213.0082550048828,213.0082550048828,2025-08-06,0,0,0,0,0,0
,219.7805633544922,219.7805633544922,219.7805633544922,219.7805633544922,219.7805633544922,2025-08-07,0,0,0,0,0,0
