Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,Date,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_strength,positive_ratio,negative_ratio
,761.7805708928535,761.7805708928535,761.7805708928535,761.7805708928535,761.7805708928535,2023-01-31,0,0,0,0,0,0
,763.8029900494191,763.8029900494191,763.8029900494191,763.8029900494191,763.8029900494191,2023-02-01,0,0,0,0,0,0
,756.3248499697963,756.3248499697963,756.3248499697963,756.3248499697963,756.3248499697963,2023-02-02,0,0,0,0,0,0
,757.6888104547171,757.6888104547171,757.6888104547171,757.6888104547171,757.6888104547171,2023-02-03,0,0,0,0,0,0
,780.7345879902471,780.7345879902471,780.7345879902471,780.7345879902471,780.7345879902471,2023-02-06,0,0,0,0,0,0
,780.4523617529932,780.4523617529932,780.4523617529932,780.4523617529932,780.4523617529932,2023-02-07,0,0,0,0,0,0
,778.0302392020911,778.0302392020911,778.0302392020911,778.0302392020911,778.0302392020911,2023-02-08,0,0,0,0,0,0
,780.7345592208327,780.7345592208327,780.7345592208327,780.7345592208327,780.7345592208327,2023-02-09,0,0,0,0,0,0
,775.4669671621383,775.4669671621383,775.4669671621383,775.4669671621383,775.4669671621383,2023-02-10,0,0,0,0,0,0
,778.3829288380895,778.3829288380895,778.3829288380895,778.3829288380895,778.3829288380895,2023-02-13,0,0,0,0,0,0
,783.0861997162851,783.0861997162851,783.0861997162851,783.0861997162851,783.0861997162851,2023-02-14,0,0,0,0,0,0
,789.2003138470542,789.2003138470542,789.2003138470542,789.2003138470542,789.2003138470542,2023-02-15,0,0,0,0,0,0
,786.9428187893894,786.9428187893894,786.9428187893894,786.9428187893894,786.9428187893894,2023-02-16,0,0,0,0,0,0
,781.2049053260296,781.2049053260296,781.2049053260296,781.2049053260296,781.2049053260296,2023-02-17,0,0,0,0,0,0
,780.7345762649051,780.7345762649051,780.7345762649051,780.7345762649051,780.7345762649051,2023-02-20,0,0,0,0,0,0
,771.3281605868509,771.3281605868509,771.3281605868509,771.3281605868509,771.3281605868509,2023-02-21,0,0,0,0,0,0
,770.8577957573494,770.8577957573494,770.8577957573494,770.8577957573494,770.8577957573494,2023-02-22,0,0,0,0,0,0
,758.6294632088872,758.6294632088872,758.6294632088872,758.6294632088872,758.6294632088872,2023-02-23,0,0,0,0,0,0
,760.934033661556,760.934033661556,760.934033661556,760.934033661556,760.934033661556,2023-02-24,0,0,0,0,0,0
,745.8837709506996,745.8837709506996,745.8837709506996,745.8837709506996,745.8837709506996,2023-02-27,0,0,0,0,0,0
,748.7526515532792,748.7526515532792,748.7526515532792,748.7526515532792,748.7526515532792,2023-02-28,0,0,0,0,0,0
,758.1591754660717,758.1591754660717,758.1591754660717,758.1591754660717,758.1591754660717,2023-03-01,0,0,0,0,0,0
,749.6933195652881,749.6933195652881,749.6933195652881,749.6933195652881,749.6933195652881,2023-03-02,0,0,0,0,0,0
,750.6339879733662,750.6339879733662,750.6339879733662,750.6339879733662,750.6339879733662,2023-03-03,0,0,0,0,0,0
,761.921667813631,761.921667813631,761.921667813631,761.921667813631,761.921667813631,2023-03-06,0,0,0,0,0,0
,761.9217462354013,761.9217462354013,761.9217462354013,761.9217462354013,761.9217462354013,2023-03-08,0,0,0,0,0,0
,766.6013600445043,766.6013600445043,766.6013600445043,766.6013600445043,766.6013600445043,2023-03-09,0,0,0,0,0,0
,757.4301100987259,757.4301100987259,757.4301100987259,757.4301100987259,757.4301100987259,2023-03-10,0,0,0,0,0,0
,746.8243524833551,746.8243524833551,746.8243524833551,746.8243524833551,746.8243524833551,2023-03-13,0,0,0,0,0,0
,738.5232026066013,738.5232026066013,738.5232026066013,738.5232026066013,738.5232026066013,2023-03-14,0,0,0,0,0,0
,742.1681895965124,742.1681895965124,742.1681895965124,742.1681895965124,742.1681895965124,2023-03-15,0,0,0,0,0,0
,723.8255956325588,723.8255956325588,723.8255956325588,723.8255956325588,723.8255956325588,2023-03-16,0,0,0,0,0,0
,732.5265870556958,732.5265870556958,732.5265870556958,732.5265870556958,732.5265870556958,2023-03-17,0,0,0,0,0,0
,737.4414253658022,737.4414253658022,737.4414253658022,737.4414253658022,737.4414253658022,2023-03-20,0,0,0,0,0,0
,739.3226824771314,739.3226824771314,739.3226824771314,739.3226824771314,739.3226824771314,2023-03-21,0,0,0,0,0,0
,744.9901015992465,744.9901015992465,744.9901015992465,744.9901015992465,744.9901015992465,2023-03-22,0,0,0,0,0,0
,737.3474300144667,737.3474300144667,737.3474300144667,737.3474300144667,737.3474300144667,2023-03-23,0,0,0,0,0,0
,733.7023968612838,733.7023968612838,733.7023968612838,733.7023968612838,733.7023968612838,2023-03-24,0,0,0,0,0,0
,734.7370471527703,734.7370471527703,734.7370471527703,734.7370471527703,734.7370471527703,2023-03-27,0,0,0,0,0,0
,736.3832111305732,736.3832111305732,736.3832111305732,736.3832111305732,736.3832111305732,2023-03-28,0,0,0,0,0,0
,744.990097067345,744.990097067345,744.990097067345,744.990097067345,744.990097067345,2023-03-29,0,0,0,0,0,0
,750.4458092618439,750.4458092618439,750.4458092618439,750.4458092618439,750.4458092618439,2023-03-31,0,0,0,0,0,0
,756.066206753236,756.066206753236,756.066206753236,756.066206753236,756.066206753236,2023-04-03,0,0,0,0,0,0
,761.2632133882062,761.2632133882062,761.2632133882062,761.2632133882062,761.2632133882062,2023-04-05,0,0,0,0,0,0
,775.3494323943526,775.3494323943526,775.3494323943526,775.3494323943526,775.3494323943526,2023-04-06,0,0,0,0,0,0
,782.2631841388156,782.2631841388156,782.2631841388156,782.2631841388156,782.2631841388156,2023-04-10,0,0,0,0,0,0
,780.2642743660277,780.2642743660277,780.2642743660277,780.2642743660277,780.2642743660277,2023-04-11,0,0,0,0,0,0
,784.4971637073063,784.4971637073063,784.4971637073063,784.4971637073063,784.4971637073063,2023-04-12,0,0,0,0,0,0
,794.0447304419262,794.0447304419262,794.0447304419262,794.0447304419262,794.0447304419262,2023-04-13,0,0,0,0,0,0
,808.9539131384394,808.9539131384394,808.9539131384394,808.9539131384394,808.9539131384394,2023-04-17,0,0,0,0,0,0
,785.4377470450944,785.4377470450944,785.4377470450944,785.4377470450944,785.4377470450944,2023-04-18,0,0,0,0,0,0
,783.0862028077712,783.0862028077712,783.0862028077712,783.0862028077712,783.0862028077712,2023-04-19,0,0,0,0,0,0
,786.2373220441306,786.2373220441306,786.2373220441306,786.2373220441306,786.2373220441306,2023-04-20,0,0,0,0,0,0
,784.96752627854,784.96752627854,784.96752627854,784.96752627854,784.96752627854,2023-04-21,0,0,0,0,0,0
,793.4333002876134,793.4333002876134,793.4333002876134,793.4333002876134,793.4333002876134,2023-04-24,0,0,0,0,0,0
,793.7624504950436,793.7624504950436,793.7624504950436,793.7624504950436,793.7624504950436,2023-04-25,0,0,0,0,0,0
,780.7346006896045,780.7346006896045,780.7346006896045,780.7346006896045,780.7346006896045,2023-04-26,0,0,0,0,0,0
,785.6729468368902,785.6729468368902,785.6729468368902,785.6729468368902,785.6729468368902,2023-04-27,0,0,0,0,0,0
,792.351508718763,792.351508718763,792.351508718763,792.351508718763,792.351508718763,2023-04-28,0,0,0,0,0,0
,794.2327862612793,794.2327862612793,794.2327862612793,794.2327862612793,794.2327862612793,2023-05-02,0,0,0,0,0,0
,792.4690695933574,792.4690695933574,792.4690695933574,792.4690695933574,792.4690695933574,2023-05-03,0,0,0,0,0,0
,793.4802952165305,793.4802952165305,793.4802952165305,793.4802952165305,793.4802952165305,2023-05-04,0,0,0,0,0,0
,770.8577667812418,770.8577667812418,770.8577667812418,770.8577667812418,770.8577667812418,2023-05-05,0,0,0,0,0,0
,768.9765610814786,768.9765610814786,768.9765610814786,768.9765610814786,768.9765610814786,2023-05-08,0,0,0,0,0,0
,775.9843305283202,775.9843305283202,775.9843305283202,775.9843305283202,775.9843305283202,2023-05-09,0,0,0,0,0,0
,773.4446068912501,773.4446068912501,773.4446068912501,773.4446068912501,773.4446068912501,2023-05-10,0,0,0,0,0,0
,783.1568212793908,783.1568212793908,783.1568212793908,783.1568212793908,783.1568212793908,2023-05-11,0,0,0,0,0,0
,774.6203553374617,774.6203553374617,774.6203553374617,774.6203553374617,774.6203553374617,2023-05-12,0,0,0,0,0,0
,786.3784637031315,786.3784637031315,786.3784637031315,786.3784637031315,786.3784637031315,2023-05-15,0,0,0,0,0,0
,804.5276692029475,804.5276692029475,804.5276692029475,804.5276692029475,804.5276692029475,2023-05-16,0,0,0,0,0,0
,794.0367352342563,794.0367352342563,794.0367352342563,794.0367352342563,794.0367352342563,2023-05-17,0,0,0,0,0,0
,793.074257337576,793.074257337576,793.074257337576,793.074257337576,793.074257337576,2023-05-18,0,0,0,0,0,0
,793.0742679505952,793.0742679505952,793.0742679505952,793.0742679505952,793.0742679505952,2023-05-19,0,0,0,0,0,0
,791.6305887120614,791.6305887120614,791.6305887120614,791.6305887120614,791.6305887120614,2023-05-22,0,0,0,0,0,0
,793.5555426648878,793.5555426648878,793.5555426648878,793.5555426648878,793.5555426648878,2023-05-23,0,0,0,0,0,0
,783.2330563386749,783.2330563386749,783.2330563386749,783.2330563386749,783.2330563386749,2023-05-24,0,0,0,0,0,0
,777.5303666107704,777.5303666107704,777.5303666107704,777.5303666107704,777.5303666107704,2023-05-25,0,0,0,0,0,0
,779.1184787990662,779.1184787990662,779.1184787990662,779.1184787990662,779.1184787990662,2023-05-26,0,0,0,0,0,0
,783.69019719039,783.69019719039,783.69019719039,783.69019719039,783.69019719039,2023-05-29,0,0,0,0,0,0
,786.1445002890696,786.1445002890696,786.1445002890696,786.1445002890696,786.1445002890696,2023-05-30,0,0,0,0,0,0
,784.3639498280878,784.3639498280878,784.3639498280878,784.3639498280878,784.3639498280878,2023-05-31,0,0,0,0,0,0
,779.5516019468231,779.5516019468231,779.5516019468231,779.5516019468231,779.5516019468231,2023-06-01,0,0,0,0,0,0
,775.9663483916953,775.9663483916953,775.9663483916953,775.9663483916953,775.9663483916953,2023-06-02,0,0,0,0,0,0
,776.9529238593666,776.9529238593666,776.9529238593666,776.9529238593666,776.9529238593666,2023-06-05,0,0,0,0,0,0
,773.6564629327828,773.6564629327828,773.6564629327828,773.6564629327828,773.6564629327828,2023-06-06,0,0,0,0,0,0
,771.6352348638964,771.6352348638964,771.6352348638964,771.6352348638964,771.6352348638964,2023-06-07,0,0,0,0,0,0
,771.5390392245838,771.5390392245838,771.5390392245838,771.5390392245838,771.5390392245838,2023-06-08,0,0,0,0,0,0
,777.626676650867,777.626676650867,777.626676650867,777.626676650867,777.626676650867,2023-06-09,0,0,0,0,0,0
,776.0144890695673,776.0144890695673,776.0144890695673,776.0144890695673,776.0144890695673,2023-06-12,0,0,0,0,0,0
,765.2108100640846,765.2108100640846,765.2108100640846,765.2108100640846,765.2108100640846,2023-06-13,0,0,0,0,0,0
,775.0039154865802,775.0039154865802,775.0039154865802,775.0039154865802,775.0039154865802,2023-06-14,0,0,0,0,0,0
,771.8999857563421,771.8999857563421,771.8999857563421,771.8999857563421,771.8999857563421,2023-06-15,0,0,0,0,0,0
,763.7912167570945,763.7912167570945,763.7912167570945,763.7912167570945,763.7912167570945,2023-06-16,0,0,0,0,0,0
,775.2686118319358,775.2686118319358,775.2686118319358,775.2686118319358,775.2686118319358,2023-06-19,0,0,0,0,0,0
,771.9721660772758,771.9721660772758,771.9721660772758,771.9721660772758,771.9721660772758,2023-06-20,0,0,0,0,0,0
,777.6747515735509,777.6747515735509,777.6747515735509,777.6747515735509,777.6747515735509,2023-06-21,0,0,0,0,0,0
,789.224416053301,789.224416053301,789.224416053301,789.224416053301,789.224416053301,2023-06-22,0,0,0,0,0,0
,788.045370386914,788.045370386914,788.045370386914,788.045370386914,788.045370386914,2023-06-23,0,0,0,0,0,0
,791.6305883616478,791.6305883616478,791.6305883616478,791.6305883616478,791.6305883616478,2023-06-26,0,0,0,0,0,0
,790.6440239901992,790.6440239901992,790.6440239901992,790.6440239901992,790.6440239901992,2023-06-27,0,0,0,0,0,0
,803.6614294741811,803.6614294741811,803.6614294741811,803.6614294741811,803.6614294741811,2023-06-28,0,0,0,0,0,0
,820.0234144832326,820.0234144832326,820.0234144832326,820.0234144832326,820.0234144832326,2023-06-30,0,0,0,0,0,0
,824.1139184711159,824.1139184711159,824.1139184711159,824.1139184711159,824.1139184711159,2023-07-03,0,0,0,0,0,0
,829.3833871325158,829.3833871325158,829.3833871325158,829.3833871325158,829.3833871325158,2023-07-04,0,0,0,0,0,0
,825.9185674480586,825.9185674480586,825.9185674480586,825.9185674480586,825.9185674480586,2023-07-05,0,0,0,0,0,0
,805.1050971825443,805.1050971825443,805.1050971825443,805.1050971825443,805.1050971825443,2023-07-06,0,0,0,0,0,0
,801.2552925132978,801.2552925132978,801.2552925132978,801.2552925132978,801.2552925132978,2023-07-07,0,0,0,0,0,0
,799.3303260190139,799.3303260190139,799.3303260190139,799.3303260190139,799.3303260190139,2023-07-10,0,0,0,0,0,0
,800.2927950524349,800.2927950524349,800.2927950524349,800.2927950524349,800.2927950524349,2023-07-11,0,0,0,0,0,0
,796.6113888781981,796.6113888781981,796.6113888781981,796.6113888781981,796.6113888781981,2023-07-12,0,0,0,0,0,0
,797.2609676654259,797.2609676654259,797.2609676654259,797.2609676654259,797.2609676654259,2023-07-13,0,0,0,0,0,0
,795.7691748092905,795.7691748092905,795.7691748092905,795.7691748092905,795.7691748092905,2023-07-14,0,0,0,0,0,0
,794.0367718906589,794.0367718906589,794.0367718906589,794.0367718906589,794.0367718906589,2023-07-17,0,0,0,0,0,0
,817.1359959336578,817.1359959336578,817.1359959336578,817.1359959336578,817.1359959336578,2023-07-18,0,0,0,0,0,0
,809.0031020365692,809.0031020365692,809.0031020365692,809.0031020365692,809.0031020365692,2023-07-19,0,0,0,0,0,0
,809.0272614839648,809.0272614839648,809.0272614839648,809.0272614839648,809.0272614839648,2023-07-20,0,0,0,0,0,0
,808.4737739864613,808.4737739864613,808.4737739864613,808.4737739864613,808.4737739864613,2023-07-21,0,0,0,0,0,0
,807.7519080759067,807.7519080759067,807.7519080759067,807.7519080759067,807.7519080759067,2023-07-24,0,0,0,0,0,0
,810.7115526279442,810.7115526279442,810.7115526279442,810.7115526279442,810.7115526279442,2023-07-25,0,0,0,0,0,0
,817.9059837974636,817.9059837974636,817.9059837974636,817.9059837974636,817.9059837974636,2023-07-26,0,0,0,0,0,0
,818.0503266737262,818.0503266737262,818.0503266737262,818.0503266737262,818.0503266737262,2023-07-27,0,0,0,0,0,0
,799.5709101134679,799.5709101134679,799.5709101134679,799.5709101134679,799.5709101134679,2023-07-28,0,0,0,0,0,0
,794.0608242275185,794.0608242275185,794.0608242275185,794.0608242275185,794.0608242275185,2023-07-31,0,0,0,0,0,0
,796.1782329320584,796.1782329320584,796.1782329320584,796.1782329320584,796.1782329320584,2023-08-01,0,0,0,0,0,0
,790.1868784496676,790.1868784496676,790.1868784496676,790.1868784496676,790.1868784496676,2023-08-02,0,0,0,0,0,0
,789.2243886384707,789.2243886384707,789.2243886384707,789.2243886384707,789.2243886384707,2023-08-03,0,0,0,0,0,0
,786.8904476408402,786.8904476408402,786.8904476408402,786.8904476408402,786.8904476408402,2023-08-04,0,0,0,0,0,0
,800.3408601011272,800.3408601011272,800.3408601011272,800.3408601011272,800.3408601011272,2023-08-07,0,0,0,0,0,0
,794.8548341333523,794.8548341333523,794.8548341333523,794.8548341333523,794.8548341333523,2023-08-08,0,0,0,0,0,0
,795.4804296993335,795.4804296993335,795.4804296993335,795.4804296993335,795.4804296993335,2023-08-09,0,0,0,0,0,0
,792.6170940874488,792.6170940874488,792.6170940874488,792.6170940874488,792.6170940874488,2023-08-10,0,0,0,0,0,0
,788.4544604153358,788.4544604153358,788.4544604153358,788.4544604153358,788.4544604153358,2023-08-11,0,0,0,0,0,0
,775.2685706725264,775.2685706725264,775.2685706725264,775.2685706725264,775.2685706725264,2023-08-14,0,0,0,0,0,0
,761.8421761726726,761.8421761726726,761.8421761726726,761.8421761726726,761.8421761726726,2023-08-16,0,0,0,0,0,0
,768.8200552862303,768.8200552862303,768.8200552862303,768.8200552862303,768.8200552862303,2023-08-17,0,0,0,0,0,0
,763.983694025645,763.983694025645,763.983694025645,763.983694025645,763.983694025645,2023-08-18,0,0,0,0,0,0
,770.2156363622539,770.2156363622539,770.2156363622539,770.2156363622539,770.2156363622539,2023-08-21,0,0,0,0,0,0
,768.2185194845936,768.2185194845936,768.2185194845936,768.2185194845936,768.2185194845936,2023-08-22,0,0,0,0,0,0
,760.3503539585181,760.3503539585181,760.3503539585181,760.3503539585181,760.3503539585181,2023-08-23,0,0,0,0,0,0
,766.7507701687617,766.7507701687617,766.7507701687617,766.7507701687617,766.7507701687617,2023-08-24,0,0,0,0,0,0
,757.7276421346384,757.7276421346384,757.7276421346384,757.7276421346384,757.7276421346384,2023-08-25,0,0,0,0,0,0
,751.4475190886943,751.4475190886943,751.4475190886943,751.4475190886943,751.4475190886943,2023-08-28,0,0,0,0,0,0
,765.0182802438285,765.0182802438285,765.0182802438285,765.0182802438285,765.0182802438285,2023-08-29,0,0,0,0,0,0
,771.8758381565142,771.8758381565142,771.8758381565142,771.8758381565142,771.8758381565142,2023-08-30,0,0,0,0,0,0
,759.8691220476337,759.8691220476337,759.8691220476337,759.8691220476337,759.8691220476337,2023-08-31,0,0,0,0,0,0
,756.0191999700463,756.0191999700463,756.0191999700463,756.0191999700463,756.0191999700463,2023-09-01,0,0,0,0,0,0
,765.1626819614512,765.1626819614512,765.1626819614512,765.1626819614512,765.1626819614512,2023-09-04,0,0,0,0,0,0
,764.3927214330718,764.3927214330718,764.3927214330718,764.3927214330718,764.3927214330718,2023-09-05,0,0,0,0,0,0
,758.8103888931225,758.8103888931225,758.8103888931225,758.8103888931225,758.8103888931225,2023-09-06,0,0,0,0,0,0
,767.8094749404047,767.8094749404047,767.8094749404047,767.8094749404047,767.8094749404047,2023-09-07,0,0,0,0,0,0
,773.9692735210638,773.9692735210638,773.9692735210638,773.9692735210638,773.9692735210638,2023-09-08,0,0,0,0,0,0
,783.8827287984687,783.8827287984687,783.8827287984687,783.8827287984687,783.8827287984687,2023-09-11,0,0,0,0,0,0
,789.2244198789141,789.2244198789141,789.2244198789141,789.2244198789141,789.2244198789141,2023-09-12,0,0,0,0,0,0
,785.0377155149517,785.0377155149517,785.0377155149517,785.0377155149517,785.0377155149517,2023-09-13,0,0,0,0,0,0
,791.2696497981185,791.2696497981185,791.2696497981185,791.2696497981185,791.2696497981185,2023-09-14,0,0,0,0,0,0
,794.0367192348286,794.0367192348286,794.0367192348286,794.0367192348286,794.0367192348286,2023-09-15,0,0,0,0,0,0
,795.8413607802759,795.8413607802759,795.8413607802759,795.8413607802759,795.8413607802759,2023-09-18,0,0,0,0,0,0
,769.4938238056243,769.4938238056243,769.4938238056243,769.4938238056243,769.4938238056243,2023-09-20,0,0,0,0,0,0
,747.3570313672025,747.3570313672025,747.3570313672025,747.3570313672025,747.3570313672025,2023-09-21,0,0,0,0,0,0
,750.2444576775175,750.2444576775175,750.2444576775175,750.2444576775175,750.2444576775175,2023-09-22,0,0,0,0,0,0
,733.8824301432504,733.8824301432504,733.8824301432504,733.8824301432504,733.8824301432504,2023-09-25,0,0,0,0,0,0
,733.8824658163039,733.8824658163039,733.8824658163039,733.8824658163039,733.8824658163039,2023-09-26,0,0,0,0,0,0
,732.9199644546211,732.9199644546211,732.9199644546211,732.9199644546211,732.9199644546211,2023-09-27,0,0,0,0,0,0
,738.2135737833627,738.2135737833627,738.2135737833627,738.2135737833627,738.2135737833627,2023-09-28,0,0,0,0,0,0
,733.2568002588707,733.2568002588707,733.2568002588707,733.2568002588707,733.2568002588707,2023-09-29,0,0,0,0,0,0
,734.8448928382883,734.8448928382883,734.8448928382883,734.8448928382883,734.8448928382883,2023-10-03,0,0,0,0,0,0
,719.4454108970147,719.4454108970147,719.4454108970147,719.4454108970147,719.4454108970147,2023-10-04,0,0,0,0,0,0
,738.718884517573,738.718884517573,738.718884517573,738.718884517573,738.718884517573,2023-10-05,0,0,0,0,0,0
,743.0259297849643,743.0259297849643,743.0259297849643,743.0259297849643,743.0259297849643,2023-10-06,0,0,0,0,0,0
,735.3261348413025,735.3261348413025,735.3261348413025,735.3261348413025,735.3261348413025,2023-10-09,0,0,0,0,0,0
,731.7409690862019,731.7409690862019,731.7409690862019,731.7409690862019,731.7409690862019,2023-10-10,0,0,0,0,0,0
,736.3367206089364,736.3367206089364,736.3367206089364,736.3367206089364,736.3367206089364,2023-10-11,0,0,0,0,0,0
,739.224152467014,739.224152467014,739.224152467014,739.224152467014,739.224152467014,2023-10-12,0,0,0,0,0,0
,741.1009712846432,741.1009712846432,741.1009712846432,741.1009712846432,741.1009712846432,2023-10-13,0,0,0,0,0,0
,737.0104874848001,737.0104874848001,737.0104874848001,737.0104874848001,737.0104874848001,2023-10-16,0,0,0,0,0,0
,748.6803895149582,748.6803895149582,748.6803895149582,748.6803895149582,748.6803895149582,2023-10-17,0,0,0,0,0,0
,741.6784110977611,741.6784110977611,741.6784110977611,741.6784110977611,741.6784110977611,2023-10-18,0,0,0,0,0,0
,724.4502672992404,724.4502672992404,724.4502672992404,724.4502672992404,724.4502672992404,2023-10-19,0,0,0,0,0,0
,724.2577350875503,724.2577350875503,724.2577350875503,724.2577350875503,724.2577350875503,2023-10-20,0,0,0,0,0,0
,733.1605779569741,733.1605779569741,733.1605779569741,733.1605779569741,733.1605779569741,2023-10-23,0,0,0,0,0,0
,731.9575404540934,731.9575404540934,731.9575404540934,731.9575404540934,731.9575404540934,2023-10-25,0,0,0,0,0,0
,717.6407690521316,717.6407690521316,717.6407690521316,717.6407690521316,717.6407690521316,2023-10-26,0,0,0,0,0,0
,707.1739744959755,707.1739744959755,707.1739744959755,707.1739744959755,707.1739744959755,2023-10-27,0,0,0,0,0,0
,704.166253227556,704.166253227556,704.166253227556,704.166253227556,704.166253227556,2023-10-30,0,0,0,0,0,0
,723.7765487428039,723.7765487428039,723.7765487428039,723.7765487428039,723.7765487428039,2023-10-31,0,0,0,0,0,0
,703.6850176242377,703.6850176242377,703.6850176242377,703.6850176242377,703.6850176242377,2023-11-01,0,0,0,0,0,0
,714.6330252706006,714.6330252706006,714.6330252706006,714.6330252706006,714.6330252706006,2023-11-02,0,0,0,0,0,0
,716.0767402064027,716.0767402064027,716.0767402064027,716.0767402064027,716.0767402064027,2023-11-03,0,0,0,0,0,0
,720.8890932605752,720.8890932605752,720.8890932605752,720.8890932605752,720.8890932605752,2023-11-06,0,0,0,0,0,0
,718.9641523260211,718.9641523260211,718.9641523260211,718.9641523260211,718.9641523260211,2023-11-07,0,0,0,0,0,0
,714.1277280007819,714.1277280007819,714.1277280007819,714.1277280007819,714.1277280007819,2023-11-08,0,0,0,0,0,0
,715.1142820989701,715.1142820989701,715.1142820989701,715.1142820989701,715.1142820989701,2023-11-09,0,0,0,0,0,0
,712.2749639148036,712.2749639148036,712.2749639148036,712.2749639148036,712.2749639148036,2023-11-10,0,0,0,0,0,0
,718.0498302517283,718.0498302517283,718.0498302517283,718.0498302517283,718.0498302517283,2023-11-13,0,0,0,0,0,0
,723.824661355601,723.824661355601,723.824661355601,723.824661355601,723.824661355601,2023-11-15,0,0,0,0,0,0
,726.5195277179007,726.5195277179007,726.5195277179007,726.5195277179007,726.5195277179007,2023-11-16,0,0,0,0,0,0
,717.0392198432753,717.0392198432753,717.0392198432753,717.0392198432753,717.0392198432753,2023-11-17,0,0,0,0,0,0
,728.1075944167509,728.1075944167509,728.1075944167509,728.1075944167509,728.1075944167509,2023-11-20,0,0,0,0,0,0
,730.9950657199016,730.9950657199016,730.9950657199016,730.9950657199016,730.9950657199016,2023-11-21,0,0,0,0,0,0
,731.4762860539383,731.4762860539383,731.4762860539383,731.4762860539383,731.4762860539383,2023-11-22,0,0,0,0,0,0
,725.942104788048,725.942104788048,725.942104788048,725.942104788048,725.942104788048,2023-11-23,0,0,0,0,0,0
,732.0537277562146,732.0537277562146,732.0537277562146,732.0537277562146,732.0537277562146,2023-11-24,0,0,0,0,0,0
,738.7910271230152,738.7910271230152,738.7910271230152,738.7910271230152,738.7910271230152,2023-11-28,0,0,0,0,0,0
,738.165421357158,738.165421357158,738.165421357158,738.165421357158,738.165421357158,2023-11-29,0,0,0,0,0,0
,755.1289575651123,755.1289575651123,755.1289575651123,755.1289575651123,755.1289575651123,2023-11-30,0,0,0,0,0,0
,749.7150488349829,749.7150488349829,749.7150488349829,749.7150488349829,749.7150488349829,2023-12-01,0,0,0,0,0,0
,764.2002292895172,764.2002292895172,764.2002292895172,764.2002292895172,764.2002292895172,2023-12-04,0,0,0,0,0,0
,787.5400726617975,787.5400726617975,787.5400726617975,787.5400726617975,787.5400726617975,2023-12-05,0,0,0,0,0,0
,788.4784930090145,788.4784930090145,788.4784930090145,788.4784930090145,788.4784930090145,2023-12-06,0,0,0,0,0,0
,782.0058362705728,782.0058362705728,782.0058362705728,782.0058362705728,782.0058362705728,2023-12-07,0,0,0,0,0,0
,784.6286381151427,784.6286381151427,784.6286381151427,784.6286381151427,784.6286381151427,2023-12-08,0,0,0,0,0,0
