Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,Date,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_strength,positive_ratio,negative_ratio
,524.0784912109375,524.0784912109375,524.0784912109375,524.0784912109375,524.0784912109375,2025-08-06,0,0,0,0,0,0
,519.9852294921875,519.9852294921875,519.9852294921875,519.9852294921875,519.9852294921875,2025-08-07,0,0,0,0,0,0
,521.1832275390625,521.1832275390625,521.1832275390625,521.1832275390625,521.1832275390625,2025-08-08,0,0,0,0,0,0
,520.9136962890625,520.9136962890625,520.9136962890625,520.9136962890625,520.9136962890625,2025-08-11,0,0,0,0,0,0
,528.3713989257812,528.3713989257812,528.3713989257812,528.3713989257812,528.3713989257812,2025-08-12,0,0,0,0,0,0
,519.7256469726562,519.7256469726562,519.7256469726562,519.7256469726562,519.7256469726562,2025-08-13,0,0,0,0,0,0
,521.6224975585938,521.6224975585938,521.6224975585938,521.6224975585938,521.6224975585938,2025-08-14,0,0,0,0,0,0
,519.3162841796875,519.3162841796875,519.3162841796875,519.3162841796875,519.3162841796875,2025-08-15,0,0,0,0,0,0
,516.2512817382812,516.2512817382812,516.2512817382812,516.2512817382812,516.2512817382812,2025-08-18,0,0,0,0,0,0
,508.933349609375,508.933349609375,508.933349609375,508.933349609375,508.933349609375,2025-08-19,0,0,0,0,0,0
,504.8900146484375,504.8900146484375,504.8900146484375,504.8900146484375,504.8900146484375,2025-08-20,0,0,0,0,0,0
,504.239990234375,504.239990234375,504.239990234375,504.239990234375,504.239990234375,2025-08-21,0,0,0,0,0,0
,507.2300109863281,507.2300109863281,507.2300109863281,507.2300109863281,507.2300109863281,2025-08-22,0,0,0,0,0,0
,504.260009765625,504.260009765625,504.260009765625,504.260009765625,504.260009765625,2025-08-25,0,0,0,0,0,0
,502.0400085449219,502.0400085449219,502.0400085449219,502.0400085449219,502.0400085449219,2025-08-26,0,0,0,0,0,0
,506.739990234375,506.739990234375,506.739990234375,506.739990234375,506.739990234375,2025-08-27,0,0,0,0,0,0
,509.6400146484375,509.6400146484375,509.6400146484375,509.6400146484375,509.6400146484375,2025-08-28,0,0,0,0,0,0
,506.6900024414063,506.6900024414063,506.6900024414063,506.6900024414063,506.6900024414063,2025-08-29,0,0,0,0,0,0
,505.1199951171875,505.1199951171875,505.1199951171875,505.1199951171875,505.1199951171875,2025-09-02,0,0,0,0,0,0
,505.3500061035156,505.3500061035156,505.3500061035156,505.3500061035156,505.3500061035156,2025-09-03,0,0,0,0,0,0
,507.9700012207031,507.9700012207031,507.9700012207031,507.9700012207031,507.9700012207031,2025-09-04,0,0,0,0,0,0
,495.0,495.0,495.0,495.0,495.0,2025-09-05,0,0,0,0,0,0
,498.2000122070313,498.2000122070313,498.2000122070313,498.2000122070313,498.2000122070313,2025-09-08,0,0,0,0,0,0
