Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,Date,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_strength,positive_ratio,negative_ratio
,470.1471252441406,470.1471252441406,470.1471252441406,470.1471252441406,470.1471252441406,2025-06-10,0,0,0,0,0,0
,471.8443298339844,471.8443298339844,471.8443298339844,471.8443298339844,471.8443298339844,2025-06-11,0,0,0,0,0,0
,478.0840759277344,478.0840759277344,478.0840759277344,478.0840759277344,478.0840759277344,2025-06-12,0,0,0,0,0,0
,474.1804809570313,474.1804809570313,474.1804809570313,474.1804809570313,474.1804809570313,2025-06-13,0,0,0,0,0,0
,478.3536376953125,478.3536376953125,478.3536376953125,478.3536376953125,478.3536376953125,2025-06-16,0,0,0,0,0,0
,477.2554321289063,477.2554321289063,477.2554321289063,477.2554321289063,477.2554321289063,2025-06-17,0,0,0,0,0,0
,479.4518127441406,479.4518127441406,479.4518127441406,479.4518127441406,479.4518127441406,2025-06-18,0,0,0,0,0,0
,476.6164855957031,476.6164855957031,476.6164855957031,476.6164855957031,476.6164855957031,2025-06-20,0,0,0,0,0,0
,485.2023620605469,485.2023620605469,485.2023620605469,485.2023620605469,485.2023620605469,2025-06-23,0,0,0,0,0,0
,489.30560302734375,489.30560302734375,489.30560302734375,489.30560302734375,489.30560302734375,2025-06-24,0,0,0,0,0,0
,491.4620666503906,491.4620666503906,491.4620666503906,491.4620666503906,491.4620666503906,2025-06-25,0,0,0,0,0,0
,496.6335754394531,496.6335754394531,496.6335754394531,496.6335754394531,496.6335754394531,2025-06-26,0,0,0,0,0,0
,495.1260681152344,495.1260681152344,495.1260681152344,495.1260681152344,495.1260681152344,2025-06-27,0,0,0,0,0,0
,496.5936584472656,496.5936584472656,496.5936584472656,496.5936584472656,496.5936584472656,2025-06-30,0,0,0,0,0,0
,491.242431640625,491.242431640625,491.242431640625,491.242431640625,491.242431640625,2025-07-01,0,0,0,0,0,0
,490.2840270996094,490.2840270996094,490.2840270996094,490.2840270996094,490.2840270996094,2025-07-02,0,0,0,0,0,0
,498.0213012695313,498.0213012695313,498.0213012695313,498.0213012695313,498.0213012695313,2025-07-03,0,0,0,0,0,0
,496.9031372070313,496.9031372070313,496.9031372070313,496.9031372070313,496.9031372070313,2025-07-07,0,0,0,0,0,0
,495.804931640625,495.804931640625,495.804931640625,495.804931640625,495.804931640625,2025-07-08,0,0,0,0,0,0
,502.68365478515625,502.68365478515625,502.68365478515625,502.68365478515625,502.68365478515625,2025-07-09,0,0,0,0,0,0
,500.656982421875,500.656982421875,500.656982421875,500.656982421875,500.656982421875,2025-07-10,0,0,0,0,0,0
,502.4939575195313,502.4939575195313,502.4939575195313,502.4939575195313,502.4939575195313,2025-07-11,0,0,0,0,0,0
,502.1944274902344,502.1944274902344,502.1944274902344,502.1944274902344,502.1944274902344,2025-07-14,0,0,0,0,0,0
,504.9898376464844,504.9898376464844,504.9898376464844,504.9898376464844,504.9898376464844,2025-07-15,0,0,0,0,0,0
,504.7901611328125,504.7901611328125,504.7901611328125,504.7901611328125,504.7901611328125,2025-07-16,0,0,0,0,0,0
,510.8601989746094,510.8601989746094,510.8601989746094,510.8601989746094,510.8601989746094,2025-07-17,0,0,0,0,0,0
,509.212890625,509.212890625,509.212890625,509.212890625,509.212890625,2025-07-18,0,0,0,0,0,0
,509.2228698730469,509.2228698730469,509.2228698730469,509.2228698730469,509.2228698730469,2025-07-21,0,0,0,0,0,0
,504.4407348632813,504.4407348632813,504.4407348632813,504.4407348632813,504.4407348632813,2025-07-22,0,0,0,0,0,0
,505.0397644042969,505.0397644042969,505.0397644042969,505.0397644042969,505.0397644042969,2025-07-23,0,0,0,0,0,0
,510.0415344238281,510.0415344238281,510.0415344238281,510.0415344238281,510.0415344238281,2025-07-24,0,0,0,0,0,0
,512.866943359375,512.866943359375,512.866943359375,512.866943359375,512.866943359375,2025-07-25,0,0,0,0,0,0
,511.6588745117188,511.6588745117188,511.6588745117188,511.6588745117188,511.6588745117188,2025-07-28,0,0,0,0,0,0
,511.728759765625,511.728759765625,511.728759765625,511.728759765625,511.728759765625,2025-07-29,0,0,0,0,0,0
,512.3976440429688,512.3976440429688,512.3976440429688,512.3976440429688,512.3976440429688,2025-07-30,0,0,0,0,0,0
,532.6243896484375,532.6243896484375,532.6243896484375,532.6243896484375,532.6243896484375,2025-07-31,0,0,0,0,0,0
,523.2498168945312,523.2498168945312,523.2498168945312,523.2498168945312,523.2498168945312,2025-08-01,0,0,0,0,0,0
,534.7609252929688,534.7609252929688,534.7609252929688,534.7609252929688,534.7609252929688,2025-08-04,0,0,0,0,0,0
,526.8838500976562,526.8838500976562,526.8838500976562,526.8838500976562,526.8838500976562,2025-08-05,0,0,0,0,0,0
