Price,Open,High,Low,Close,Volume
Ticker,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
Date,,,,,
2023-02-24,2386.9188820938575,2405.164176269102,2367.5243277605773,2379.2568359375,732783
2023-02-27,2381.9385550799434,2381.9385550799434,2352.248126769739,2363.884765625,853991
2023-02-28,2365.4173312615303,2369.82310136846,2332.7577657209677,2356.70166015625,1780454
2023-03-01,2354.163700384883,2365.6567697114165,2344.5861426127726,2362.065185546875,967339
2023-03-02,2362.065176824087,2365.656760975365,2340.755110859835,2351.625732421875,827174
2023-03-03,2361.8254794680797,2384.7157464235815,2351.912614764303,2366.6142578125,1176008
2023-03-06,2377.101518791136,2393.2877290959946,2371.0199108888633,2379.879150390625,1214503
2023-03-08,2381.938294542572,2395.729882331173,2362.974685962948,2380.11865234375,1448340
2023-03-09,2379.87923492529,2386.6791597854594,2353.1097772831304,2357.419677734375,1038910
2023-03-10,2346.50179140768,2366.135785988846,2341.8088813557074,2361.299072265625,772024
2023-03-13,2361.825674591218,2383.37517892143,2341.71280388302,2351.38623046875,1314549
2023-03-14,2357.994679674439,2367.5722372685677,2336.684614027503,2339.2705078125,1250763
2023-03-15,2348.321326928999,2355.6003644606108,2291.909604453849,2304.456298828125,1738040
2023-03-16,2322.509607031112,2364.9861652914715,2306.0362559758287,2355.45654296875,1628035
2023-03-17,2367.2368064297657,2378.298931642593,2336.7324273710287,2344.01123046875,2127178
2023-03-20,2344.011346857075,2410.3359330493045,2322.557711424648,2405.1162109375,1561128
2023-03-21,2408.755642269459,2416.6571269806805,2354.881882874764,2358.5693359375,1595161
2023-03-22,2368.1469413578857,2376.575004826379,2350.7155997906552,2371.738525390625,1063244
2023-03-23,2370.445226776383,2394.4370525037143,2361.8254259517416,2380.11865234375,1578627
2023-03-24,2367.7634520861684,2392.3777253274247,2365.6564364385586,2376.000244140625,1449326
2023-03-27,2380.023060005252,2399.1781751763206,2359.91018907563,2393.431640625,1387736
2023-03-28,2403.775174000652,2407.318823135618,2367.4760946167517,2377.915771484375,1412387
2023-03-29,2380.0230837973822,2432.5081466561996,2375.2822395105686,2423.936279296875,2613254
2023-03-31,2450.7056172736043,2459.9478673238964,2410.240434237036,2452.190185546875,2146167
2023-04-03,2461.4321805845398,2461.4321805845398,2408.803550959636,2428.96435546875,918048
2023-04-05,2406.3612162045665,2479.1985845589797,2396.3047812711743,2473.6435546875,1489612
2023-04-06,2466.2209305866872,2475.7984875986745,2445.150305160316,2456.8828125,797414
2023-04-10,2456.8829615069335,2460.4266110508715,2418.333292195695,2425.18115234375,853322
2023-04-11,2432.699463681189,2447.0657990966292,2425.9951738206505,2440.1220703125,913184
2023-04-12,2448.0237959279934,2448.0237959279934,2412.251523689052,2422.116455078125,1109809
2023-04-13,2418.333241081893,2454.105511465958,2418.333241081893,2429.06005859375,1261711
2023-04-17,2464.3055125828782,2470.0520470078673,2434.040337747101,2444.049072265625,1566977
2023-04-18,2451.8545012024724,2451.8545012024724,2423.121831266506,2433.705078125,1474786
2023-04-19,2440.3616417250932,2440.3616417250932,2404.206362300006,2424.654541015625,1320243
2023-04-20,2411.437645948158,2425.4207405983043,2375.2344292529942,2387.30224609375,1401364
2023-04-21,2386.7271816547222,2403.487906244994,2380.6453394868513,2392.42578125,1206288
2023-04-24,2396.3050971112734,2399.082495499544,2370.541558702751,2394.150146484375,1735797
2023-04-25,2385.6259183638385,2394.1498507041006,2373.3665984355016,2385.24267578125,1701098
2023-04-26,2384.81178817641,2411.6289488466673,2377.3412466528503,2404.733154296875,1245903
2023-04-27,2407.749885226842,2415.4598653451626,2353.205745104308,2364.65087890625,2743893
2023-04-28,2333.1408551288887,2363.54959906499,2316.8110734308575,2353.4931640625,3761927
2023-05-02,2367.3808682079725,2373.3189074903485,2346.5017446938473,2348.1298828125,1760370
2023-05-03,2353.1578625413504,2384.8117357593146,2349.039466192093,2380.980712890625,1258140
2023-05-04,2381.8906372597844,2403.3445065502538,2375.377851335408,2400.854248046875,1150227
2023-05-05,2394.389349210862,2413.5444640045484,2389.313197025118,2395.107666015625,1354871
2023-05-08,2399.896362947055,2420.1051018966955,2391.6595703355715,2410.000732421875,972810
2023-05-09,2418.3332788275507,2418.3332788275507,2394.43731953089,2409.52197265625,1651327
2023-05-10,2414.501989116595,2427.910568191419,2399.992084577163,2416.130126953125,2025658
2023-05-11,2429.7784751826584,2489.2072679962366,2416.9925758376107,2482.885986328125,1749356
2023-05-12,2484.41848965599,2528.4752554710153,2477.139452207887,2512.576416015625,2170011
2023-05-15,2526.5116455736534,2557.9260798402433,2512.241178928647,2549.78515625,1561055
2023-05-16,2557.2077333067164,2565.2527877008956,2538.6273661535956,2562.8583984375,1477905
2023-05-17,2559.123393033249,2561.0389045549805,2535.227433565067,2549.306396484375,839404
2023-05-18,2552.89805494941,2556.441704602416,2511.092108300717,2516.55126953125,1434067
2023-05-19,2517.604692654208,2537.0951167345183,2490.7875302274183,2529.864013671875,1174757
2023-05-22,2523.686137392096,2543.2721936664057,2512.2410041416315,2526.6552734375,768232
2023-05-23,2520.812936341097,2537.86103411976,2514.108646616786,2517.269287109375,703864
2023-05-24,2509.320111830684,2526.5597156524213,2497.827042616192,2504.4833984375,628872
2023-05-25,2499.74239110327,2515.210052214707,2471.536532344551,2487.531005859375,1072231
2023-05-26,2493.7564454696626,2544.4695638651183,2493.1339977851108,2540.303466796875,947073
2023-05-29,2557.2080751838516,2566.354690158264,2533.3121139058885,2538.34033203125,698267
2023-05-30,2543.3204815375175,2552.419161475234,2538.867010677789,2544.326171875,948051
2023-05-31,2544.326258295689,2566.7855854025406,2526.559841153695,2554.861572265625,3388305
2023-06-01,2554.3346394466616,2615.870447689799,2542.3626923176466,2583.92919921875,1541080
2023-06-02,2595.517898149314,2622.5265616155643,2577.942987854264,2601.934814453125,1509260
2023-06-05,2601.695531235555,2607.0111223540453,2570.759974090992,2581.91796875,1000190
2023-06-06,2585.9403426487465,2593.506519009372,2557.351241996412,2577.464111328125,655372
2023-06-07,2576.362901446265,2611.799863287719,2566.1628965011114,2601.4560546875,1428490
2023-06-08,2592.644726593282,2606.580119044672,2561.9006745387546,2566.689453125,923536
2023-06-09,2575.3573098116863,2575.3573098116863,2509.4159658853505,2524.835693359375,1413808
2023-06-12,2533.2636207141936,2544.7566881805715,2521.7705532478153,2531.779052734375,775484
2023-06-13,2518.5144963410708,2583.067137351391,2516.503115828988,2562.8583984375,1787924
2023-06-14,2558.165443709472,2587.95173914946,2539.9680856299215,2584.7431640625,1536248
2023-06-15,2599.3010149971633,2602.7010944710864,2565.0133144389006,2576.075439453125,1830192
2023-06-16,2576.0754853202907,2608.9265529246622,2569.850073207952,2600.92919921875,1748145
2023-06-19,2608.991794800498,2618.0681338407535,2582.921188412781,2590.88720703125,1068263
2023-06-20,2578.0932783009616,2588.135195277519,2556.9472142455797,2583.9833984375,1129279
2023-06-21,2593.494321938956,2613.6750446703195,2576.596706026891,2584.46630859375,1201840
2023-06-22,2576.789509730878,2585.8177578852815,2557.526276717742,2562.98193359375,830052
2023-06-23,2560.0369577408433,2568.9685540984756,2537.0078285131967,2550.6708984375,991214
2023-06-26,2551.2016371649634,2582.1484570138286,2551.2016371649634,2560.809326171875,758700
2023-06-27,2560.809632754003,2569.9826242005406,2545.2637319025075,2560.08544921875,687747
2023-06-28,2561.629943077841,2595.087360066503,2551.0569118057188,2569.644287109375,1397573
2023-06-30,2574.1826419402705,2593.4458760424795,2560.0853444729,2585.962646484375,1160181
2023-07-03,2594.5082879280258,2612.709528939337,2567.9065648102764,2608.07470703125,980665
2023-07-04,2608.0746951372757,2613.53011694226,2582.921339246962,2607.060791015625,721907
2023-07-05,2607.012089290555,2664.4156501771345,2603.2947556959543,2660.988037109375,1717547
2023-07-06,2664.898742426724,2669.8232847330783,2641.4834749204756,2662.1953125,1265020
2023-07-07,2658.3331128901764,2674.3132415640666,2598.3706196797552,2605.226318359375,1178930
2023-07-10,2616.6198934290805,2618.020170207113,2559.747439926133,2565.1064453125,1518183
2023-07-11,2565.6374943830556,2623.23412994993,2554.919483886082,2592.09423828125,2476367
2023-07-12,2611.840316089044,2611.840316089044,2551.5400136239905,2581.61767578125,2395826
2023-07-13,2592.5288051258945,2594.94275031321,2559.940545097133,2563.320068359375,1495067
2023-07-14,2563.6095516454707,2594.025258190417,2559.7955657498956,2584.755615234375,1419016
2023-07-17,2578.093165819438,2610.150307100992,2578.093165819438,2589.390380859375,912701
2023-07-18,2593.108220539078,2608.123006602585,2585.1422014999685,2590.452880859375,1215904
2023-07-19,2590.4045287599947,2604.0673639525253,2569.3065539495956,2579.638427734375,1166542
2023-07-20,2577.176009991206,2622.7995705256176,2566.6993943885773,2610.19873046875,1430764
2023-07-21,2558.781576083369,2584.224649445939,2502.7780547955067,2514.364990234375,5198952
2023-07-24,2514.3650945281465,2516.2479244676997,2486.3633327227258,2491.4326171875,1777469
2023-07-25,2491.384530663256,2497.564371856536,2474.100777216417,2479.749267578125,1653775
2023-07-26,2490.7084420127517,2509.3441444928712,2483.7563275852003,2494.377685546875,1300033
2023-07-27,2472.8454090240016,2494.0881263213573,2465.120784552236,2481.390869140625,2276136
2023-07-28,2481.5355231869353,2504.4680012708614,2476.900701521556,2495.633056640625,966450
2023-07-31,2486.411831108086,2493.991477438688,2466.086365793161,2472.65234375,2003252
2023-08-01,2481.535462737908,2485.20470628932,2457.3960127112746,2463.2861328125,1758897
2023-08-02,2450.6368932847095,2484.8665852496183,2448.7057373404346,2480.521484375,2082908
2023-08-03,2469.9002475811676,2472.8936337360415,2449.864503678583,2463.479248046875,1475310
2023-08-04,2463.4791827802337,2470.8657601382306,2447.7885403806595,2458.361572265625,1359318
2023-08-07,2452.568350491374,2485.398005576692,2451.3613778779436,2480.76318359375,803823
2023-08-08,2480.763109518433,2496.2123585090344,2467.583063268059,2477.528564453125,1002061
2023-08-09,2477.528425780728,2480.521576163025,2453.5337179905014,2464.34814453125,1212549
2023-08-10,2461.3065740330035,2463.5755408226833,2440.5949737031888,2449.381591796875,1313334
2023-08-11,2447.740495539686,2449.3336051177857,2412.9796837687086,2415.683349609375,1472199
2023-08-14,2415.6831227312014,2452.5681557210596,2402.4547510858965,2445.90576171875,1060479
2023-08-16,2446.7747731565833,2467.1002382103998,2437.5051296028532,2464.734619140625,1155882
2023-08-17,2464.7347926460725,2472.507507888661,2445.8093672819596,2455.70654296875,1532873
2023-08-18,2444.940298127666,2479.363061645281,2444.940298127666,2466.810546875,1970819
2023-08-21,2466.8105318231146,2486.2668353036,2451.6510035327183,2474.53515625,977004
2023-08-22,2485.011780597728,2486.363495582147,2465.120778338339,2477.480224609375,960025
2023-08-23,2486.363296854906,2494.5707096794754,2474.2935721128915,2485.446044921875,1136112
2023-08-24,2496.0191108315676,2502.5367622815147,2478.59038091805,2492.398193359375,1143934
2023-08-25,2478.6388142587534,2491.8671861824223,2463.672354725831,2475.3076171875,802955
2023-08-28,2476.7074612154374,2479.604195088204,2451.602434318127,2467.7275390625,619841
2023-08-29,2470.817504416409,2470.817504416409,2435.284421821932,2439.19482421875,958564
2023-08-30,2439.195010058642,2448.706048587838,2433.256799069933,2444.79541015625,1227377
2023-08-31,2444.8918958494737,2452.3751255753646,2405.3515227032617,2418.8212890625,3235414
2023-09-01,2418.8214726506085,2427.9461385712452,2413.9452560859468,2418.580078125,813413
2023-09-04,2427.4632529011587,2427.4632529011587,2406.2205354931134,2415.296875,1143301
2023-09-05,2423.6008494404987,2436.5878267652356,2415.9728773166703,2420.75244140625,844088
2023-09-06,2426.9321238340804,2439.1468277154218,2421.138655483451,2436.63623046875,1094146
2023-09-07,2423.6009430880536,2435.0431374527443,2413.9451624383005,2421.138671875,1894798
2023-09-08,2417.8075511883862,2434.2707048644133,2415.441932001724,2427.270263671875,1018234
2023-09-11,2427.270086113604,2451.505953096227,2422.683590495381,2448.947265625,1121083
2023-09-12,2461.2583599487652,2461.2583599487652,2402.358101040615,2412.834716796875,3946716
2023-09-13,2408.151480461981,2422.635150152009,2406.2203245033106,2420.26953125,1231305
2023-09-14,2424.5663778300636,2427.4631118537554,2407.28262578343,2414.717529296875,2081195
2023-09-15,2389.6125304768107,2404.289269229967,2381.115396755461,2384.68798828125,3750697
2023-09-18,2386.2815273339934,2407.1378728134696,2377.253277820888,2402.98583984375,1499641
2023-09-20,2365.3281484401355,2394.6335362123027,2360.838304854468,2381.936279296875,1795159
2023-09-21,2381.1153098626946,2397.5301355997854,2358.810364125217,2388.21240234375,2223720
2023-09-22,2383.046711411112,2404.289429259996,2373.3909305707107,2396.999267578125,1176741
2023-09-25,2396.999138412914,2413.655359465066,2375.3219587416806,2390.62646484375,1122778
2023-09-26,2388.840064768004,2403.3237353304617,2376.528944789915,2393.61962890625,1263548
2023-09-27,2390.771132082542,2418.5798256773924,2384.0120860710003,2415.634765625,1086791
2023-09-28,2413.944985281209,2414.9105632753212,2368.7558880093816,2375.659912109375,1612346
2023-09-29,2380.6809219987617,2387.681362607418,2366.148925725842,2380.729248046875,1249567
2023-10-03,2404.2893182712205,2412.9795206264175,2377.0600647056344,2383.91552734375,1585626
2023-10-04,2382.129032290105,2424.61446037072,2380.2942928172743,2421.524658203125,1587335
2023-10-05,2431.3253284834987,2437.891305826924,2409.455081757511,2432.822021484375,1909928
2023-10-06,2433.208152902025,2433.2564789477788,2408.151451784032,2413.365478515625,1083342
2023-10-09,2399.4614513403044,2429.8771598784206,2395.599139144988,2424.856201171875,1468771
2023-10-10,2425.725090207209,2434.0774816445737,2417.179866047207,2429.58740234375,1092373
2023-10-11,2431.6635092562597,2475.6937256763563,2429.6357011126142,2468.403564453125,1697398
2023-10-12,2467.0515102346194,2479.169559907787,2451.7953324173172,2468.982666015625,1625010
2023-10-13,2465.1690093095335,2488.004835171142,2455.1751825150977,2481.00439453125,1531977
2023-10-16,2471.8799610298774,2493.122679444978,2464.734777312263,2470.238525390625,954899
2023-10-17,2470.238243516223,2481.5354589641443,2458.7960499262726,2468.162109375,1253538
2023-10-18,2481.583581357993,2482.7422277150604,2452.1334547871384,2460.533935546875,1084689
2023-10-19,2438.0844581277906,2466.4723571277004,2438.0844581277906,2460.389404296875,1272343
2023-10-20,2433.256671585715,2455.9960816758758,2399.509766085493,2409.261962890625,3608160
2023-10-23,2408.1512631807427,2423.552183414192,2394.971219246743,2398.0126953125,922707
2023-10-25,2389.8535728225283,2404.288914943608,2380.149468006423,2392.026123046875,1435836
2023-10-26,2376.2874198956674,2404.2891814466525,2371.121483383778,2391.1572265625,2650560
2023-10-27,2382.3707609256,2409.1172256623413,2379.0395638130312,2396.613037109375,1784812
2023-10-30,2385.9433169049635,2406.2204555755443,2377.639251535615,2393.5712890625,875135
2023-10-31,2385.170582735452,2406.2202289968295,2382.853289971749,2398.49560546875,920414
2023-11-01,2399.461511053949,2408.1033876586675,2381.8880372752865,2387.150390625,1267131
2023-11-02,2407.3331132258577,2427.758969944138,2395.953040547401,2418.810546875,1595123
2023-11-03,2428.731645353598,2443.8078730279994,2417.837902527187,2440.646728515625,1125583
2023-11-06,2446.239267890922,2448.914082199749,2422.992794884147,2429.120361328125,1338677
2023-11-07,2427.7588837821363,2436.7073065336913,2417.3027908331546,2428.196533203125,1473411
2023-11-08,2429.7040781420524,2455.9658916367825,2429.4122327211808,2450.470458984375,745022
2023-11-09,2451.1512227975977,2453.0478617955255,2405.4362150638985,2408.986328125,1823094
2023-11-10,2409.2781906053356,2420.5611386441306,2397.946799551852,2418.567138671875,771062
2023-11-13,2409.4727492217285,2419.199346980145,2403.4423061046637,2410.396728515625,760809
2023-11-15,2433.497368922337,2434.616070130559,2408.305576017346,2418.421142578125,1457029
2023-11-16,2412.3908299068335,2437.2910162008766,2407.6735722752633,2423.090087890625,1420578
2023-11-17,2397.6063676600565,2464.233562866837,2397.6063676600565,2459.662109375,1756043
2023-11-20,2465.1575699633318,2465.2062504462365,2431.6494875184812,2437.923095703125,944231
2023-11-21,2436.5126944354356,2448.1846115345274,2429.704076127632,2436.755859375,1088806
2023-11-22,2439.1876422475693,2455.2365291370456,2435.540167954506,2452.95068359375,816610
2023-11-23,2437.6799791308563,2458.6408456223944,2437.6799791308563,2451.00537109375,1023670
2023-11-24,2446.336714391818,2450.9081678772363,2438.8957245748948,2446.433837890625,735137
2023-11-28,2462.5314732856355,2462.5314732856355,2431.649524326687,2441.9111328125,1880641
2023-11-29,2443.3213906941237,2459.5160811994792,2439.5281125022043,2456.0146484375,1265214
2023-11-30,2447.357762115928,2484.6593589283843,2447.357762115928,2475.9541015625,3095684
2023-12-01,2477.8507219987982,2511.3588030131473,2472.50109335464,2493.55908203125,1345599
2023-12-04,2506.544006245977,2537.085425344322,2504.5986868775285,2531.15234375,2188039
2023-12-05,2564.903824357048,2564.903824357048,2486.4102280786374,2493.170166015625,3108717
2023-12-06,2499.735552425413,2513.0609434802104,2492.926934189235,2497.44970703125,1573754
2023-12-07,2481.352605400523,2489.8146984900973,2430.2879639530115,2449.400634765625,3925967
2023-12-08,2450.130262760662,2464.671480622117,2439.722849431455,2453.340087890625,1605805
2023-12-11,2453.3397095197824,2460.7804615439477,2430.6766900862513,2435.199462890625,2012243
2023-12-12,2431.649404405154,2449.1572801168713,2428.731425119868,2434.32421875,1677929
2023-12-13,2439.2850387724416,2447.8929357500824,2429.7529249878,2443.22412109375,1513205
2023-12-14,2452.4155444248795,2455.7711727802107,2432.816309670985,2447.55224609375,2166569
2023-12-15,2451.10247752085,2462.7743940804726,2438.457901247925,2453.923095703125,2543337
2023-12-18,2451.2482893044275,2474.932648385119,2446.2391867512574,2466.1787109375,1969036
2023-12-19,2465.7413121315103,2496.769065251535,2465.6926316475933,2490.68994140625,1656220
2023-12-20,2502.604938717555,2502.604938717555,2477.3644648666605,2487.577392578125,1468642
2023-12-21,2472.7441988392134,2509.462103650377,2466.6650755261066,2483.394775390625,1945695
2023-12-22,2489.231096947733,2509.219304810639,2477.170209521159,2505.182861328125,1174984
2023-12-26,2505.1827769883193,2520.793777435842,2496.866487869477,2514.08251953125,893776
2023-12-27,2515.2979229748184,2540.587074559252,2510.3372636392673,2536.98828125,1073278
2023-12-28,2542.386987819999,2567.8219473500526,2535.578369020207,2561.79150390625,1635216
2023-12-29,2561.791346319102,2594.180964110267,2549.5844187286502,2591.116943359375,1305681
2024-01-01,2591.0200006711034,2596.4180727915214,2565.87664890909,2582.168701171875,526353
2024-01-02,2575.60329848568,2581.3905771352684,2535.7242443928126,2542.33837890625,1310629
2024-01-03,2527.94274817919,2556.733572425251,2524.587119457946,2535.286376953125,1008270
2024-01-04,2535.286426531461,2551.2866326053518,2517.2922203922312,2521.669189453125,1376844
2024-01-05,2524.0520619937615,2557.9977924269497,2524.0520619937615,2548.417236328125,1150738
2024-01-08,2553.1834213291886,2554.204761663071,2496.3315006886032,2507.76025390625,1189828
2024-01-09,2511.9427333438175,2518.216341858768,2501.2434750354178,2509.21923828125,1017205
2024-01-10,2509.4623601524295,2523.3714432076704,2494.8724627096826,2506.933349609375,881278
2024-01-11,2509.462412190667,2518.216350837844,2462.6289354145847,2466.85986328125,2399600
2024-01-12,2464.233605294857,2485.145791011786,2443.175615594119,2474.446533203125,2979841
2024-01-15,2476.391845520804,2508.246453902896,2461.801948551907,2502.84814453125,1391204
2024-01-16,2502.8481142062196,2513.936578247694,2486.4589392891958,2498.8603515625,1599406
2024-01-17,2479.3099570589116,2501.048999687542,2470.312853448557,2492.829833984375,3047652
2024-01-18,2499.7356736978145,2499.7356736978145,2468.1729108363015,2478.337158203125,1273095
2024-01-19,2494.8722615546167,2503.5775188337507,2462.774489768534,2495.26123046875,1323064
2024-01-23,2383.9891856871554,2412.6826499783715,2300.7780917494733,2310.60205078125,4369332
2024-01-24,2322.7116705752765,2379.0285796619587,2302.4316181637164,2374.894775390625,1551469
2024-01-25,2387.6851507931965,2400.5242117258076,2354.031029175731,2361.90966796875,2364765
2024-01-29,2344.109936395991,2382.0436656571715,2344.109936395991,2377.5693359375,1587091
2024-01-30,2386.9069148603417,2426.3483133712525,2380.3901423332936,2391.4296875,1793711
2024-01-31,2383.016635759864,2417.9350294363176,2374.992191986387,2413.7041015625,1445004
2024-02-01,2407.430425282823,2442.8838283732025,2400.8649714710573,2405.971435546875,1727534
2024-02-02,2409.2782131925123,2418.907449780938,2375.2351217666996,2385.54541015625,1956115
2024-02-05,2396.633950712957,2397.363445624903,2346.785131729987,2353.3505859375,1315445
2024-02-06,2358.651317404168,2374.6030804878965,2351.9400598191687,2360.01318359375,1557511
2024-02-07,2373.192582113411,2373.192582113411,2345.61781890175,2359.1376953125,1149076
2024-02-08,2375.040613855351,2375.040613855351,2333.4107292582994,2350.96728515625,1758661
2024-02-09,2350.967305103393,2362.0555313089367,2340.3167282938484,2357.873046875,886474
2024-02-12,2357.8249890008447,2363.417783498012,2316.875911696134,2320.426025390625,1292460
2024-02-13,2324.656724411941,2335.3073008235233,2315.0274881967025,2328.54736328125,957865
2024-02-14,2319.7935429790055,2328.5474808770396,2305.2036464822822,2322.662841796875,1397975
2024-02-15,2303.5989391284606,2319.501784426025,2282.589392400023,2286.577392578125,2553695
2024-02-16,2305.155158049558,2316.8757567048865,2293.1429514126107,2310.310302734375,2363302
2024-02-19,2324.170366779078,2329.4713146820136,2308.899656892679,2321.884521484375,576683
2024-02-20,2305.30090726846,2342.602265211362,2303.452711313064,2338.371337890625,1032995
2024-02-21,2338.37157131742,2356.5602624821377,2328.644973104654,2341.28955078125,1127778
2024-02-22,2354.128434265619,2354.128434265619,2301.0697975486364,2322.808837890625,2258516
2024-02-23,2323.2467099223823,2339.7332467285605,2318.772379668994,2328.64501953125,1210775
2024-02-26,2325.726952546895,2340.7544990269375,2314.9303337351826,2338.517333984375,831596
2024-02-27,2338.322749515633,2343.0886873655463,2323.8299765750226,2339.53857421875,1120424
2024-02-28,2345.180234589721,2358.7001113758306,2335.356275222008,2355.344482421875,629152
2024-02-29,2358.6998993298203,2362.396053881716,2331.7085912034686,2346.34716796875,2848084
2024-03-01,2350.869898311013,2372.1226085007,2338.2740022396865,2343.818115234375,2326244
2024-03-04,2350.1407517720413,2361.520824861369,2338.6633177085123,2355.7822265625,1501261
2024-03-05,2339.246651453043,2353.8365474080515,2325.7267761877033,2334.237548828125,1587199
2024-03-06,2338.2743293276767,2342.99182468722,2310.359038529776,2335.161865234375,1354111
2024-03-07,2339.198241231998,2359.6727784141976,2337.30160203187,2353.399169921875,1820704
2024-03-11,2343.137571553524,2347.0282109417412,2318.383425939152,2324.51123046875,2040761
2024-03-12,2314.9303750309778,2319.7936741381855,2296.2553539524547,2313.130859375,1012157
2024-03-13,2310.0669206674966,2310.0669206674966,2240.862274009383,2249.373046875,2322669
2024-03-14,2241.834857614821,2277.67722592907,2238.9168784457274,2270.771484375,2292515
2024-03-15,2266.3459039986233,2273.0571613051407,2252.5826260201216,2264.06005859375,2751403
2024-03-18,2257.3488993650367,2261.434023010224,2234.199548754617,2237.06884765625,2487402
2024-03-19,2220.8253485003975,2240.9106771192774,2185.420628996209,2204.970947265625,4220638
2024-03-20,2188.484499718884,2203.512045790467,2178.757901942355,2180.654541015625,2995013
2024-03-21,2172.922140445826,2197.3844410871798,2172.922140445826,2181.0439453125,3504486
2024-03-22,2177.8339226411194,2204.0470561556426,2171.025304197567,2194.85546875,3507809
2024-03-26,2171.073895558289,2197.384151491097,2170.976534598214,2178.7578125,3027027
2024-03-27,2188.4845076926044,2201.1290848481617,2174.8672707558508,2178.466064453125,2168861
2024-03-28,2183.6213201006,2225.3483318547405,2178.85538191609,2202.4423828125,3186360
2024-04-01,2207.937636961305,2232.2541307604383,2200.1563589455823,2223.40283203125,1427873
2024-04-02,2235.172255750736,2235.172255750736,2214.7950801116117,2224.18115234375,1221495
2024-04-03,2219.463726002639,2219.463726002639,2199.232355887431,2203.268798828125,1175309
2024-04-04,2207.9378586399935,2219.609776835447,2187.7551667603548,2203.02587890625,1890255
2024-04-05,2203.025627788126,2218.1505342188357,2196.363051057144,2204.970947265625,1153449
2024-04-08,2214.7464631377725,2226.369700771755,2205.214349180518,2206.91650390625,1127294
