Price,Open,High,Low,Close,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2023-01-02,765.2139032896102,771.2105088624085,761.2397053063054,766.013427734375,4381378
2023-01-03,762.9563656942497,772.7390867753995,762.9563656942497,771.0223999023438,8378030
2023-01-04,768.9765160320345,774.0324778346916,755.8074992437183,757.2420043945312,10351600
2023-01-05,759.5701573140472,761.0046626194306,747.5299235784147,752.3742065429688,10941436
2023-01-06,753.4559057369754,756.7951807281196,742.2622182548411,749.8814697265625,9092462
2023-01-09,750.633994461561,757.9475253299368,747.8120621515551,751.3394775390625,10729340
2023-01-10,752.5153270897389,752.5153270897389,736.054054309651,737.6061401367188,16371766
2023-01-11,737.4414262012392,751.5746265936797,733.7023889149815,748.2353515625,15195798
2023-01-12,746.7773690003871,754.349542472677,745.0606820468047,752.2330932617188,9250070
2023-01-13,751.9273605293412,757.171462751392,745.9307545266835,752.8209838867188,9244546
2023-01-16,759.5700421228421,762.5330937350742,743.2498914273117,745.6015014648438,14748094
2023-01-17,747.7179717239397,757.6887756011729,741.932987902452,756.7011108398438,10786354
2023-01-18,754.8668639240747,772.0806388712737,752.3741341810646,770.0582885742188,19090642
2023-01-19,769.9171946591991,776.0313812997426,768.0359064621089,773.2564697265625,11172162
2023-01-20,773.2564813178083,784.9675120027175,772.9272788433265,781.181396484375,18843404
2023-01-23,783.6741184175438,791.3638724781337,781.3930679499332,786.8958129882812,15444400
2023-01-24,787.8129673822374,800.6762638785202,787.7894283149559,797.4310302734375,24983940
2023-01-25,795.5026900470906,796.231654743448,773.8208560277121,775.3964233398438,14704142
2023-01-27,767.5655439290683,769.9171540514001,747.7884798353161,759.9463500976562,35179948
2023-01-30,750.1636100625897,764.414390008658,744.0494238990701,759.1702880859375,18512822
2023-01-31,761.7805708928535,763.1915369863111,750.1636396883282,754.161376953125,18596244
2023-02-01,763.8029900494191,783.0861936159378,755.3371933616793,765.47265625,17302790
2023-02-02,756.3248499697963,764.0381427953542,747.2241301114922,754.0908203125,17497106
2023-02-03,757.6888104547171,780.9697515580743,755.8075222847488,780.1702270507812,14411100
2023-02-06,780.7345879902471,785.1556266577238,774.2441208600836,776.8544311523438,11167672
2023-02-07,780.4523617529932,783.039132830785,767.8477088089924,778.0066528320312,10264588
2023-02-08,778.0302392020911,784.591208733366,776.0313705204476,777.9126586914062,8444826
2023-02-09,780.7345592208327,781.5106020422885,769.2352087080949,776.2900390625,11777336
2023-02-10,775.4669671621383,780.0290677772012,772.3627959097757,779.37060546875,8172116
2023-02-13,778.3829288380895,781.5576024149216,773.468086784084,779.95849609375,5736944
2023-02-14,783.0861997162851,788.9652252396806,779.7704063561466,787.177978515625,10908592
2023-02-15,789.2003138470542,789.2003138470542,779.2059713743189,785.578857421875,11438712
2023-02-16,786.9428187893894,791.0346550078199,781.2049128340586,782.7334594726562,8062500
2023-02-17,781.2049053260296,784.5677193810967,772.7155695729257,778.8062744140625,8956270
2023-02-20,780.7345762649051,785.1790965202653,768.8824839757062,771.4927368164062,8086706
2023-02-21,771.3281605868509,781.8398469026205,768.506228292021,774.38525390625,12389296
2023-02-22,770.8577957573494,772.2452227603656,756.7716741323392,759.1937866210938,10359102
2023-02-23,758.6294632088872,761.3808357064352,748.7997209260026,754.0438232421875,27882010
2023-02-24,760.934033661556,760.934033661556,745.554468634219,747.3181762695312,17061740
2023-02-27,745.8837709506996,752.0449784915163,741.8390126926922,749.176025390625,14312972
2023-02-28,748.7526515532792,755.0079573484089,747.2005659312226,752.3270874023438,18993992
2023-03-01,758.1591754660717,758.6294975352193,750.5164418424217,751.5982055664062,14137256
2023-03-02,749.6933195652881,755.313644886923,744.0494551770927,745.2017211914062,17391814
2023-03-03,750.6339879733662,761.9217171158227,746.8714115925472,759.993408203125,14986234
2023-03-06,761.921667813631,771.069408082624,761.0045628450939,765.3550415039062,27004710
2023-03-08,761.9217462354013,771.0930265141607,761.9217462354013,766.8836669921875,20099774
2023-03-09,766.6013600445043,774.1265124284125,765.2139330386638,766.9541015625,20700166
2023-03-10,757.4301100987259,758.9821958033447,745.4604370864764,747.1771240234375,27387000
2023-03-13,746.8243524833551,754.3024841383273,736.0304275982751,737.7236328125,26443550
2023-03-14,738.5232026066013,744.8019905221857,733.3731990989821,735.748291015625,33185612
2023-03-15,742.1681895965124,744.472779107516,722.6968453831815,725.1895751953125,37264754
2023-03-16,723.8255956325588,733.2790568415849,720.5568805275559,729.8927612304688,21753342
2023-03-17,732.5265870556958,742.7325524946742,724.2959512460812,739.6519775390625,22950876
2023-03-20,737.4414253658022,737.5119851548204,726.8356977290576,734.5254516601562,26503114
2023-03-21,739.3226824771314,744.2846027940342,731.9151106009822,742.85009765625,33050494
2023-03-22,744.9901015992465,745.9542847335573,736.1951025314207,741.1334838867188,14177324
2023-03-23,737.3474300144667,747.9766973827848,733.0204899074084,735.1839599609375,28364178
2023-03-24,733.7023968612838,740.2398848286094,731.3272475475262,734.0081176757812,31477748
2023-03-27,734.7370471527703,742.8501021134223,733.1850189120597,737.2062377929688,31872006
2023-03-28,736.3832111305732,744.4727848424986,735.6307073326255,743.202880859375,39276302
2023-03-29,744.990097067345,753.4558936249284,744.0024322847651,746.77734375,39763612
2023-03-31,750.4458092618439,758.6058848876165,748.9408017514909,757.0068359375,34711228
2023-04-03,756.066206753236,759.8992853904705,753.8086380309704,757.4771728515625,40025398
2023-04-05,761.2632133882062,778.853268494898,760.0403876133787,777.7950439453125,43365392
2023-04-06,775.3494323943526,785.0615367205796,774.6674309798008,783.7211303710938,44637344
2023-04-10,782.2631841388156,785.9081801869598,777.912704984579,780.005615234375,31813286
2023-04-11,780.2642743660277,785.1556351272258,776.5487187199082,782.2866821289062,42361542
