date,open,high,low,close,volume,price,open_norm,high_norm,low_norm,close_norm,volume_norm,price_norm
2023-01-03,89.58999633789062,91.05000305175781,88.5199966430664,89.12000274658203,28131200,89.12000274658203,0.021430651290359648,0.02066142225629774,0.021922707994115838,0.01732735416751365,0.15257488400655023,0.01732735416751365
2023-01-04,90.3499984741211,90.6500015258789,87.2699966430664,88.08000183105469,34854800,88.08000183105469,0.02594238880547407,0.018286539366348505,0.01443543621903743,0.011155974573635381,0.20991999863537117,0.011155974573635381
2023-01-05,87.47000122070312,87.56999969482422,85.9000015258789,86.19999694824219,27194400,86.19999694824219,0.008845342583840801,0.0,0.006229415600706867,0.0,0.14458498225982533,0.0
2023-01-06,86.79000091552734,87.69000244140625,84.86000061035156,87.33999633789062,41381500,87.33999633789062,0.004808534342264398,0.0007124784561218315,0.0,0.006764771900938843,0.2655857669213974,0.006764771900938843
2023-01-09,88.36000061035156,90.05000305175781,87.86000061035156,88.0199966430664,29003900,88.0199966430664,0.01412880619964322,0.014724237679986422,0.017969452260188177,0.010799902971054208,0.16001808133187773,0.010799902971054208
2023-01-10,85.9800033569336,88.66999816894531,85.83000183105469,88.41999816894531,30467800,88.41999816894531,0.0,0.006530893974517741,0.005810130209249687,0.013173517472227546,0.17250358215065503,0.013173517472227546
2023-01-11,89.18000030517578,91.5999984741211,89.01000213623047,91.5199966430664,26862000,91.5199966430664,0.018996718024036966,0.02392684659499484,0.024857751432996365,0.03156895062869161,0.1417499658842795,0.03156895062869161
2023-01-12,91.4800033569336,91.87000274658203,89.75,91.12999725341797,30258100,91.12999725341797,0.032650640241890544,0.025529911796988075,0.029290203528212308,0.02925468894010364,0.1707150655021834,0.02925468894010364
2023-01-13,90.8499984741211,92.19000244140625,90.12999725341797,92.12000274658203,26329200,92.12000274658203,0.02891062882746412,0.027429809049522757,0.03156631769631125,0.035129395016917135,0.13720575191048034,0.035129395016917135
2023-01-17,92.05999755859375,92.25,90.05000305175781,91.29000091552734,32602400,91.29000091552734,0.036093764245670235,0.027786025629021903,0.031087167033703234,0.03020415284974539,0.19070943640829693,0.03020415284974539
2023-01-18,92.13999938964844,92.80000305175781,90.63999938964844,91.12000274658203,29116700,91.12000274658203,0.03656869351920825,0.031051495264842542,0.03462113737617371,0.029195381400449305,0.16098014465065502,0.029195381400449305
2023-01-19,90.72000122070312,93.61000061035156,90.62999725341797,93.05000305175781,37000400,93.05000305175781,0.028138902726776122,0.03586060027657518,0.03456122640634261,0.04064802949114946,0.22821967112445415,0.04064802949114946
2023-01-20,95.0999984741211,98.30000305175781,95.0199966430664,98.0199966430664,63191100,98.0199966430664,0.05414066901437954,0.06370601043455479,0.060856521224523556,0.07014003913573251,0.4515983215065502,0.07014003913573251
2023-01-23,97.94999694824219,100.04000091552734,97.5,99.79000091552734,40005100,99.79000091552734,0.07105962808137314,0.07403669891414189,0.07571128853369843,0.08064326858972194,0.253846547489083,0.08064326858972194
2023-01-24,98.0999984741211,99.61000061035156,97.19999694824219,97.69999694824219,33078500,97.69999694824219,0.07195010914631984,0.07148370773444308,0.07391432502820751,0.06824115658938004,0.19477006004366812,0.06824115658938004
2023-01-25,95.56999969482422,96.16000366210938,93.76000213623047,95.22000122070312,42330000,95.22000122070312,0.05693082188172993,0.05100043906501845,0.05330938417829432,0.0535248281733812,0.273675457150655,0.0535248281733812
2023-01-26,96.5,97.56999969482422,95.37999725341797,97.5199966430664,30114000,97.5199966430664,0.062451750134301355,0.05937184576311317,0.06301285915164057,0.06717303232749859,0.16948604667030567,0.06717303232749859
2023-01-27,97.30999755859375,100.31999969482422,97.30999755859375,99.37000274658203,33879800,99.37000274658203,0.06726028447656575,0.07569910334796928,0.07457320860030883,0.0781509937363089,0.2016042917576419,0.0781509937363089
2023-01-30,97.4800033569336,98.29000091552734,96.4000015258789,96.94000244140625,27226200,96.94000244140625,0.06826952050577115,0.06364662590559708,0.0691224985113655,0.06373133883737483,0.14485620223799126,0.06373133883737483
2023-01-31,96.87000274658203,98.87999725341797,96.81999969482422,98.83999633789062,29870700,98.83999633789062,0.06464826405560341,0.06714954306300146,0.07163821086010858,0.07500592849031888,0.1674109579694323,0.07500592849031888
2023-02-01,98.70999908447266,101.19000244140625,97.58000183105469,100.43000030517578,35531100,100.43000030517578,0.07557136559648757,0.0808644702363246,0.07619048489498671,0.08444103368242686,0.21568811408296942,0.08444103368242686
2023-02-02,105.80000305175781,107.8499984741211,105.61000061035156,107.73999786376953,69883800,107.73999786376953,0.11766103266001564,0.12040609596005374,0.12428871146630156,0.12781865873146878,0.5086798921943232,0.12781865873146878
2023-02-03,102.93000030517578,107.80999755859375,102.58000183105469,104.77999877929688,65309300,104.77999877929688,0.10062331862876334,0.12016860314134646,0.10613957199530034,0.11025398385947571,0.46966430131004366,0.11025398385947571
2023-02-06,102.4000015258789,104.36000061035156,101.87999725341797,102.9000015258789,31999600,102.9000015258789,0.09747699145213362,0.09968533447192184,0.10194667238204828,0.09909805455877137,0.1855681973253275,0.09909805455877137
2023-02-07,103.22000122070312,108.18000030517578,103.12000274658203,107.63999938964844,49010200,107.63999938964844,0.10234490327652737,0.12236537774154611,0.10937407888597585,0.1272252664244082,0.33065041621179037,0.1272252664244082
2023-02-08,102.05000305175781,103.13999938964844,98.04000091552734,99.37000274658203,94743500,99.37000274658203,0.09539923249509026,0.09244196204128226,0.07894579542437394,0.0781509937363089,0.7207065365720524,0.0781509937363089
2023-02-09,100.0,100.02999877929688,93.62999725341797,95.01000213623047,119455000,95.01000213623047,0.08322943028823171,0.07397731438518418,0.052530678666530786,0.05227869074667468,0.9314691935043669,0.05227869074667468
2023-02-10,95.44999694824219,96.75,94.25,94.56999969482422,54980700,94.56999969482422,0.0562184279714229,0.054503356222422826,0.056244381918494575,0.04966771026809091,0.38157239355895195,0.04966771026809091
2023-02-13,94.73999786376953,95.19999694824219,93.83999633789062,94.61000061035156,50076100,94.61000061035156,0.05200353257520683,0.04530070201029087,0.05378853484090233,0.04990507624550134,0.33974140283842796,0.04990507624550134
