date,price,close,high,low,open,volume,sma_10,sma_50,ema_10,ema_50,rsi,open_norm,high_norm,low_norm,close_norm,volume_norm,ticker,source,n_items,mean_compound,median_compound,std_compound,pos_mean,neg_mean,neu_mean,sentiment_label
1970-01-01 00:00:00.000000000,Ticker,219.8866424560547,220.24497537072617,215.7061019102892,219.79706302441247,67180000.0,,,219.8866424560547,219.8866424560547,,-0.1150894627190557,-0.2511458879628382,-0.2263938033167253,-0.129740853858041,0.4736258876944993,,,,,,,,,,
1970-01-01 00:00:00.000000001,Date,219.8866424560547,220.24497537072617,215.7061019102892,219.79706302441247,67180000.0,,,219.8866424560547,219.8866424560547,,-0.1150894627190557,-0.2511458879628382,-0.2263938033167253,-0.129740853858041,0.4736258876944993,,,,,,,,,,
1970-01-01 00:00:00.000000002,2024-09-09,219.8866424560547,220.24497537072617,215.7061019102892,219.79706302441247,67180000.0,,,219.8866424560547,219.8866424560547,,-0.1150894627190557,-0.2511458879628382,-0.2263938033167253,-0.129740853858041,0.4736258876944993,,,,,,,,,,
1970-01-01 00:00:00.000000003,2024-09-10,219.09034729003903,220.45399594379384,215.726000183756,217.905857501112,51591000.0,,,219.7418615167791,219.85541519464232,,-0.2327401573507913,-0.2377492209236688,-0.2251753122951792,-0.179160930466678,-0.0900760899510581,,,,,,,,,,
1970-01-01 00:00:00.000000004,2024-09-11,221.62852478027344,222.056525502596,216.88061769002928,220.4340868524661,44587100.0,,,220.0848912010508,219.92494890388275,,-0.0754606149052687,-0.13503897281451,-0.1544711345149429,-0.0216352649005551,-0.3433387932182157,,,,,,,,,,
1970-01-01 00:00:00.000000005,2024-09-12,221.738037109375,222.51442259643304,218.8017058249269,221.46928361366915,37455600.0,,,220.38546318438244,219.9960504021373,,-0.0110616817721253,-0.1056911683648882,-0.036831347933403,-0.0148386548936533,-0.6012155430789696,,,,,,,,,,
1970-01-01 00:00:00.000000006,2024-09-13,221.4692840576172,223.00214343080088,220.8820208371711,222.54428285449177,36766600.0,,,220.5825215249706,220.0538242709797,,0.0558133383423712,-0.0744318835480943,0.0905588584903245,-0.0315181438237857,-0.6261299482747993,,,,,,,,,,
1970-01-01 00:00:00.000000007,2024-09-16,215.3179168701172,216.21374159471785,212.9290256243428,215.5368837592455,59357400.0,,,219.6253206786336,219.8681024121224,,-0.3801125094622251,-0.5095180465577314,-0.3964508952662305,-0.413287430676558,0.190758796134416,,,,,,,,,,
1970-01-01 00:00:00.000000008,2024-09-17,215.7857208251953,215.8952118613641,213.5063358570856,214.75054527350213,45519300.0,,,218.92721161437208,219.7080090165566,,-0.4290301273115652,-0.5299334378141416,-0.3610987157709265,-0.3842543430923871,-0.309630217712334,,,,,,,,,,
1970-01-01 00:00:00.000000009,2024-09-18,219.66766357421875,221.67831024616868,216.5322467283196,216.54221012404864,59894900.0,219.4357421875,,219.0618392434351,219.70642684234727,,-0.3175717947205148,-0.1592797630158191,-0.175803984810704,-0.1433312328756037,0.2101949250063441,,,,,,,,,,
