Price,Close,High,Low,Open,Volume,SMA_10,SMA_50,EMA_10,EMA_50,RSI,Open_Norm,High_Norm,Low_Norm,Close_Norm,Volume_Norm
Ticker,216.2700042724609,219.8699951171875,213.6699981689453,216.1999969482422,67443500.0,,,216.2700042724609,216.2700042724609,,-1.598553663095151,-1.6289671901774176,-1.5600220572013794,-1.613172181229575,-0.8293480173015264
Date,216.2700042724609,219.8699951171875,213.6699981689453,216.1999969482422,67443500.0,,,216.2700042724609,216.2700042724609,,-1.598553663095151,-1.6289671901774176,-1.5600220572013794,-1.613172181229575,-0.8293480173015264
2024-09-09,216.2700042724609,219.8699951171875,213.6699981689453,216.1999969482422,67443500.0,,,216.2700042724609,216.2700042724609,,-1.598553663095151,-1.6289671901774176,-1.5600220572013794,-1.613172181229575,-0.8293480173015264
2024-09-10,226.1699981689453,226.3999938964844,218.63999938964844,220.07000732421875,78891100.0,,,218.0700031627308,216.658239327225,,-1.5352999745725773,-1.524039495421977,-1.476274941379354,-1.449667588079436,-0.5231238558855178
2024-09-11,228.1300048828125,228.47000122070312,216.8000030517578,224.5500030517578,83548600.0,,,219.8990943845638,217.1081124862677,,-1.4620763325660082,-1.490777452962524,-1.5072798404887409,-1.4172968509180526,-0.3985353804151081
2024-09-12,229.8099975585937,231.4499969482422,223.8300018310547,224.66000366210932,71894900.0,,,221.70107677984197,217.6062256263589,,-1.4602784189511868,-1.4428932047964924,-1.3888206901074498,-1.3895507207869655,-0.7102727323398558
2024-09-13,230.2899932861328,232.6699981689453,226.32000732421875,228.0,59515100.0,,,223.2626979628039,218.1036282796834,,-1.4056875864989198,-1.4232895386988724,-1.3468627973075789,-1.3816232910364328,-1.0414333139026204
2024-09-16,226.77999877929688,229.9600067138672,223.52999877929688,229.3000030517578,54323000.0,,,223.90220720216627,218.44387810319765,,-1.3844395845233348,-1.466835206286104,-1.3938758981862454,-1.4395930463514568,-1.180322379600938
2024-09-17,227.8699951171875,234.57000732421875,226.5500030517578,229.4499969482422,66761600.0,,,224.6236231867156,218.8135297508051,,-1.3819879975024305,-1.392759122474424,-1.3429872491985464,-1.4215910748729454,-0.8475888936135548
2024-09-18,227.1999969482422,235.67999267578125,226.8800048828125,230.08999633789065,78010200.0,224.50599975585936,,225.0920547797204,219.14241081737129,,-1.3715274772157773,-1.374923253267064,-1.3374265460237276,-1.432656513818685,-0.5466879971720199
2024-09-19,243.9199981689453,244.2400054931641,232.1300048828125,234.0,102694600.0,227.2709991455078,,228.5153172141249,220.11408090958983,,-1.307620115287122,-1.2373761506776029,-1.2489613045597767,-1.1565152327587345,0.1136215602948137
2024-09-20,238.25,243.9900054931641,235.9199981689453,241.5200042724609,99879100.0,229.46899871826173,,230.28525953882945,220.8252934229393,,-1.1847088148700955,-1.241393291350282,-1.185097938616064,-1.2501587999638264,0.0383067234323471
2024-09-23,250.0,250.0,241.9199981689453,242.6100006103516,86927200.0,232.8419982910156,,233.86975780449683,221.9693995632162,,-1.1668932841222523,-1.1448213178463218,-1.0839948055144055,-1.056100198554348,-0.3081575761801483
2024-09-24,254.2700042724609,257.19000244140625,249.0500030517578,254.0800018310547,88491000.0,235.6519989013672,,237.57889352594484,223.23608994397088,82.92895325530401,-0.9794209483704877,-1.029288312870174,-0.9638505000673284,-0.985578406458496,-0.2663258085063691
2024-09-25,257.0199890136719,257.04998779296875,252.27999877929688,252.5399932861328,65034300.0,238.54099731445316,,241.11363816007704,224.560948731018,83.705547864619,-1.0045917389779957,-1.0315381470262106,-0.9094233854074668,-0.9401606879243,-0.8937942985904821
2024-09-26,254.22000122070312,261.75,251.52999877929688,260.6000061035156,67142200.0,240.98199768066405,,243.49661326200905,225.7240488286527,80.00001929789738,-0.8728542264887607,-0.9560157062303916,-0.9220612770451744,-0.9864042381427788,-0.8374078149739332
2024-09-27,260.4599914550781,260.70001220703125,254.1199951171875,257.3800048828125,70988100.0,243.9989974975586,,246.58086384256703,227.08624265714,81.79595805190962,-0.9254837893243036,-0.972887500906198,-0.8784184862980804,-0.8833468953605137,-0.734529700575297
2024-09-30,261.6300048828125,264.8599853515625,255.7700042724609,259.0400085449219,80705700.0,247.48399810791017,,249.31707130442985,228.4408999993232,79.18040464763882,-0.8983517291000719,-0.9060427116415968,-0.8506149704239867,-0.8640233915803909,-0.4745831693393867
2024-10-01,258.0199890136719,263.9800109863281,248.52999877929688,262.6700134277344,87397600.0,250.4989974975586,,250.89941997883744,229.60086427439572,73.94648052448971,-0.8390208292094218,-0.9201826348955896,-0.9726128435960032,-0.9236450622724294,-0.2955743407832013
2024-10-02,249.0200042724609,251.16000366210932,241.5,247.5500030517578,93983900.0,252.68099822998047,,250.55770803222356,230.36239917628063,63.7745706987226,-1.0861510262541163,-1.126181726280256,-1.0910719939772944,-1.0722854411308165,-0.1193903201732692
2024-10-03,240.66000366210932,249.7899932861328,237.8099975585937,244.47999572753903,80729200.0,252.3549987792969,,248.7581254194755,230.76622680317595,56.68084935607717,-1.136329002068755,-1.1481958238935683,-1.153250461973785,-1.2103560816607914,-0.4739545425710443
2024-10-04,250.0800018310547,250.9600067138672,244.5800018310547,246.69000244140625,86573200.0,253.5379989624024,,248.9984665852172,231.52362974544567,63.94876099838636,-1.100207373770413,-1.1293953897810372,-1.0391723547975489,-1.0547789182611846,-0.3176271028181568
2024-10-07,240.8300018310547,249.8300018310547,240.6999969482422,249.0,68113300.0,252.62099914550785,,247.51329117536943,231.8885855135088,57.0680682289671,-1.062451437257627,-1.1475529440813268,-1.104552463147895,-1.2075484555409868,-0.8114308169000063
2024-10-08,244.5,246.2100067138672,240.5599975585937,243.5599975585937,56303200.0,251.6439987182617,,246.96542005257496,232.3831507874889,59.13604096772691,-1.151365984393414,-1.2057210625619452,-1.106911525968858,-1.1469361396396358,-1.127351880593637
2024-10-09,241.0500030517578,247.42999267578125,239.509994506836,243.82000732421875,66289500.0,250.0470001220703,,245.88988968879,232.723027346872,48.23731969949008,-1.1471162343592107,-1.186117641651134,-1.12460462568536,-1.2039149977368997,-0.8602176041384245
2024-10-10,238.7700042724609,242.7899932861328,232.33999633789065,241.8099975585937,83087100.0,248.5020004272461,,244.59536506763925,232.96016369689508,50.33325073441147,-1.1799689968301883,-1.2606757627285905,-1.2454228388876138,-1.2415706040624888,-0.4108805401423425
2024-10-11,217.8000030517578,223.33999633789065,214.3800048828125,220.1300048828125,142628900.0,244.23600158691409,,239.7234810647517,232.36564759316423,31.545159224233743,-1.5343193397642156,-1.573209258025683,-1.5480580733188485,-1.5879032941428886,1.181867090295453
2024-10-14,219.16000366210932,221.91000366210932,213.7400054931641,220.1300048828125,86291900.0,239.9890014648437,,235.984666991544,231.8477792037111,29.18296421526364,-1.5343193397642156,-1.5961871849837417,-1.5588423972316157,-1.565442033176007,-0.3251518989855914
2024-10-15,219.57000732421875,224.259994506836,217.1199951171875,220.009994506836,62988800.0,236.14400329589844,,233.00018341566664,231.3662979535349,27.16185745164755,-1.5362808587794148,-1.5584262097726398,-1.5018878070916388,-1.5586705661767122,-0.9485115775115176
2024-10-16,221.3300018310547,222.82000732421875,218.92999267578125,221.3999938964844,49632800.0,233.3750030517578,,230.8783322184645,230.97271771343767,29.68499034563966,-1.5135619045912874,-1.5815647340903545,-1.4713884030782751,-1.5296031557524614,-1.305785582531977
2024-10-17,220.88999938964844,222.0800018310547,217.8999938964844,221.58999633789065,50791800.0,231.3980026245117,,229.06227170413428,230.5773169948577,23.672663176704503,-1.5104563947658245,-1.5934555587487362,-1.488744420357908,-1.5368700713606362,-1.274782245318836
2024-10-18,220.6999969482422,222.27999877929688,219.22999572753903,220.7100067138672,49611900.0,228.4600021362305,,227.54185811215388,230.18997111067677,22.40797563324267,-1.5248394542859247,-1.5902418952479545,-1.4663331949994802,-1.5400080805558432,-1.306344659104673
2024-10-21,218.8500061035156,220.47999572753903,215.72999572753903,218.8999938964844,47329000.0,226.26200256347656,,225.96152138331053,229.745266600592,22.952632621051308,-1.5544233509295369,-1.619165357128608,-1.525310022642114,-1.5705618368067351,-1.367412405889729
2024-10-22,217.97000122070312,218.22000122070312,215.259994506836,217.3099975585937,43268700.0,223.60900268554687,,224.5085177173819,229.2834914876552,25.85160499683936,-1.5804111709450297,-1.655480220542378,-1.5332297886378947,-1.5850956680230843,-1.4760257364216676
2024-10-23,213.6499938964844,218.72000122070312,212.1100006103516,217.1300048828125,80938900.0,220.86900177001957,,222.53424065903687,228.67041315074653,27.58505413576985,-1.5833530753701146,-1.647445939197019,-1.58630883066884,-1.6564432918032197,-0.4683450517914104
2024-10-24,260.4800109863281,262.1199951171875,242.6499938964844,244.67999267578125,204491900.0,223.04000244140624,,229.43347162763524,229.91784835998504,55.32459919045687,-1.13306013624139,-0.950070416494605,-1.071693996313568,-0.8830162602766627,2.836706995400326
2024-10-25,269.19000244140625,269.489990234375,255.32000732421875,256.010009765625,161611900.0,228.1790023803711,,236.6619317755936,231.45793283376625,64.60049298736374,-0.9478757821101518,-0.831645187923796,-0.8581976539828979,-0.7391653019736016,1.6896637687398512
2024-10-28,262.510009765625,273.5400085449219,262.239990234375,270.0,107653600.0,232.51400299072264,,241.36158231923565,232.675661340898,58.99331313578347,-0.7192152880163344,-0.76656721480222,-0.7415923284451101,-0.8494895603640414,0.2462751834526798
2024-10-29,259.5199890136719,264.9800109863281,255.509994506836,264.510009765625,80521800.0,236.509001159668,,244.66311080913317,233.7283800731637,59.26556669224277,-0.8089468645601047,-0.904114072204872,-0.854996270747605,-0.8988716237946236,-0.4795025081776064
2024-10-30,257.54998779296875,263.3500061035156,255.82000732421875,258.0400085449219,53993600.0,240.13099975585936,,247.00617935164868,234.662560768058,59.45047183744504,-0.9146963076353716,-0.9303059078505204,-0.8497723928910931,-0.9314074264894844,-1.1891338543878307
2024-10-31,249.8500061035156,259.75,249.25,257.989990234375,66575300.0,243.0270004272461,,247.52323876107903,235.2581468596445,68.61424017456672,-0.915513835840308,-0.9881528316118264,-0.9604804470543192,-1.05857744159875,-0.8525724326323713
2024-11-01,248.97999572753903,254.0,246.6300048828125,252.0399932861328,57544800.0,245.8550003051758,,247.7881036640717,235.79625857995413,67.41821531640042,-1.0127640282456456,-1.080547067083452,-1.004628732897436,-1.072946207281622,-1.0941389871649605
2024-11-04,242.83999633789065,248.8999938964844,238.8800048828125,244.5599975585937,68802400.0,248.25399932861328,,246.8884477865843,236.07248359006928,62.73950764129603,-1.135021405858114,-1.162496834880834,-1.1352202798204114,-1.174352138703768,-0.7929973400461878
2024-11-05,251.44000244140625,255.27999877929688,246.2100067138672,247.33999633789065,69282500.0,251.6009994506836,,247.71600317837007,236.6751313881609,65.33563808189842,-1.0895834974818583,-1.0599793264542785,-1.0117059213603248,-1.032317657294303,-0.7801546289193293
2024-11-06,288.5299987792969,289.5899963378906,275.6199951171875,284.6700134277344,165228700.0,259.08899993896483,,255.13672965126585,238.70865559957804,75.08529448802777,-0.4794401014328294,-0.5086669797656517,-0.5161322593504721,-0.4197531623484538,1.7864134408990304
2024-11-07,296.9100036621094,299.75,285.5199890136719,288.8900146484375,117309200.0,262.731999206543,,262.7318703805101,240.99106140595185,76.64498754500286,-0.4104659600619868,-0.3454103239831282,-0.3493121925801617,-0.2813521387430757,0.5045632100231762
2024-11-08,321.2200012207031,328.7099914550781,297.6600036621094,299.1400146484375,204782800.0,267.9349990844727,,273.3660759878179,244.13729433986364,80.93309224622526,-0.2429340300751654,0.1199351142354365,-0.1447466064373191,0.1201426805325443,2.8444885922901477
2024-11-11,350.0,358.6400146484375,336.0,346.29998779296875,210521600.0,276.68399810791016,,287.29951671730555,248.28877299320231,84.13921013443866,0.527875854708248,0.6008675682525593,0.5013023523738209,0.5954623666327014,2.9980019241268807
2024-11-12,328.489990234375,345.8399963378906,323.3099975585937,342.739990234375,155726000.0,283.5809982299805,,294.78869372040907,251.43391876736595,77.27013227177733,0.4696891950263374,0.3951896715872054,0.2874691847248429,0.2402110975755602,1.5322155008340468
2024-11-13,330.239990234375,344.6000061035156,322.5,335.8500061035156,125405600.0,290.8499984741211,248.30859985351563,301.2343839956756,254.5243529425428,71.07806823019254,0.3570753082925381,0.3752648107702733,0.2738203028950902,0.2691134424663336,0.7211425192660369
2024-11-14,311.17999267578125,329.9800109863281,310.3699951171875,327.69000244140625,120726100.0,296.98299713134764,250.20679962158204,303.04267648296747,256.74614273600315,61.94050678252084,0.2237034875888586,0.1403425026917628,0.0694233865299643,-0.0456743421369663,0.5959655421401578
2024-11-15,320.7200012207031,324.67999267578125,309.2200012207031,310.57000732421875,114440300.0,304.15699768066406,252.29579956054687,306.25673552619213,259.25492150010905,66.28797938231489,-0.0561156171279589,0.0551788262067899,0.0500453888662386,0.1118848677066091,0.4278199191424336
2024-11-18,338.739990234375,348.54998779296875,330.010009765625,340.7300109863281,126085600.0,313.7469970703125,254.7451992797852,312.1627818367708,262.37198301909984,70.44703714627694,0.4368369313523128,0.4387353391744369,0.4003678890498796,0.4094962605072328,0.7393325704350929
2024-11-19,346.0,347.3800048828125,332.75,335.760009765625,88852500.0,323.2029968261719,257.14179931640626,318.3150033209943,265.6515130967822,72.22250335779015,0.3556043560799954,0.4199353954355231,0.4465381552770894,0.5293998640252193,-0.2566556563039959
2024-11-20,342.0299987792969,346.6000061035156,334.29998779296875,345.0,66340700.0,328.55299682617186,259.41979919433595,322.6268206770493,268.64674782942984,73.60200195729784,0.5066281021311394,0.4074019361517082,0.4726562589668336,0.4638328100266177,-0.8588480002856955
2024-11-21,339.6400146484375,347.989990234375,335.2799987792969,343.8099975585937,58011700.0,332.8259979248047,261.6163995361328,325.72012867184714,271.4307975086066,73.03354103480635,0.4871780137703757,0.4297369832975245,0.4891699558321369,0.4243607268074331,-1.0816493770313835
2024-11-22,352.5599975585937,361.5299987792969,337.70001220703125,341.0899963378906,89140700.0,335.9599975585937,264.06179962158205,330.6001048330738,274.6123347654688,76.94763936915793,0.4427207402024835,0.6473054594344517,0.5299484457808082,0.6377423279801372,-0.248946284617346
2024-11-25,338.5899963378906,361.9299926757813,338.20001220703125,360.1400146484375,95890900.0,334.8189971923828,266.2979995727539,332.0528123794041,277.1212626702697,70.8542717232742,0.7540852605781133,0.6537327864360162,0.5383737068726131,0.4070190174628315,-0.0683779266741664
2024-11-26,338.2300109863281,346.9599914550781,335.6600036621094,341.0,62295900.0,335.7929992675781,268.50519989013674,333.1759393988448,279.5176841728602,64.42922443962692,0.4412497879899408,0.4131863833410302,0.4955732365398489,0.4010736341562682,-0.9670467046512808
2024-11-27,332.8900146484375,342.54998779296875,326.5899963378906,341.79998779296875,57896400.0,336.0580017089844,270.61900024414064,333.1239530805889,281.6107167405299,60.633650263789775,0.4543252512993996,0.3423239630301321,0.3427388769175986,0.3128802536573073,-1.0847336607075484
2024-11-29,345.1600036621094,345.45001220703125,334.6499938964844,336.0799865722656,37167600.0,339.4560028076172,272.643800354004,335.3123259135926,284.10284563941536,57.6174142505823,0.3608342421256075,0.3889231871321066,0.4785540445785224,0.5155267989596757,-1.6392306205209732
2024-12-02,357.0899963378906,360.0,351.1499938964844,352.3800048828125,77986500.0,343.09300231933594,275.0206002807617,339.27190235437405,286.9650868432772,52.52690818632117,0.6272511715291632,0.6227205781325987,0.7565876606080822,0.7125580920224356,-0.547321973955412
2024-12-03,351.4200134277344,355.69000244140625,348.20001220703125,351.79998779296875,58267200.0,344.3610046386719,277.0490005493164,341.4806498222577,289.4927310230598,59.21255034601332,0.6177710366523961,0.5534651121654959,0.7068789287087099,0.6189147768257918,-1.0748147328053632
2024-12-04,357.92999267578125,358.1000061035156,348.6000061035156,353.0,50810900.0,345.55400390625,279.1222003173828,344.47143943198927,292.17654520551946,60.71512417416708,0.6373847304135366,0.592190407094959,0.7136190347347284,0.7264311570879793,-1.2742713188815875
2024-12-05,369.489990234375,375.4299926757813,359.5,359.8699951171875,81403600.0,348.3000030517578,281.37160034179686,349.02026685060486,295.20844501057263,73.95450066235746,0.7496719051435329,0.8706583827607018,0.8972896236886485,0.9173517493022504,-0.4559142918233805
2024-12-06,389.2200012207031,389.489990234375,370.7999877929688,377.4200134277344,81455800.0,353.25800170898435,284.07160034179685,356.32930946335,298.8951727050876,75.9666606194113,1.0365195577162132,1.096582334962299,1.087700318668588,1.243205224859738,-0.454517937895403
2024-12-09,389.7900085449219,404.7999877929688,378.010009765625,397.6099853515625,96359200.0,356.9810028076172,286.65820068359375,362.41307293272666,302.4596760713556,72.30233888179015,1.3665161394507168,1.342591990527295,1.2091929538631443,1.2526192524453592,-0.0558508664352415
2024-12-10,400.989990234375,409.7300109863281,390.8500061035156,392.6799926757813,97563600.0,363.2210021972657,289.445400390625,369.4270578966628,306.32360996010146,73.2241068197765,1.2859374869829592,1.42181037727648,1.4255535969922375,1.4375939573361711,-0.0236330758058134
2024-12-11,424.7699890136719,424.8800048828125,402.3800048828125,409.7000122070313,104287600.0,371.875,292.780400390625,379.48940900884617,310.9685660014179,79.93489725291519,1.5641225328838086,1.6652490039661263,1.6198400971997722,1.830335515176976,0.1562344301658524
